Results of Photometric1

	Plate: Plate 1 - Wavelength: 690

	1.805	1.866	1.839	1.860	2.030	1.861	1.127	1.816	1.836	1.899	1.760	1.746
	1.871	1.948	1.952	1.892	1.852	1.855	1.891	1.892	1.870	1.844	1.823	1.886
	1.786	1.889	1.840	1.799	1.852	1.798	1.863	1.825	1.839	1.798	1.846	1.793
	1.815	1.804	1.752	1.683	1.871	1.789	1.801	1.820	1.802	1.778	1.756	1.830
	1.829	1.795	1.757	1.741	1.842	1.737	1.761	1.762	1.740	1.798	1.843	1.773
	1.783	1.818	1.748	1.761	1.779	1.797	1.820	1.782	1.779	1.775	1.861	1.830
	1.960	2.012	2.027	1.943	1.948	1.953	0.037	0.037	0.037	0.037	0.037	0.037
	1.913	1.961	1.867	1.966	1.851	1.904	1.929	1.850	1.902	1.903	1.958	1.797

