Results of Photometric1

	Plate: Plate 1 - Wavelength: 690

	1.459	1.446	1.430	1.487	1.491	1.469	1.507	1.463	1.485	1.474	1.455	1.431
	1.514	1.522	1.535	1.525	1.554	1.536	1.576	1.546	1.502	1.555	1.556	1.486
	1.464	1.458	1.461	1.452	1.462	1.447	1.473	1.480	1.465	1.470	1.444	1.448
	1.479	1.476	1.483	1.485	1.470	1.469	1.440	1.449	1.435	1.487	1.472	1.472
	1.447	1.435	1.440	1.426	1.431	1.448	1.440	1.439	1.434	1.434	1.437	1.418
	1.460	1.448	1.449	1.435	1.447	1.441	1.442	1.466	1.462	1.473	1.442	1.441
	1.892	1.891	1.907	1.751	1.755	1.764	1.971	1.911	1.931	1.921	1.964	1.950
	1.181	1.167	1.175	0.494	0.488	0.493	0.135	0.134	0.134	0.040	0.040	0.039

