Results of Photometric1

	Plate: Plate 1 - Wavelength: 690

	1.554	1.554	1.558	1.548	1.556	1.548	1.553	1.551	1.544	1.512	1.523	1.514
	1.503	1.504	1.527	1.520	1.536	1.546	1.531	1.524	1.531	1.536	1.512	1.524
	1.488	1.505	1.508	1.511	1.515	1.506	1.505	1.506	1.497	1.461	1.504	1.490
	1.497	1.536	1.479	1.503	1.515	1.514	1.543	1.501	1.539	1.516	1.654	1.508
	1.487	1.477	1.457	1.492	1.498	1.501	1.486	1.500	1.522	1.506	1.491	1.490
	1.464	1.491	1.482	1.507	1.503	1.487	1.497	1.497	1.501	1.484	1.474	1.479
	1.919	1.936	1.936	1.769	1.778	1.777	1.975	1.965	1.971	1.978	1.958	1.948
	1.173	1.160	1.183	0.491	0.491	0.491	0.131	0.130	0.129	0.039	0.039	0.038

