Plate         	Well	Group	Type   	Sample     	Wavelength	Abs  	Meas. Time [s]
T3_screen_ctrl	 O19	Assay	Unknown	Un_0303 1/1	620       	0.238	9.290         
T3_screen_ctrl	 P19	Assay	Unknown	Un_0304 1/1	620       	0.036	9.670         
T3_screen_ctrl	 A20	Assay	Unknown	Un_0305 1/1	620       	0.037	0.200         
T3_screen_ctrl	 B20	Assay	Unknown	Un_0306 1/1	620       	0.041	0.560         
T3_screen_ctrl	 C20	Assay	Unknown	Un_0307 1/1	620       	0.040	1.500         
T3_screen_ctrl	 D20	Assay	Unknown	Un_0308 1/1	620       	0.041	1.860         
T3_screen_ctrl	 E20	Assay	Unknown	Un_0309 1/1	620       	0.041	2.800         
T3_screen_ctrl	 F20	Assay	Unknown	Un_0310 1/1	620       	0.041	3.160         
T3_screen_ctrl	 G20	Assay	Unknown	Un_0311 1/1	620       	0.039	4.100         
T3_screen_ctrl	 H20	Assay	Unknown	Un_0312 1/1	620       	0.040	4.460         
T3_screen_ctrl	 I20	Assay	Unknown	Un_0313 1/1	620       	0.040	5.400         
T3_screen_ctrl	 J20	Assay	Unknown	Un_0314 1/1	620       	0.040	5.760         
T3_screen_ctrl	 K20	Assay	Unknown	Un_0315 1/1	620       	0.041	6.700         
T3_screen_ctrl	 L20	Assay	Unknown	Un_0316 1/1	620       	0.040	7.060         
T3_screen_ctrl	 M20	Assay	Unknown	Un_0317 1/1	620       	0.041	8.000         
T3_screen_ctrl	 N20	Assay	Unknown	Un_0318 1/1	620       	0.041	8.360         
T3_screen_ctrl	 O20	Assay	Unknown	Un_0319 1/1	620       	0.041	9.300         
T3_screen_ctrl	 P20	Assay	Unknown	Un_0320 1/1	620       	0.037	9.660         
T3_screen_ctrl	 A21	Assay	Unknown	Un_0321 1/1	620       	0.037	0.210         
T3_screen_ctrl	 B21	Assay	Unknown	Un_0322 1/1	620       	0.041	0.550         
T3_screen_ctrl	 C21	Assay	Unknown	Un_0323 1/1	620       	0.040	1.510         
T3_screen_ctrl	 D21	Assay	Unknown	Un_0324 1/1	620       	0.040	1.850         
T3_screen_ctrl	 E21	Assay	Unknown	Un_0325 1/1	620       	0.041	2.810         
T3_screen_ctrl	 F21	Assay	Unknown	Un_0326 1/1	620       	0.041	3.150         
T3_screen_ctrl	 G21	Assay	Unknown	Un_0327 1/1	620       	0.040	4.110         
T3_screen_ctrl	 H21	Assay	Unknown	Un_0328 1/1	620       	0.040	4.450         
T3_screen_ctrl	 I21	Assay	Unknown	Un_0329 1/1	620       	0.040	5.410         
T3_screen_ctrl	 J21	Assay	Unknown	Un_0330 1/1	620       	0.040	5.750         
T3_screen_ctrl	 K21	Assay	Unknown	Un_0331 1/1	620       	0.040	6.710         
T3_screen_ctrl	 L21	Assay	Unknown	Un_0332 1/1	620       	0.040	7.050         
T3_screen_ctrl	 M21	Assay	Unknown	Un_0333 1/1	620       	0.041	8.010         
T3_screen_ctrl	 N21	Assay	Unknown	Un_0334 1/1	620       	0.041	8.350         
T3_screen_ctrl	 O21	Assay	Unknown	Un_0335 1/1	620       	0.043	9.310         
T3_screen_ctrl	 P21	Assay	Unknown	Un_0336 1/1	620       	0.036	9.650         
T3_screen_ctrl	 A22	Assay	Unknown	Un_0337 1/1	620       	0.037	0.220         
T3_screen_ctrl	 B22	Assay	Unknown	Un_0338 1/1	620       	0.041	0.540         
T3_screen_ctrl	 C22	Assay	Unknown	Un_0339 1/1	620       	0.041	1.520         
T3_screen_ctrl	 D22	Assay	Unknown	Un_0340 1/1	620       	0.041	1.840         
T3_screen_ctrl	 E22	Assay	Unknown	Un_0341 1/1	620       	0.042	2.820         
T3_screen_ctrl	 F22	Assay	Unknown	Un_0342 1/1	620       	0.041	3.140         
T3_screen_ctrl	 G22	Assay	Unknown	Un_0343 1/1	620       	0.041	4.120         
T3_screen_ctrl	 H22	Assay	Unknown	Un_0344 1/1	620       	0.041	4.440         
T3_screen_ctrl	 I22	Assay	Unknown	Un_0345 1/1	620       	0.050	5.420         
T3_screen_ctrl	 J22	Assay	Unknown	Un_0346 1/1	620       	0.041	5.740         
T3_screen_ctrl	 K22	Assay	Unknown	Un_0347 1/1	620       	0.041	6.720         
T3_screen_ctrl	 L22	Assay	Unknown	Un_0348 1/1	620       	0.041	7.040         
T3_screen_ctrl	 M22	Assay	Unknown	Un_0349 1/1	620       	0.041	8.020         
T3_screen_ctrl	 N22	Assay	Unknown	Un_0350 1/1	620       	0.041	8.340         
T3_screen_ctrl	 O22	Assay	Unknown	Un_0351 1/1	620       	0.041	9.320         
T3_screen_ctrl	 P22	Assay	Unknown	Un_0352 1/1	620       	0.037	9.640         
T3_screen_ctrl	 A23	Assay	Unknown	Un_0353 1/1	620       	0.042	0.230         
T3_screen_ctrl	 B23	Assay	Unknown	Un_0354 1/1	620       	0.041	0.530         
T3_screen_ctrl	 C23	Assay	Unknown	Un_0355 1/1	620       	0.041	1.530         
T3_screen_ctrl	 D23	Assay	Unknown	Un_0356 1/1	620       	0.042	1.830         
T3_screen_ctrl	 E23	Assay	Unknown	Un_0357 1/1	620       	0.042	2.830         
T3_screen_ctrl	 F23	Assay	Unknown	Un_0358 1/1	620       	0.041	3.130         
T3_screen_ctrl	 G23	Assay	Unknown	Un_0359 1/1	620       	0.041	4.130         
T3_screen_ctrl	 H23	Assay	Unknown	Un_0360 1/1	620       	0.041	4.430         
T3_screen_ctrl	 I23	Assay	Unknown	Un_0361 1/1	620       	0.041	5.430         
T3_screen_ctrl	 J23	Assay	Unknown	Un_0362 1/1	620       	0.041	5.730         
T3_screen_ctrl	 K23	Assay	Unknown	Un_0363 1/1	620       	0.041	6.730         
T3_screen_ctrl	 L23	Assay	Unknown	Un_0364 1/1	620       	0.041	7.030         
T3_screen_ctrl	 M23	Assay	Unknown	Un_0365 1/1	620       	0.042	8.030         
T3_screen_ctrl	 N23	Assay	Unknown	Un_0366 1/1	620       	0.041	8.330         
T3_screen_ctrl	 O23	Assay	Unknown	Un_0367 1/1	620       	0.041	9.330         
T3_screen_ctrl	 P23	Assay	Unknown	Un_0368 1/1	620       	0.036	9.630         
T3_screen_ctrl	 A24	Assay	Unknown	Un_0369 1/1	620       	0.036	0.240         
T3_screen_ctrl	 B24	Assay	Unknown	Un_0370 1/1	620       	0.036	0.520         
T3_screen_ctrl	 C24	Assay	Unknown	Un_0371 1/1	620       	0.036	1.540         
T3_screen_ctrl	 D24	Assay	Unknown	Un_0372 1/1	620       	0.036	1.820         
T3_screen_ctrl	 E24	Assay	Unknown	Un_0373 1/1	620       	0.036	2.840         
T3_screen_ctrl	 F24	Assay	Unknown	Un_0374 1/1	620       	0.036	3.120         
T3_screen_ctrl	 G24	Assay	Unknown	Un_0375 1/1	620       	0.208	4.140         
T3_screen_ctrl	 H24	Assay	Unknown	Un_0376 1/1	620       	0.036	4.420         
T3_screen_ctrl	 I24	Assay	Unknown	Un_0377 1/1	620       	0.036	5.440         
T3_screen_ctrl	 J24	Assay	Unknown	Un_0378 1/1	620       	0.036	5.720         
T3_screen_ctrl	 K24	Assay	Unknown	Un_0379 1/1	620       	0.036	6.740         
T3_screen_ctrl	 L24	Assay	Unknown	Un_0380 1/1	620       	0.036	7.020         
T3_screen_ctrl	 M24	Assay	Unknown	Un_0381 1/1	620       	0.036	8.040         
T3_screen_ctrl	 N24	Assay	Unknown	Un_0382 1/1	620       	0.037	8.320         
T3_screen_ctrl	 O24	Assay	Unknown	Un_0383 1/1	620       	0.036	9.340         
T3_screen_ctrl	 P24	Assay	Unknown	Un_0384 1/1	620       	0.036	9.620         
