Plate           	Well	Group	Type   	Sample     	Wavelength	Abs  	Meas. Time [s]
T5.2_screen_expt	 N19	Assay	Unknown	Un_0302 1/1	620       	0.123	8.370         
T5.2_screen_expt	 O19	Assay	Unknown	Un_0303 1/1	620       	0.129	9.280         
T5.2_screen_expt	 P19	Assay	Unknown	Un_0304 1/1	620       	0.093	9.670         
T5.2_screen_expt	 A20	Assay	Unknown	Un_0305 1/1	620       	0.038	0.200         
T5.2_screen_expt	 B20	Assay	Unknown	Un_0306 1/1	620       	0.135	0.560         
T5.2_screen_expt	 C20	Assay	Unknown	Un_0307 1/1	620       	0.137	1.490         
T5.2_screen_expt	 D20	Assay	Unknown	Un_0308 1/1	620       	0.130	1.850         
T5.2_screen_expt	 E20	Assay	Unknown	Un_0309 1/1	620       	0.130	2.790         
T5.2_screen_expt	 F20	Assay	Unknown	Un_0310 1/1	620       	0.131	3.150         
T5.2_screen_expt	 G20	Assay	Unknown	Un_0311 1/1	620       	0.131	4.090         
T5.2_screen_expt	 H20	Assay	Unknown	Un_0312 1/1	620       	0.136	4.450         
T5.2_screen_expt	 I20	Assay	Unknown	Un_0313 1/1	620       	0.133	5.390         
T5.2_screen_expt	 J20	Assay	Unknown	Un_0314 1/1	620       	0.125	5.750         
T5.2_screen_expt	 K20	Assay	Unknown	Un_0315 1/1	620       	0.040	6.690         
T5.2_screen_expt	 L20	Assay	Unknown	Un_0316 1/1	620       	0.113	7.050         
T5.2_screen_expt	 M20	Assay	Unknown	Un_0317 1/1	620       	0.041	7.990         
T5.2_screen_expt	 N20	Assay	Unknown	Un_0318 1/1	620       	0.346	8.360         
T5.2_screen_expt	 O20	Assay	Unknown	Un_0319 1/1	620       	0.363	9.290         
T5.2_screen_expt	 P20	Assay	Unknown	Un_0320 1/1	620       	0.037	9.660         
T5.2_screen_expt	 A21	Assay	Unknown	Un_0321 1/1	620       	0.038	0.210         
T5.2_screen_expt	 B21	Assay	Unknown	Un_0322 1/1	620       	0.134	0.550         
T5.2_screen_expt	 C21	Assay	Unknown	Un_0323 1/1	620       	0.138	1.500         
T5.2_screen_expt	 D21	Assay	Unknown	Un_0324 1/1	620       	0.041	1.840         
T5.2_screen_expt	 E21	Assay	Unknown	Un_0325 1/1	620       	0.132	2.800         
T5.2_screen_expt	 F21	Assay	Unknown	Un_0326 1/1	620       	0.133	3.140         
T5.2_screen_expt	 G21	Assay	Unknown	Un_0327 1/1	620       	0.139	4.100         
T5.2_screen_expt	 H21	Assay	Unknown	Un_0328 1/1	620       	0.135	4.440         
T5.2_screen_expt	 I21	Assay	Unknown	Un_0329 1/1	620       	0.134	5.400         
T5.2_screen_expt	 J21	Assay	Unknown	Un_0330 1/1	620       	0.135	5.740         
T5.2_screen_expt	 K21	Assay	Unknown	Un_0331 1/1	620       	0.130	6.700         
T5.2_screen_expt	 L21	Assay	Unknown	Un_0332 1/1	620       	0.125	7.040         
T5.2_screen_expt	 M21	Assay	Unknown	Un_0333 1/1	620       	0.127	8.000         
T5.2_screen_expt	 N21	Assay	Unknown	Un_0334 1/1	620       	0.123	8.350         
T5.2_screen_expt	 O21	Assay	Unknown	Un_0335 1/1	620       	0.133	9.300         
T5.2_screen_expt	 P21	Assay	Unknown	Un_0336 1/1	620       	0.038	9.650         
T5.2_screen_expt	 A22	Assay	Unknown	Un_0337 1/1	620       	0.038	0.220         
T5.2_screen_expt	 B22	Assay	Unknown	Un_0338 1/1	620       	0.141	0.540         
T5.2_screen_expt	 C22	Assay	Unknown	Un_0339 1/1	620       	0.113	1.510         
T5.2_screen_expt	 D22	Assay	Unknown	Un_0340 1/1	620       	0.127	1.830         
T5.2_screen_expt	 E22	Assay	Unknown	Un_0341 1/1	620       	0.151	2.810         
T5.2_screen_expt	 F22	Assay	Unknown	Un_0342 1/1	620       	0.141	3.130         
T5.2_screen_expt	 G22	Assay	Unknown	Un_0343 1/1	620       	0.083	4.110         
T5.2_screen_expt	 H22	Assay	Unknown	Un_0344 1/1	620       	0.122	4.430         
T5.2_screen_expt	 I22	Assay	Unknown	Un_0345 1/1	620       	0.087	5.410         
T5.2_screen_expt	 J22	Assay	Unknown	Un_0346 1/1	620       	0.127	5.730         
T5.2_screen_expt	 K22	Assay	Unknown	Un_0347 1/1	620       	0.120	6.710         
T5.2_screen_expt	 L22	Assay	Unknown	Un_0348 1/1	620       	0.125	7.030         
T5.2_screen_expt	 M22	Assay	Unknown	Un_0349 1/1	620       	0.134	8.010         
T5.2_screen_expt	 N22	Assay	Unknown	Un_0350 1/1	620       	0.134	8.340         
T5.2_screen_expt	 O22	Assay	Unknown	Un_0351 1/1	620       	0.041	9.310         
T5.2_screen_expt	 P22	Assay	Unknown	Un_0352 1/1	620       	0.038	9.640         
T5.2_screen_expt	 A23	Assay	Unknown	Un_0353 1/1	620       	0.038	0.230         
T5.2_screen_expt	 B23	Assay	Unknown	Un_0354 1/1	620       	0.152	0.530         
T5.2_screen_expt	 C23	Assay	Unknown	Un_0355 1/1	620       	0.138	1.520         
T5.2_screen_expt	 D23	Assay	Unknown	Un_0356 1/1	620       	0.137	1.820         
T5.2_screen_expt	 E23	Assay	Unknown	Un_0357 1/1	620       	0.150	2.820         
T5.2_screen_expt	 F23	Assay	Unknown	Un_0358 1/1	620       	0.143	3.120         
T5.2_screen_expt	 G23	Assay	Unknown	Un_0359 1/1	620       	0.151	4.120         
T5.2_screen_expt	 H23	Assay	Unknown	Un_0360 1/1	620       	0.140	4.420         
T5.2_screen_expt	 I23	Assay	Unknown	Un_0361 1/1	620       	0.139	5.420         
T5.2_screen_expt	 J23	Assay	Unknown	Un_0362 1/1	620       	0.140	5.720         
T5.2_screen_expt	 K23	Assay	Unknown	Un_0363 1/1	620       	0.140	6.720         
T5.2_screen_expt	 L23	Assay	Unknown	Un_0364 1/1	620       	0.136	7.020         
T5.2_screen_expt	 M23	Assay	Unknown	Un_0365 1/1	620       	0.139	8.020         
T5.2_screen_expt	 N23	Assay	Unknown	Un_0366 1/1	620       	0.136	8.330         
T5.2_screen_expt	 O23	Assay	Unknown	Un_0367 1/1	620       	0.142	9.320         
T5.2_screen_expt	 P23	Assay	Unknown	Un_0368 1/1	620       	0.038	9.630         
T5.2_screen_expt	 A24	Assay	Unknown	Un_0369 1/1	620       	0.037	0.240         
T5.2_screen_expt	 B24	Assay	Unknown	Un_0370 1/1	620       	0.037	0.520         
T5.2_screen_expt	 C24	Assay	Unknown	Un_0371 1/1	620       	0.037	1.530         
T5.2_screen_expt	 D24	Assay	Unknown	Un_0372 1/1	620       	0.037	1.810         
T5.2_screen_expt	 E24	Assay	Unknown	Un_0373 1/1	620       	0.037	2.830         
T5.2_screen_expt	 F24	Assay	Unknown	Un_0374 1/1	620       	0.037	3.110         
T5.2_screen_expt	 G24	Assay	Unknown	Un_0375 1/1	620       	0.037	4.130         
T5.2_screen_expt	 H24	Assay	Unknown	Un_0376 1/1	620       	0.037	4.410         
T5.2_screen_expt	 I24	Assay	Unknown	Un_0377 1/1	620       	0.066	5.430         
T5.2_screen_expt	 J24	Assay	Unknown	Un_0378 1/1	620       	0.037	5.710         
T5.2_screen_expt	 K24	Assay	Unknown	Un_0379 1/1	620       	0.037	6.730         
T5.2_screen_expt	 L24	Assay	Unknown	Un_0380 1/1	620       	0.039	7.010         
T5.2_screen_expt	 M24	Assay	Unknown	Un_0381 1/1	620       	0.038	8.030         
T5.2_screen_expt	 N24	Assay	Unknown	Un_0382 1/1	620       	0.037	8.320         
T5.2_screen_expt	 O24	Assay	Unknown	Un_0383 1/1	620       	0.037	9.330         
T5.2_screen_expt	 P24	Assay	Unknown	Un_0384 1/1	620       	0.037	9.620         
