Transfer,estimate_Intercept,estimate_Slope,p.value_Intercept,p.value_Slope
1,-0.0486289635846466,0.830975486017839,0.00213179885225575,4.51054528460013e-13
1,-0.0467945972255711,0.813148696357782,0.00249920786894158,4.91343543194354e-13
1,-0.0629612900209661,0.946756575197193,5.62426372414858e-05,4.28922933097794e-16
1,-0.0529251945324817,0.900459641721975,0.00083617814621251,3.43054083166951e-14
1,-0.0528875416983919,0.864069468734744,0.0016255280278404,4.61279147396622e-13
1,-0.0544774553333239,0.902852516589614,0.000590153682319865,4.76295256984091e-14
1,-0.0525663817145134,0.872432170861113,0.000795133999334238,3.33275045412669e-14
1,-0.0464574252093754,0.804652363539681,0.00423685534383497,6.09286207582918e-12
1,-0.0433647451559164,0.748121259739548,0.0116538841947818,1.14194845865608e-10
1,-0.0484693080204709,0.819564427453303,0.00408952611378774,5.36930729708127e-12
1,-0.0536400141178313,0.867426767218861,0.00156082247041783,5.38862689466572e-13
1,-0.0452638556563956,0.773980599577074,0.00769462139228742,2.4885147498419e-11
1,-0.0519067841388754,0.849428201475765,0.00127846894413434,3.12031301838414e-13
1,-0.0436096744221594,0.770278759292871,0.0055909378850526,2.6680209695328e-12
1,-0.0484031755415689,0.857969089128263,0.00278659478410865,4.60334714949724e-13
1,-0.052746586907797,0.863956089057018,0.000613260338136905,2.28983847105112e-14
1,-0.0509981747576759,0.82802138916782,0.00105085908180232,9.63102945812487e-14
1,-0.0574699831741571,0.926396891540849,0.000209284865012128,1.43153379912429e-15
1,-0.0639017300214665,0.977640365814614,6.95773187160976e-05,4.45595014219675e-16
1,-0.0522049480160975,0.923104916045979,0.000353778011449246,4.29748340460771e-16
1,-0.0533572205676108,0.823352060370425,0.00243887634153752,5.67214049480384e-12
1,-0.0497257347928119,0.870789738998121,0.0011571823538002,4.26896754335841e-14
1,-0.0565687576701442,0.908678711346788,0.000293637826650397,8.32547850412321e-15
1,-0.0545948262505335,0.878503176724718,0.000884544467864299,1.40654227043657e-13
1,-0.0513227753513987,0.86976324898542,0.000794802030911461,1.9662655613156e-14
1,-0.0506033306616526,0.850522950256105,0.0012151180956806,1.76969033656771e-13
1,-0.0569792230220255,0.882286146951507,0.00083907117297365,3.34176718391183e-13
1,-0.0503654160296166,0.863746284857501,0.00106995329971665,8.41984376579803e-14
1,-0.0536474905841818,0.888146811205539,0.000394148930949778,7.72902792479243e-15
1,-0.0539979771063547,0.914315460997516,0.000429644040274307,2.76737253771122e-15
1,-0.0550708128990872,0.85847519382876,0.00109849464989772,3.56521986465957e-13
1,-0.0433386214493936,0.800672459649638,0.00512684502841319,1.77768470415898e-12
1,-0.0546260357208654,0.934282025018624,0.000413264762380813,4.10697304827858e-15
1,-0.0435535976174664,0.780654405767011,0.00881706396743797,1.86707370006198e-11
1,-0.0508046714896309,0.828148996397606,0.00147702234809005,7.22440348769797e-13
1,-0.0607248694360497,0.922993835301065,0.000118703037210684,1.44297417041441e-15
1,-0.0566995259428525,0.914291539010416,0.000375821582294778,1.65031069576885e-14
1,-0.0525815135406834,0.829168582677295,0.00136864228272071,1.62958390301709e-12
1,-0.0549131028399605,0.907694344063405,0.000581522429129607,1.20560271515299e-14
1,-0.0597745868311768,0.942189376390276,0.000189335107678941,2.27526273410399e-15
1,-0.0583599235889371,0.918603797733499,0.00012753857428018,1.01869735794342e-15
1,-0.0475529605949539,0.826631002448977,0.00207405795406729,3.15132638261348e-13
1,-0.0465400795058014,0.80864606795048,0.0047709280093914,5.83674757791091e-12
1,-0.0501304764263153,0.845355578183176,0.00196288296208817,4.81083287584447e-13
1,-0.0457085382824468,0.808009342490378,0.00464561469391275,1.46222804024846e-12
1,-0.0550952917581664,0.884668271724598,0.000851014509385203,1.20411724910928e-13
1,-0.0500822440872158,0.870424088017949,0.00161576819137194,1.45278718451417e-13
1,-0.0584144391992576,0.900823855172785,0.000267065013910324,1.68977763425733e-14
1,-0.0532448253985319,0.897153256946481,0.000471617700862468,7.11960470761235e-15
1,-0.0544243819951946,0.883635576237406,0.000599397189740559,3.21806749294657e-14
1,-0.0529427575777426,0.888019206684618,0.00104047124405643,1.17381146865639e-13
1,-0.0489813986576948,0.808043548884049,0.00308859357420499,3.74771616572493e-12
1,-0.053201721459651,0.861732451889827,0.000817910664580974,7.2646066036678e-14
1,-0.0496919429540079,0.842354381183904,0.00192405382871788,3.08678812179293e-13
1,-0.0509620433824772,0.839738496158563,0.00100971010587307,1.12418113740757e-13
1,-0.0533950787149944,0.840335715560272,0.00104387497574787,2.3096199597564e-13
1,-0.0454739435551304,0.746519169232849,0.0100603571683176,1.44583563732893e-10
1,-0.0484104461187844,0.845777102973464,0.00201661847629128,2.05963176656082e-13
1,-0.0554043110802522,0.904365878415673,0.000531614093232103,1.80528644077173e-14
1,-0.0517262649277293,0.869791410171186,0.00092492332834877,5.56516638661639e-14
1,-0.0477372515623713,0.825410849176651,0.00254752959757599,1.08298822892663e-12
1,-0.0554958476147993,0.874266881377416,0.00123822403908464,4.12498513643138e-13
1,-0.0521833343491283,0.851961682163801,0.00113951856862101,1.2009407271223e-13
1,-0.0408030889086016,0.761962495073906,0.0101338565062523,1.37505616391559e-11
1,-0.0554074555986116,0.891834957632198,0.000753736476894574,5.47273617825256e-14
1,-0.0618940806509915,0.934391175478349,0.000205903599604388,1.36906813975355e-14
1,-0.0529966314672168,0.908809875377715,0.000503792027264123,5.60351985941855e-15
1,-0.04846675243718,0.819157958992023,0.00284615024459294,1.33714099591358e-12
1,-0.0450172550997497,0.786410783453688,0.00510764314516952,6.64272118517769e-12
1,-0.0537770184859617,0.912634125540909,0.000368888938193379,3.62582454311896e-15
1,-0.0503096978212611,0.830106374674811,0.00199782347976616,7.54710981849135e-13
1,-0.050272315011769,0.870000618818808,0.000922517245663909,6.8130623144443e-14
1,-0.0575456495637898,0.927845473533433,0.000271839098784312,3.95387152847199e-15
1,-0.0605292376205612,0.966049520051256,8.73187123638694e-05,7.77850700249805e-16
1,-0.0434963294889015,0.773965608529398,0.00808791847587607,1.78710478843688e-11
1,-0.0624993809706803,0.954077273587911,9.16152741617551e-05,2.34426387974559e-15
1,-0.0597219799924367,0.944863110342013,8.73484990793595e-05,1.0647478422371e-15
1,-0.0497041535381148,0.843494126519386,0.00230616981631362,6.7428798019986e-13
1,-0.0507368334267443,0.863498629428891,0.00177469723978445,3.4050299267273e-13
1,-0.0544172768772426,0.89075611140419,0.000340504116647813,3.08038112598696e-15
1,-0.0569239710094034,0.888378977630465,0.000266598559760071,5.98982305384738e-15
1,-0.0546421544114827,0.894416163485769,0.000347491962637812,7.62666874456626e-15
1,-0.0518553286021999,0.908205328346422,0.000850482035384761,1.53807340574907e-14
1,-0.0637825696399622,0.997925294873841,5.16456417746148e-05,3.02256599308761e-16
1,-0.0510794649036109,0.851247078308083,0.00193595052831679,1.08167546360661e-12
1,-0.0582268611607042,0.902755155980248,0.000524508017012216,8.40878590608693e-14
1,-0.0464514370365366,0.791165115733807,0.00386633517916426,2.33353719277066e-12
1,-0.0515760396658727,0.875742129930561,0.000916489513137167,5.83096184388105e-14
1,-0.0536116072784002,0.886675515787314,0.00158655122322042,3.95716541764025e-13
1,-0.0551040644134217,0.908288474512688,0.000892754934195631,7.99507833728402e-14
1,-0.0566558312151186,0.899995531798114,0.000229013082845509,6.14616139446199e-15
1,-0.0581159067009869,0.878232538343145,0.000456463426389545,9.06308673669432e-14
1,-0.0642102345853405,0.997831020047214,5.14386007005628e-05,1.49433931809809e-16
1,-0.0641687568624431,0.975081647021783,1.83553689547246e-05,4.55977172660692e-17
1,-0.0523067189718386,0.84215383421087,0.00136580147216726,5.06421278916444e-13
1,-0.0521155262307864,0.887528620404742,0.000692015278099779,7.3228485710781e-15
1,-0.0507389389468227,0.853877259744787,0.00102051922356578,3.18025052449043e-14
1,-0.0562730905297241,0.87196563966838,0.00040908858091379,3.51982168864413e-14
1,-0.0461744344096109,0.785727523305933,0.00363930117119747,1.97526989240835e-12
1,-0.052916085235338,0.853898923696319,0.00115768014051975,3.94589918114308e-13
1,-0.0519648382607762,0.832511193606493,0.00192993923358472,2.66742632065598e-12
1,-0.0522486775663414,0.889089798131293,0.00115825844090129,4.86836827674053e-14
1,-0.0644645556342075,1.01742974185814,1.75011755355432e-05,1.27741799664455e-17
1,-0.0502547414563129,0.871239668748684,0.00126901680327756,1.39871918378882e-13
1,-0.0476548451162159,0.83828661228694,0.00245332073597675,3.18645457054807e-13
1,-0.0517123592754964,0.859149524121382,0.00160800123202843,2.40778512794929e-13
1,-0.048115643347934,0.842651256904194,0.0031587026964528,1.16897645878658e-12
1,-0.0477239181338071,0.819064361657629,0.0025959621738312,7.97644135104226e-13
1,-0.0529474578470078,0.904829065980283,0.000609817728516464,1.6736837588603e-14
1,-0.0556274744857075,0.912863461548976,0.00016502498075055,4.52509642557855e-16
1,-0.0519549057084669,0.886572022367819,0.000661733680534462,2.09929981098041e-14
1,-0.0494744726069126,0.85729771174995,0.00117739765365672,3.66400696648715e-14
1,-0.051723108296817,0.832196891797439,0.00151785377288848,4.5530673241432e-13
1,-0.0420397028493246,0.750490946895506,0.00769051956877357,1.1807884936663e-11
1,-0.0537937593746678,0.901586896523282,0.000659909334849123,3.58184370662481e-14
1,-0.0473267626836238,0.826435465142293,0.00236180119958451,2.88270068067511e-13
1,-0.0428413007653913,0.77222634632899,0.0107716605222211,3.87331335618724e-11
1,-0.0561389700400207,0.900814526478618,0.000378905877224395,2.37918092039213e-14
1,-0.0467849528883105,0.822898029627306,0.00312353079224539,4.90407669699835e-13
1,-0.0444278701949112,0.760212765991979,0.0062311899652694,8.89113831132816e-12
1,-0.0562656957712955,0.917772750161362,0.00043031065439142,1.38545802960404e-14
1,-0.0514296526160642,0.871256272183371,0.000691831278884061,2.57300129528126e-14
1,-0.0508122036578298,0.845517627643983,0.00297067784099098,3.24750860354219e-12
1,-0.0420849409987081,0.76703936715353,0.00747505458182573,8.73080484858694e-12
1,-0.0454776238068805,0.786698940067678,0.0039335627271359,1.69366295169957e-12
1,-0.0506715592177247,0.867770287155656,0.00194425580043469,2.11022707604112e-13
1,-0.0437039807863647,0.81042093068181,0.00474485352729706,9.69633342570481e-13
1,-0.0577227079976685,0.899852745725713,0.000655139478640569,1.00234826021648e-13
1,-0.056359667714291,0.915343681413433,0.000240662242658877,5.75399150815996e-15
1,-0.0432772703664521,0.755039485902588,0.00693260685948079,1.86650251625332e-11
1,-0.0557802536059099,0.898451332523421,0.000677222587839149,4.79858461601932e-14
1,-0.0434858732178467,0.802793850203054,0.00450246945729871,1.28472362934344e-12
1,-0.0524967448663802,0.861607459389998,0.00119951165473189,3.17481247065049e-13
1,-0.0567409446110043,0.897364737123624,0.000384046915325038,1.87657724258669e-14
1,-0.045943313956126,0.801636872966685,0.00374708500845723,1.69737049577026e-12
1,-0.0469348492532679,0.836310902880371,0.00401673733645482,1.96940078398668e-12
1,-0.0492566821923368,0.835121800913429,0.00157710228696539,4.19377209254348e-13
1,-0.0533238026555167,0.860731978672412,0.00118517508352086,2.49732841290617e-13
1,-0.0417561616974227,0.732394667384163,0.0136070083225852,1.88818957597688e-10
1,-0.0476632037024022,0.806352099317095,0.00293538691617128,3.45253118856041e-12
1,-0.045009735834919,0.819502521044658,0.00374302102187537,4.0854884487827e-13
1,-0.0487069821709136,0.795499794216883,0.00321438895384582,5.71591244222279e-12
1,-0.0550457915337093,0.927545081071151,0.000163510925565558,3.72874795320374e-16
1,-0.0483905882919943,0.790778684725218,0.00378208455850225,3.89950755524957e-12
1,-0.0492863420285391,0.801052639464858,0.00262048824167297,2.39293929439854e-12
1,-0.0548170931946518,0.881126944499686,0.000917237687632926,1.86973832158427e-13
1,-0.0587873099106461,0.954023485114219,5.56183296597754e-05,6.22559136102271e-17
1,-0.0543326311453047,0.878796354502331,0.000729394719508036,4.42976515729532e-14
1,-0.0516910651037905,0.895063374759309,0.000596430051827065,2.87876436002022e-15
1,-0.0529779638453628,0.845895901068418,0.0011053686934769,1.77125838888359e-13
1,-0.0543587470621298,0.874719269958465,0.000695496658425145,1.18680149539403e-13
1,-0.0499515724704787,0.865422264442981,0.00139709247823549,1.02271808213638e-13
1,-0.0531969688341638,0.853441585819638,0.00108510808171703,1.27112441878288e-13
1,-0.0504835529878225,0.869156266375293,0.000796393449829118,2.2830143157604e-14
1,-0.0443041727539801,0.800326903593704,0.00425789981055401,2.43859427096049e-12
1,-0.0520384127534626,0.878138329842826,0.00069558516354371,1.32903076194223e-14
1,-0.0531327844197619,0.875511986224166,0.00162039990932995,3.01724683470343e-13
1,-0.0539850994808867,0.835015016878965,0.00119286942275868,8.70489959931475e-13
1,-0.0578676685243417,0.8817515017591,0.000718665316087023,2.7962810672928e-13
1,-0.0495835722183312,0.842325804500942,0.00305357742517406,1.27079640227506e-12
1,-0.0469574969952475,0.806111157101238,0.00372584368380714,1.81058261714502e-12
1,-0.0406873736476914,0.764459204782046,0.01322610643388,3.89623306223329e-11
1,-0.0465033958622234,0.835817401826236,0.00291963369554725,4.5736544642447e-13
1,-0.0576841413150832,0.889022161399736,0.000619455404960085,1.83334170021936e-13
1,-0.0504496101631272,0.851603163622272,0.00136729936640578,1.2203730727876e-13
1,-0.0441354470066963,0.812031632244323,0.00623346711178369,3.70315677080537e-12
1,-0.0541953964271778,0.89199304117768,0.00036640210818794,7.95353911057815e-15
1,-0.0542623859266216,0.867102724486544,0.00110223288529024,1.77159759539711e-13
1,-0.0522978305002443,0.846245897245963,0.0015625258225923,3.60678339577418e-13
1,-0.0417452477907165,0.736365391071791,0.0147193663566858,1.48014720159291e-10
1,-0.0527430959066943,0.881578307592145,0.000553450310282904,5.24877362253032e-14
1,-0.0519520040180325,0.852037377295048,0.00202901511873113,8.68893684418693e-13
1,-0.0408154822705571,0.766349980516489,0.0117727248165202,2.79789645698612e-11
1,-0.0614477887176437,0.957202829001521,6.46414545891021e-05,1.19916966126059e-15
1,-0.0556191084237928,0.909027696584171,0.000543236175532359,2.59329649589652e-14
1,-0.0563439275573099,0.905142419290602,0.000303765483507005,6.53924447451986e-15
1,-0.0429969155070413,0.779948636228904,0.00835729280598162,1.0305784220065e-11
1,-0.0493893614214064,0.852367609457877,0.00249684208857492,4.96942692270443e-13
1,-0.0461613041397052,0.791132971354089,0.00298823158670488,1.1852665524646e-12
1,-0.0518856429471444,0.850056998577871,0.00157939016689771,2.35801306249677e-13
1,-0.0595140697703264,0.922739695875206,0.000339684737159262,1.43479748468115e-14
1,-0.0564929545835028,0.888133138515821,0.000541077855447443,5.68317139563904e-14
1,-0.0475847436242622,0.840450343008994,0.00232203991272247,6.27570618092986e-13
1,-0.0426229308502297,0.745112371305773,0.0089193511261122,2.96262700486457e-11
1,-0.0538435929575172,0.864439440448672,0.00114829851937103,3.2670285027606e-13
1,-0.0516986172813436,0.893247981978096,0.00128152043214995,5.38657431420957e-14
1,-0.0431882412443666,0.778555532262541,0.00816366450728907,1.20919266408038e-11
1,-0.0492959510545077,0.832766936650209,0.00343559242608363,2.61097170246467e-12
1,-0.054581828504281,0.854066842057326,0.000814091101388168,2.06332078142437e-13
1,-0.0494558946425328,0.837787532179934,0.00163549051201745,1.6657297782548e-13
1,-0.0458854055946286,0.79693710183253,0.00375600498851734,1.42179467278862e-12
1,-0.0493681092826538,0.860682020504028,0.00132761505213969,5.98963451374705e-14
1,-0.0525194425722586,0.919189089253184,0.000718955537261454,1.22669298549022e-14
1,-0.0487873768520017,0.846001642352166,0.00200719025846428,6.15485140124068e-13
1,-0.0566810529478271,0.914284826103767,0.000356777563556266,9.52620004189686e-15
1,-0.0497746701023942,0.873236091351769,0.00178221204505685,1.25161995586324e-13
1,-0.0531142508035898,0.899475710963953,0.000315292231097821,9.06882310401289e-16
1,-0.0489430467688202,0.837138342468539,0.00187918580835039,2.2482893343222e-13
1,-0.0577468790772681,0.890006297184992,0.000628224412295648,2.47036285034374e-13
1,-0.0491537765815133,0.856676591593023,0.00188500959935129,2.24313176102074e-13
1,-0.0503343000709198,0.821220994780585,0.00210361055637445,2.47225301806152e-12
1,-0.0417709433700732,0.738552736663353,0.0115920987006565,4.3761439843169e-11
1,-0.0538645959000858,0.865491656423759,0.00149877127477404,3.98355950016134e-13
1,-0.0495238267503982,0.837841265994945,0.00158525583884592,2.7607150125135e-13
1,-0.0502825009928838,0.856796928213373,0.00119629114793907,1.00937118081262e-13
1,-0.0476588991550146,0.821916190820223,0.00226809461665968,1.87618370163702e-13
1,-0.0548767021818774,0.906122496619469,0.00038356932387388,6.66093895058653e-15
1,-0.0435054068956864,0.792051807304288,0.00497451682709401,7.43973301343886e-13
1,-0.0544519619946595,0.895034762534275,0.000622257490730086,3.58218457035157e-14
1,-0.0541914070337042,0.902461153644347,0.000348041844306802,2.92572950321084e-15
1,-0.0455762428423936,0.791217919042543,0.00427054223236148,2.06618949840836e-12
1,-0.0566165361860556,0.897374032782726,0.000697892279310164,7.11835191633553e-14
1,-0.054943346537514,0.927850299440145,0.000200650914818863,5.2870647517636e-16
1,-0.0542724914430583,0.916685895468467,0.000207355831922254,1.83498998435309e-15
1,-0.0503697435417105,0.875846936494822,0.0011181867636761,2.94302188030022e-14
1,-0.0659905758323385,1.0188308489851,2.34610263642021e-05,1.83804721237438e-17
1,-0.0611626574382374,0.960232318295799,5.54493509750255e-05,2.01109285571197e-16
1,-0.0489682686961838,0.830613345063602,0.00298986935009827,9.26955489043943e-13
1,-0.0570138742646835,0.888043039228163,0.000355022789487147,1.83360073950389e-14
1,-0.0386316282181615,0.734961994897036,0.0159331939099192,6.11154331329111e-11
1,-0.0542986912908134,0.911216975622563,0.000512849006569537,2.40390727279815e-14
1,-0.0590330732375925,0.96009753173347,5.44907516515395e-05,4.32652407533535e-17
1,-0.0514021910817945,0.816617622442503,0.00233794389672835,3.06683840510761e-12
1,-0.0478113588999222,0.814644967427204,0.00271213058875543,1.00028696138387e-12
1,-0.0551198246714605,0.912407754534431,0.000263131450975765,2.08620239810704e-15
1,-0.0491363855065136,0.851509553892406,0.00278122840423105,1.75039883066808e-12
1,-0.059847680741949,0.983242075906612,4.01835713475111e-05,1.35561553109794e-17
1,-0.0449270044108984,0.786487739715881,0.00503565734421581,2.74138690231893e-12
1,-0.0470353587208665,0.785040325188188,0.00749212981822795,4.93442625249526e-11
1,-0.0561017562427119,0.883995994485134,0.000543551555498231,7.07609935314416e-14
1,-0.0458583121687091,0.831494970677458,0.00309714916729305,2.23645969626652e-13
1,-0.0557681928328233,0.895678111069481,0.000450275050965083,2.82552392173481e-14
1,-0.0487177576018886,0.825156227233548,0.00141217555437879,8.38449805415268e-14
