Transfer,Offspring,OffspringFunction,OffspringFunctionSe,Parent,ParentFunction,ParentFunctionSe,Origin
4,D12,0.282060066232728,0.00604259749015552,C01,0.38530632472279,0.0182505356658071,B01
4,E01,0.174717368961973,0.00523304293131876,A10,0.410084866505606,0.00655578594081544,D01
4,E02,0.165581820258079,0.0063580728135549,A10,0.410084866505606,0.00655578594081544,D01
4,E03,0.158730158730159,0.00570971793993377,A10,0.410084866505606,0.00655578594081544,D01
4,E04,0.154162384378212,0.00713143542126116,A10,0.410084866505606,0.00655578594081544,D01
4,E05,0.230672604773324,0.00891886453797721,A04,0.391500960168494,0.0185011268327672,B01
4,E06,0.227246774009364,0.00823467232034712,A04,0.391500960168494,0.0185011268327672,B01
4,E07,0.250085645769099,0.0168992218647353,A04,0.391500960168494,0.0185011268327672,B01
4,E08,0.25693730729702,0.0129699859445022,A04,0.391500960168494,0.0185011268327672,B01
4,E09,0.287769784172662,0.0313982575879126,E01,0.384067397633649,0.022945250792854,B01
4,E10,0.290053671348635,0.0187987639981207,E01,0.384067397633649,0.022945250792854,B01
4,E11,0.254653420121046,0.00497761669925852,E01,0.384067397633649,0.022945250792854,B01
4,E12,0.243233984241179,0.00523304293131876,E01,0.384067397633649,0.022945250792854,B01
4,F01,0.275208404704808,0.00891886453797724,D03,0.406368085238184,0.0194712676026782,B01
4,F02,0.261505081648967,0.00114194358798677,D03,0.406368085238184,0.0194712676026782,B01
4,F03,0.228388717597351,0.00975677029270017,D03,0.406368085238184,0.0194712676026782,B01
4,F04,0.246659815005139,0.0161898445572203,D03,0.406368085238184,0.0194712676026782,B01
4,F05,0.228388717597351,0.0119222410744668,E05,0.391500960168494,0.00327789297040773,B01
4,F06,0.22153705606943,0.0112468400157544,E05,0.391500960168494,0.00327789297040773,B01
4,F07,0.261505081648967,0.0207758426386437,E05,0.391500960168494,0.00327789297040773,B01
4,F08,0.274066461116821,0.022025010302599,E05,0.391500960168494,0.00327789297040773,B01
4,F09,0.26378896882494,0.0142628708425223,G09,0.381589543455368,0.00812418822313325,B01
4,F10,0.269498686764874,0.0119222410744668,G09,0.381589543455368,0.00812418822313325,B01
4,F11,0.230672604773324,0.00456777435194702,G09,0.381589543455368,0.00812418822313325,B01
4,F12,0.272924517528834,0.0231789232958598,G09,0.381589543455368,0.00812418822313325,B01
4,G01,0.299189220052529,0.0145793597519741,C09,0.403890231059902,0.0185011268327672,B01
4,G02,0.30604088158045,0.00995523339851701,C09,0.403890231059902,0.0185011268327672,B01
4,G03,0.268356743176887,0.0134633163441265,C09,0.403890231059902,0.0185011268327672,B01
4,G04,0.285485896996688,0.016821879482307,C09,0.403890231059902,0.0185011268327672,B01
4,G05,0.239808153477218,0.00593371294131166,C10,0.390262033079353,0.00214588466526529,B01
4,G06,0.280918122644741,0.00713143542126116,C10,0.390262033079353,0.00214588466526529,B01
4,G07,0.366563891743748,0.0511585629430219,C10,0.390262033079353,0.00214588466526529,B01
4,G08,0.310608655932397,0.0159872102318146,C10,0.390262033079353,0.00214588466526529,B01
4,G09,0.30604088158045,0.0187987639981207,C12,0.380350616366227,0.00655578594081544,B01
4,G10,0.31289254310837,0.018377842799396,C12,0.380350616366227,0.00655578594081544,B01
4,G11,0.293479502112596,0.0254322912542196,C12,0.380350616366227,0.00655578594081544,B01
4,G12,0.299189220052529,0.0213332667491943,C12,0.380350616366227,0.00655578594081544,B01
4,H01,0.246659815005139,0.0154479265256009,A12,0.401412376881621,0.0119477801660075,D01
4,H02,0.123329907502569,0.00342583076396026,A12,0.401412376881621,0.0119477801660075,D01
4,H03,0.200982071485669,0.0202996332472664,A12,0.401412376881621,0.0119477801660075,D01
4,H04,0.118762133150622,0.00497761669925851,A12,0.401412376881621,0.0119477801660075,D01
4,H05,0.283202009820715,0.0134633163441265,A08,0.386545251811931,0.00743356253484484,B01
4,H06,0.226104830421377,0.0142628708425223,A08,0.386545251811931,0.00743356253484484,B01
4,H07,0.304898937992463,0.00791161725508222,A08,0.386545251811931,0.00743356253484484,B01
4,H08,0.232956491949298,0.0161898445572203,A08,0.386545251811931,0.00743356253484484,B01
5,A01,0.35393194491863,0.0210768853732242,G07,0.366563891743748,0.0511585629430219,B01
5,A02,0.376692841697963,0.0285873601617855,G07,0.366563891743748,0.0511585629430219,B01
5,A03,0.318652554910663,0.0187345824890797,G07,0.366563891743748,0.0511585629430219,B01
5,A04,0.366450438147263,0.0330621123166814,G07,0.366563891743748,0.0511585629430219,B01
5,A05,0.331171048139297,0.00903295087423897,G01,0.299189220052529,0.0145793597519741,B01
5,A06,0.335723227495163,0.0150549181237316,G01,0.299189220052529,0.0145793597519741,B01
5,A07,0.33686127233413,0.00820655804134286,G01,0.299189220052529,0.0145793597519741,B01
5,A08,0.324342779105497,0.0071070877414344,G01,0.299189220052529,0.0145793597519741,B01
5,A09,0.358484124274496,0.0137980603766725,D09,0.276350348292794,0.0231789232958598,B01
5,A10,0.372140662342096,0.0200050026530636,D09,0.276350348292794,0.0231789232958598,B01
5,A11,0.37783088653693,0.0186305969543017,D09,0.276350348292794,0.0231789232958598,B01
5,A12,0.30613406168203,0.0434250233944211,D09,0.276350348292794,0.0231789232958598,B01
5,B01,0.375554796858996,0.0317226809258367,D10,0.316318373872331,0.0200084680460606,B01
5,B02,0.355069989757596,0.0236538177885815,D10,0.316318373872331,0.0200084680460606,B01
5,B03,0.361898258791396,0.0175199776013892,D10,0.316318373872331,0.0200084680460606,B01
5,B04,0.349379765562763,0.0118815369396956,D10,0.316318373872331,0.0200084680460606,B01
5,B05,0.35051781040173,0.00796631387276658,E09,0.287769784172662,0.0313982575879126,B01
5,B06,0.331171048139297,0.00903295087423897,E09,0.287769784172662,0.0313982575879126,B01
5,B07,0.33344713781723,0.00496062244627368,E09,0.287769784172662,0.0313982575879126,B01
5,B08,0.31979059974963,0.0022760896779333,E09,0.287769784172662,0.0313982575879126,B01
5,B09,0.356208034596563,0.0201340685250417,G04,0.285485896996688,0.016821879482307,B01
5,B10,0.342551496528963,0.0165310561583407,G04,0.285485896996688,0.016821879482307,B01
5,B11,0.37100261750313,0.0488564650817473,G04,0.285485896996688,0.016821879482307,B01
5,B12,0.352793900079663,0.0506525846916306,G04,0.285485896996688,0.016821879482307,B01
5,C01,0.359622169113463,0.0118815369396956,H07,0.304898937992463,0.00791161725508222,B01
5,C02,0.359622169113463,0.00602196724949265,H07,0.304898937992463,0.00791161725508222,B01
5,C03,0.36758848298623,0.0172217434282708,H07,0.304898937992463,0.00791161725508222,B01
5,C04,0.34368954136793,0.0128251139974788,H07,0.304898937992463,0.00791161725508222,B01
5,C05,0.344827586206897,0.00710708774143439,G12,0.299189220052529,0.0213332667491943,B01
5,C06,0.335723227495163,0.0113804483896665,G12,0.299189220052529,0.0213332667491943,B01
5,C07,0.351655855240697,0.00521517661881852,G12,0.299189220052529,0.0213332667491943,B01
5,C08,0.35393194491863,0.0108562558486053,G12,0.299189220052529,0.0213332667491943,B01
5,C09,0.35393194491863,0.0167644473229273,G03,0.268356743176887,0.0134633163441265,B01
5,C10,0.365312393308296,0.0227324278541461,G03,0.268356743176887,0.0134633163441265,B01
5,C11,0.380106976214863,0.0440909767333801,G03,0.268356743176887,0.0134633163441265,B01
5,C12,0.36758848298623,0.0268347015421682,G03,0.268356743176887,0.0134633163441265,B01
5,D01,0.363036303630363,0.00301098362474633,G08,0.310608655932397,0.0159872102318146,B01
5,D02,0.372140662342096,0.00859205011411263,G08,0.310608655932397,0.0159872102318146,B01
5,D03,0.37100261750313,0.0207049111171734,G08,0.310608655932397,0.0159872102318146,B01
5,D04,0.37441675202003,0.0201340685250417,G08,0.310608655932397,0.0159872102318146,B01
5,D05,0.363036303630363,0.0145295838566106,G09,0.30604088158045,0.0187987639981207,B01
5,D06,0.359622169113463,0.013124573340925,G09,0.30604088158045,0.0187987639981207,B01
5,D07,0.356208034596563,0.00410327902067144,G09,0.30604088158045,0.0187987639981207,B01
5,D08,0.373278707181063,0.0079663138727666,G09,0.30604088158045,0.0187987639981207,B01
5,D09,0.372140662342096,0.00903295087423896,F09,0.26378896882494,0.0142628708425223,B01
5,D10,0.38465915557073,0.00931529847715084,F09,0.26378896882494,0.0142628708425223,B01
5,D11,0.372140662342096,0.0278065135378869,F09,0.26378896882494,0.0142628708425223,B01
5,D12,0.366450438147263,0.0276898260170626,F09,0.26378896882494,0.0142628708425223,B01
5,E01,0.36417434846933,0.00888841433470657,H05,0.283202009820715,0.0134633163441265,B01
5,E02,0.38465915557073,0.00992124489254733,H05,0.283202009820715,0.0134633163441265,B01
5,E03,0.37100261750313,0.0210768853732242,H05,0.283202009820715,0.0134633163441265,B01
5,E04,0.389211334926596,0.0242219149354646,H05,0.283202009820715,0.0134633163441265,B01
5,E05,0.365312393308296,0.0109749069773449,G10,0.31289254310837,0.018377842799396,B01
5,E06,0.372140662342096,0.0119900463785737,G10,0.31289254310837,0.018377842799396,B01
5,E07,0.38124502105383,0.0145295838566106,G10,0.31289254310837,0.018377842799396,B01
5,E08,0.375554796858996,0.0071070877414344,G10,0.31289254310837,0.018377842799396,B01
5,E09,0.389211334926596,0.0137980603766725,F08,0.274066461116821,0.022025010302599,B01
5,E10,0.393763514282463,0.0167644473229273,F08,0.274066461116821,0.022025010302599,B01
5,E11,0.383521110731763,0.0248031122313683,F08,0.274066461116821,0.022025010302599,B01
5,E12,0.36758848298623,0.028857909031765,F08,0.274066461116821,0.022025010302599,B01
5,F09,0.408558097189029,0.0169946335758144,B01,0.264930912412927,0.0165876887590887,B01
5,F10,0.418800500739729,0.0216228519403664,B01,0.264930912412927,0.0165876887590887,B01
5,F11,0.382383065892796,0.0265191309837966,B01,0.264930912412927,0.0165876887590887,B01
5,F12,0.37783088653693,0.0372090195158116,B01,0.264930912412927,0.0165876887590887,B01
5,G01,0.404005917833163,0.0280384317622736,G02,0.30604088158045,0.00995523339851701,B01
5,G02,0.422214635256629,0.028857909031765,G02,0.30604088158045,0.00995523339851701,B01
5,G03,0.418800500739729,0.0333546167969793,G02,0.30604088158045,0.00995523339851701,B01
5,G04,0.435871173324229,0.0388938374658816,G02,0.30604088158045,0.00995523339851701,B01
5,G05,0.373278707181063,0.0134173507710841,D12,0.282060066232728,0.00604259749015552,B01
5,G06,0.37441675202003,0.00972345936647039,D12,0.282060066232728,0.00604259749015552,B01
5,G07,0.35734607943553,0.00410327902067143,D12,0.282060066232728,0.00604259749015552,B01
5,G08,0.355069989757596,0.00197115148238178,D12,0.282060066232728,0.00604259749015552,B01
5,G09,0.413110276544896,0.0266652430041197,G06,0.280918122644741,0.00713143542126116,B01
5,G10,0.438147263002162,0.0235165338793352,G06,0.280918122644741,0.00713143542126116,B01
5,G11,0.393763514282463,0.039488680033908,G06,0.280918122644741,0.00713143542126116,B01
5,G12,0.393763514282463,0.0418299213599388,G06,0.280918122644741,0.00713143542126116,B01
5,H01,0.440423352680096,0.042414123486023,E10,0.290053671348635,0.0187987639981207,B01
5,H02,0.363036303630363,0.0235165338793352,E10,0.290053671348635,0.0187987639981207,B01
5,H03,0.450665756230796,0.0499833646432178,E10,0.290053671348635,0.0187987639981207,B01
5,H04,0.36758848298623,0.00931529847715086,E10,0.290053671348635,0.0187987639981207,B01
5,H05,0.386935245248663,0.00633636549770118,G11,0.293479502112596,0.0254322912542196,B01
5,H06,0.358484124274496,0.00521517661881853,G11,0.293479502112596,0.0254322912542196,B01
5,H07,0.380106976214863,0.0138449130085313,G11,0.293479502112596,0.0254322912542196,B01
5,H08,0.37441675202003,0.00746265906942303,G11,0.293479502112596,0.0254322912542196,B01
6,A01,0.323854660347551,0.00597100273316315,H03,0.450665756230796,0.0499833646432178,B01
6,A02,0.320469419995486,0.0119420054663263,H03,0.450665756230796,0.0499833646432178,B01
6,A03,0.306928458587226,0.00881319078752727,H03,0.450665756230796,0.0499833646432178,B01
6,A04,0.312570525840668,0.00112841345068833,H03,0.450665756230796,0.0499833646432178,B01
6,A05,0.294515910629655,0.0108820252324452,F09,0.408558097189029,0.0169946335758144,B01
6,A06,0.323854660347551,0.00406855255638004,F09,0.408558097189029,0.0169946335758144,B01
6,A07,0.287745429925525,0.00390893885707261,F09,0.408558097189029,0.0169946335758144,B01
6,A08,0.319341006544798,0.00923646216640991,F09,0.408558097189029,0.0169946335758144,B01
6,B01,0.290002256826901,0.0138661766276738,H01,0.440423352680096,0.042414123486023,B01
6,B02,0.301286391333785,0.00195446942853631,H01,0.440423352680096,0.042414123486023,B01
6,B03,0.276461295418641,0.00902730760550665,H01,0.440423352680096,0.042414123486023,B01
6,B04,0.309185285488603,0.00298550136658158,H01,0.440423352680096,0.042414123486023,B01
6,B05,0.292259083728278,0.0170759940763051,G01,0.404005917833163,0.0280384317622736,B01
6,B06,0.301286391333785,0.0220257518573044,G01,0.404005917833163,0.0280384317622736,B01
6,B07,0.29790115098172,0.0117268165712179,G01,0.404005917833163,0.0280384317622736,B01
6,B08,0.300157977883096,0.00628274019728056,G01,0.404005917833163,0.0280384317622736,B01
6,B09,0.301286391333785,0.0244113153382802,E09,0.389211334926596,0.0137980603766725,B01
6,B10,0.322726246896863,0.016391152162417,E09,0.389211334926596,0.0137980603766725,B01
6,B11,0.339652448657188,0.00628274019728054,E09,0.389211334926596,0.0137980603766725,B01
6,B12,0.329496727600993,0.00686387105653151,E09,0.389211334926596,0.0137980603766725,B01
6,C01,0.317084179643421,0.00881319078752727,G10,0.438147263002162,0.0235165338793352,B01
6,C02,0.314827352742045,0.00704693974091447,G10,0.438147263002162,0.0235165338793352,B01
6,C03,0.308056872037915,0.00517104005298561,G10,0.438147263002162,0.0235165338793352,B01
6,C04,0.300157977883096,0.00406855255638004,G10,0.438147263002162,0.0235165338793352,B01
6,C09,0.320469419995486,0.0170759940763051,E04,0.389211334926596,0.0242219149354646,B01
6,C10,0.30467163168585,0.0198356982975028,E04,0.389211334926596,0.0242219149354646,B01
6,C11,0.312570525840668,0.0168508062774408,E04,0.389211334926596,0.0242219149354646,B01
6,C12,0.305800045136538,0.0157977883096367,E04,0.389211334926596,0.0242219149354646,B01
6,D01,0.31144211238998,0.00390893885707262,G04,0.435871173324229,0.0388938374658816,B01
6,D02,0.301286391333785,0,G04,0.435871173324229,0.0388938374658816,B01
6,D03,0.310313698939291,0.00686387105653151,G04,0.435871173324229,0.0388938374658816,B01
6,D04,0.303543218235161,0.00451365380275333,G04,0.435871173324229,0.0388938374658816,B01
6,D09,0.312570525840668,0.00686387105653151,H05,0.386935245248663,0.00633636549770118,B01
6,D10,0.305800045136538,0.00881319078752727,H05,0.386935245248663,0.00633636549770118,B01
6,D11,0.292259083728278,0.0199636718719862,H05,0.386935245248663,0.00633636549770118,B01
6,D12,0.30467163168585,0.0173717042635304,H05,0.386935245248663,0.00633636549770118,B01
6,E01,0.303543218235161,0.00225682690137667,G02,0.422214635256629,0.028857909031765,B01
6,E02,0.300157977883096,0.00298550136658158,G02,0.422214635256629,0.028857909031765,B01
6,E03,0.303543218235161,0.00298550136658158,G02,0.422214635256629,0.028857909031765,B01
6,E04,0.293387497178966,0.00298550136658158,G02,0.422214635256629,0.028857909031765,B01
6,E05,0.306928458587226,0.020898509566071,E10,0.393763514282463,0.0167644473229273,B01
6,E06,0.308056872037915,0.0221985054986527,E10,0.393763514282463,0.0167644473229273,B01
6,E07,0.315955766192733,0.00686387105653151,E10,0.393763514282463,0.0167644473229273,B01
6,E08,0.303543218235161,0.00686387105653151,E10,0.393763514282463,0.0167644473229273,B01
6,E09,0.305800045136538,0.00491864019808246,D10,0.38465915557073,0.00931529847715084,B01
6,E10,0.292259083728278,0.00112841345068833,D10,0.38465915557073,0.00931529847715084,B01
6,E11,0.287745429925525,0.0155131201589568,D10,0.38465915557073,0.00931529847715084,B01
6,E12,0.303543218235161,0.0130134987527317,D10,0.38465915557073,0.00931529847715084,B01
6,F01,0.29113067027759,0,F10,0.418800500739729,0.0216228519403664,B01
6,F02,0.290002256826901,0.00628274019728054,F10,0.418800500739729,0.0216228519403664,B01
6,F03,0.299029564432408,0.00789889415481833,F10,0.418800500739729,0.0216228519403664,B01
6,F04,0.299029564432408,0.00298550136658158,F10,0.418800500739729,0.0216228519403664,B01
6,F05,0.300157977883096,0.020898509566071,G11,0.393763514282463,0.039488680033908,B01
6,F06,0.294515910629655,0.02708192281652,G11,0.393763514282463,0.039488680033908,B01
6,F07,0.31144211238998,0.010155721056195,G11,0.393763514282463,0.039488680033908,B01
6,F08,0.305800045136538,0.00451365380275333,G11,0.393763514282463,0.039488680033908,B01
6,F09,0.296772737531031,0.00112841345068833,E02,0.38465915557073,0.00992124489254733,B01
6,F10,0.306928458587226,0.00491864019808246,E02,0.38465915557073,0.00992124489254733,B01
6,F11,0.296772737531031,0.0200591162656637,E02,0.38465915557073,0.00992124489254733,B01
6,F12,0.292259083728278,0.0130134987527317,E02,0.38465915557073,0.00992124489254733,B01
6,G01,0.273076055066576,0.00298550136658158,G03,0.418800500739729,0.0333546167969793,B01
6,G02,0.283231776122771,0.00225682690137665,G03,0.418800500739729,0.0333546167969793,B01
6,G03,0.282103362672083,0.00406855255638002,G03,0.418800500739729,0.0333546167969793,B01
6,G04,0.286617016474836,0.00225682690137667,G03,0.418800500739729,0.0333546167969793,B01
6,G05,0.282103362672083,0.040070595586921,G12,0.393763514282463,0.0418299213599388,B01
6,G06,0.302414804784473,0.0333025379448741,G12,0.393763514282463,0.0418299213599388,B01
6,G07,0.296772737531031,0.00406855255638004,G12,0.393763514282463,0.0418299213599388,B01
6,G08,0.293387497178966,0.00406855255638004,G12,0.393763514282463,0.0418299213599388,B01
6,H01,0.295644324080343,0.00881319078752725,G09,0.413110276544896,0.0266652430041197,B01
6,H02,0.335138794854435,0.0140938794818289,G09,0.413110276544896,0.0266652430041197,B01
6,H03,0.299029564432408,0.0096411687489478,G09,0.413110276544896,0.0266652430041197,B01
6,H04,0.319341006544798,0.0107643782601777,G09,0.413110276544896,0.0266652430041197,B01
