Transfer,Offspring,OffspringFunction,OffspringFunctionSe,Parent,ParentFunction,ParentFunctionSe,Origin
2,F05,0.0224197293618384,0.00160140924013132,B10,0.042896235485541,0.0229630570168775,
2,F06,0.0208183201217071,0.00160140924013132,B10,0.042896235485541,0.0229630570168775,
2,F07,0.0240211386019697,0.00277372216761771,B10,0.042896235485541,0.0229630570168775,
2,F08,0.0240211386019697,0.00480422772039395,B10,0.042896235485541,0.0229630570168775,
2,F09,0.0240211386019697,0.00277372216761771,A10,0.0281044301456993,0.0103542637378892,
2,F10,0.025622547842101,0.00320281848026263,A10,0.0281044301456993,0.0103542637378892,
2,F11,0.0224197293618384,0.00160140924013132,A10,0.0281044301456993,0.0103542637378892,
2,F12,0.0192169108815758,0,A10,0.0281044301456993,0.0103542637378892,
2,G01,0.441988950276243,0.0166423330057063,D02,0.360920050292138,0.0402108637499244,D01
2,G02,0.432380494835455,0.023698692588596,D02,0.360920050292138,0.0402108637499244,D01
2,G03,0.417967811674273,0.0194160551733239,D02,0.360920050292138,0.0402108637499244,D01
2,G04,0.37793258067099,0.0152764705167259,D02,0.360920050292138,0.0402108637499244,D01
2,G05,0.0240211386019697,0.00277372216761771,F02,0.0414170549515568,0.0214863383571244,
2,G06,0.0192169108815758,0.00277372216761771,F02,0.0414170549515568,0.0214863383571244,
2,G07,0.0208183201217071,0.00160140924013132,F02,0.0414170549515568,0.0214863383571244,
2,G08,0.0208183201217071,0.00423693059662838,F02,0.0414170549515568,0.0214863383571244,
2,G09,0.0224197293618384,0.00160140924013132,D06,0.0266252496117151,0.00443754160195252,
2,G10,0.0224197293618384,0.00160140924013132,D06,0.0266252496117151,0.00443754160195252,
2,G11,0.0192169108815758,0,D06,0.0266252496117151,0.00443754160195252,
2,G12,0.0208183201217071,0.00320281848026263,D06,0.0266252496117151,0.00443754160195252,
2,H01,0.446793177996637,0.00960845544078791,D04,0.184897566748022,0.0483626439590912,D01
2,H02,0.437184722555849,0.00480422772039396,D04,0.184897566748022,0.0483626439590912,D01
2,H03,0.398750900792698,0.0154434314372535,D04,0.184897566748022,0.0483626439590912,D01
2,H04,0.437184722555849,0.00733857906150347,D04,0.184897566748022,0.0483626439590912,D01
2,H05,0.0208183201217071,0.00160140924013132,G05,0.034021152281636,0.00823572866330896,
2,H06,0.0224197293618384,0.00577396312829528,G05,0.034021152281636,0.00823572866330896,
2,H07,0.0272239570822324,0.00800704620065658,G05,0.034021152281636,0.00823572866330896,
2,H08,0.0192169108815758,0.00277372216761771,G05,0.034021152281636,0.00823572866330896,
3,A01,0.360527782939974,0.00858353866106116,A02,0.549283369365041,0.0335532498034382,B01
3,A02,0.41627950195131,0.0175648229929478,A02,0.549283369365041,0.0335532498034382,B01
3,A03,0.349377439137707,0.00743356253484482,A02,0.549283369365041,0.0335532498034382,B01
3,A04,0.391500960168494,0.0185011268327672,A02,0.549283369365041,0.0335532498034382,B01
3,A05,0.367961345474819,0.0128753079915917,E02,0.483625590519657,0.0157720518885357,B01
3,A06,0.417518429040451,0.0152241909526662,E02,0.483625590519657,0.0157720518885357,B01
3,A07,0.365483491296537,0.00327789297040773,E02,0.483625590519657,0.0157720518885357,B01
3,A08,0.386545251811931,0.00743356253484484,E02,0.483625590519657,0.0157720518885357,B01
3,A09,0.318404261909187,0.00327789297040771,F01,0.446793177996637,0.00480422772039396,D01
3,A10,0.410084866505606,0.00655578594081544,F01,0.446793177996637,0.00480422772039396,D01
3,A11,0.312209626463483,0.0167598950114213,F01,0.446793177996637,0.00480422772039396,D01
3,A12,0.401412376881621,0.0119477801660075,F01,0.446793177996637,0.00480422772039396,D01
3,B01,0.393978814346776,0.0261058136724345,B01,0.52366082152294,0.0227038944331137,B01
3,B02,0.371678126742241,0.0037167812674224,B01,0.52366082152294,0.0227038944331137,B01
3,B03,0.41627950195131,0.0227099086660762,B01,0.52366082152294,0.0227038944331137,B01
3,B04,0.0148671250696896,0.00214588466526529,B01,0.52366082152294,0.0227038944331137,B01
3,B05,0.364244564207396,0.015021192656857,C02,0.470814316598607,0.0241807492522083,D01
3,B06,0.346899584959425,0.011818611180288,C02,0.470814316598607,0.0241807492522083,D01
3,B07,0.296103574304652,0.00327789297040773,C02,0.470814316598607,0.0241807492522083,D01
3,B08,0.328315678622313,0.00495570835656323,C02,0.470814316598607,0.0241807492522083,D01
3,B09,0.276280740878399,0.0305239050851884,H01,0.446793177996637,0.00960845544078791,D01
3,B10,0.315926407730905,0.0119477801660075,H01,0.446793177996637,0.00960845544078791,D01
3,B11,0.220529021867063,0.0619835111260558,H01,0.446793177996637,0.00960845544078791,D01
3,B12,0.33946602242458,0.0105853976897944,H01,0.446793177996637,0.00960845544078791,D01
3,C01,0.38530632472279,0.0182505356658071,B02,0.51084954760189,0.0242337191935648,B01
3,C02,0.36920027256396,0.0142880042057496,B02,0.51084954760189,0.0242337191935648,B01
3,C03,0.367961345474819,0.015021192656857,B02,0.51084954760189,0.0242337191935648,B01
3,C04,0.366722418385678,0.0068980540950629,B02,0.51084954760189,0.0242337191935648,B01
3,C05,0.250263272006442,0.0634519384367311,F02,0.469212907358476,0.00160140924013132,D01
3,C06,0.189555844638543,0.0695677142606279,F02,0.469212907358476,0.00160140924013132,D01
3,C07,0.239112928204175,0.0356716348854314,F02,0.469212907358476,0.00160140924013132,D01
3,C08,0.147432323607756,0.0244040334554819,F02,0.469212907358476,0.00160140924013132,D01
3,C09,0.403890231059902,0.0185011268327672,D02,0.445191768756506,0.013108099562611,B01
3,C10,0.390262033079353,0.00214588466526529,D02,0.445191768756506,0.013108099562611,B01
3,C11,0.386545251811931,0.0170324314995571,D02,0.445191768756506,0.013108099562611,B01
3,C12,0.380350616366227,0.00655578594081544,D02,0.445191768756506,0.013108099562611,B01
3,D01,0.386545251811931,0.0175648229929478,E01,0.496436864440708,0.0188803364921957,B01
3,D02,0.3704391996531,0.00446701514645851,E01,0.496436864440708,0.0188803364921957,B01
3,D03,0.406368085238184,0.0194712676026782,E01,0.496436864440708,0.0188803364921957,B01
3,D04,0.395217741435916,0.0193526597928679,E01,0.496436864440708,0.0188803364921957,B01
3,D05,0.307253918106919,0.0110118248371623,C01,0.469212907358475,0.0194819842430882,D01
3,D06,0.268847178343554,0.0354125154629411,C01,0.469212907358475,0.0194819842430882,D01
3,D07,0.192033698816825,0.0256011625097836,C01,0.469212907358475,0.0194819842430882,D01
3,D08,0.0817691878832931,0.0134010454393755,C01,0.469212907358475,0.0194819842430882,D01
3,D09,0.118937000557517,0.0263690722341483,G01,0.441988950276243,0.0166423330057063,D01
3,D10,0.276280740878399,0.0227436780656456,G01,0.441988950276243,0.0166423330057063,D01
3,D11,0.196989407173388,0.0744594149851538,G01,0.441988950276243,0.0166423330057063,D01
3,D12,0.312209626463483,0.0171670773221223,G01,0.441988950276243,0.0166423330057063,D01
3,E01,0.384067397633649,0.022945250792854,B03,0.488429818240051,0.0032028184802626,B01
3,E02,0.367961345474819,0.00773709719184586,B03,0.488429818240051,0.0032028184802626,B01
3,E03,0.366722418385678,0.00655578594081542,B03,0.488429818240051,0.0032028184802626,B01
3,E04,0.371678126742241,0.009353694400385,B03,0.488429818240051,0.0032028184802626,B01
3,E05,0.391500960168494,0.00327789297040773,E03,0.467611498118344,0.0152764705167258,B01
3,E06,0.359288855850833,0.00446701514645851,E03,0.467611498118344,0.0152764705167258,B01
3,E07,0.398934522703339,0.00495570835656321,E03,0.467611498118344,0.0152764705167258,B01
3,E08,0.374155980920523,0.00446701514645851,E03,0.467611498118344,0.0152764705167258,B01
3,E09,0.0978752400421235,0.015817562206286,H02,0.437184722555849,0.00480422772039396,D01
3,E10,0.23167936566933,0.0373120742027519,H02,0.437184722555849,0.00480422772039396,D01
3,E11,0.144954469429474,0.0428640126172488,H02,0.437184722555849,0.00480422772039396,D01
3,E12,0.320882116087468,0.00540035797997977,H02,0.437184722555849,0.00480422772039396,D01
3,F01,0.353094220405129,0.015021192656857,A04,0.48682840899992,0.00891626929750984,B01
3,F02,0.346899584959425,0.012202016727741,A04,0.48682840899992,0.00891626929750984,B01
3,F03,0.363005637118256,0.0174772173445653,A04,0.48682840899992,0.00891626929750984,B01
3,F04,0.35433314749427,0.0208419796088221,A04,0.48682840899992,0.00891626929750984,B01
3,F05,0.351855293315988,0.00812418822313325,A03,0.46280727039795,0.0112098646809192,B01
3,F06,0.332032459889735,0.00540035797997979,A03,0.46280727039795,0.0112098646809192,B01
3,F07,0.366722418385678,0.00812418822313324,A03,0.46280727039795,0.0112098646809192,B01
3,F08,0.336988168246299,0.00812418822313327,A03,0.46280727039795,0.0112098646809192,B01
3,F09,0.252741126184724,0.0224036936381405,H04,0.437184722555849,0.00733857906150347,D01
3,F10,0.271325032521836,0.0134010454393755,H04,0.437184722555849,0.00733857906150347,D01
3,F11,0.251502199095583,0.0647450542300882,H04,0.437184722555849,0.00733857906150347,D01
3,F12,0.315926407730905,0.00567747716651901,H04,0.437184722555849,0.00733857906150347,D01
3,G01,0.356811001672552,0.0167598950114213,A01,0.483625590519657,0.00423693059662836,B01
3,G02,0.346899584959425,0.0155237119322823,A01,0.483625590519657,0.00423693059662836,B01
3,G03,0.375394908009664,0.0309483887673835,A01,0.483625590519657,0.00423693059662836,B01
3,G04,0.359288855850833,0.0328490951708179,A01,0.483625590519657,0.00423693059662836,B01
3,G05,0.299820355572075,0.00247785417828161,C04,0.4499959964769,0.0125074059987295,D01
3,G06,0.284953230502385,0.00247785417828161,C04,0.4499959964769,0.0125074059987295,D01
3,G07,0.319643188998327,0.0113549543330381,C04,0.4499959964769,0.0125074059987295,D01
3,G08,0.294864647215511,0.00446701514645852,C04,0.4499959964769,0.0125074059987295,D01
3,G09,0.381589543455368,0.00812418822313325,D03,0.437184722555849,0.00277372216761772,B01
3,G10,0.367961345474819,0.024182892022478,D03,0.437184722555849,0.00277372216761772,B01
3,G11,0.363005637118256,0.0101410552832465,D03,0.437184722555849,0.00277372216761772,B01
3,G12,0.359288855850833,0.0108007159599595,D03,0.437184722555849,0.00277372216761772,B01
3,H01,0.367961345474819,0.015021192656857,E04,0.483625590519657,0.00974099212154411,B01
3,H02,0.386545251811931,0.0134010454393755,E04,0.483625590519657,0.00974099212154411,B01
3,H03,0.397695595614198,0.032473127478365,E04,0.483625590519657,0.00974099212154411,B01
3,H04,0.356811001672552,0.00858353866106116,E04,0.483625590519657,0.00974099212154411,B01
3,H05,0.359288855850833,0.0122020167277409,D01,0.448394587236768,0.0136824465454681,B01
3,H06,0.361766710029115,0.00867248962398563,D01,0.448394587236768,0.0136824465454681,B01
3,H07,0.349377439137707,0.009353694400385,D01,0.448394587236768,0.0136824465454681,B01
3,H08,0.363005637118256,0.00655578594081544,D01,0.448394587236768,0.0136824465454681,B01
4,A01,0.205549845837616,0.00791161725508223,A06,0.417518429040451,0.0152241909526662,B01
4,A02,0.198698184309695,0.00395580862754112,A06,0.417518429040451,0.0152241909526662,B01
4,A03,0.190704579193788,0.0143085121458738,A06,0.417518429040451,0.0152241909526662,B01
4,A04,0.165581820258079,0.00411733616017357,A06,0.417518429040451,0.0152241909526662,B01
4,A05,0.208975676601576,0.0205549845837616,E07,0.398934522703339,0.00495570835656321,B01
4,A06,0.184994861253854,0.00342583076396026,E07,0.398934522703339,0.00495570835656321,B01
4,A07,0.22496288683339,0.0263390718160804,E07,0.398934522703339,0.00495570835656321,B01
4,A08,0.0810779947470595,0.00302129874507776,E07,0.398934522703339,0.00495570835656321,B01
4,A09,0.131323512618477,0.0220545939429348,H02,0.386545251811931,0.0134010454393755,B01
4,A10,0.158730158730159,0.00823467232034713,H02,0.386545251811931,0.0134010454393755,B01
4,A11,0.206691789425602,0.0254322912542196,H02,0.386545251811931,0.0134010454393755,B01
4,A12,0.125613794678543,0.00228388717597351,H02,0.386545251811931,0.0134010454393755,B01
4,B01,0.264930912412927,0.0165876887590887,A02,0.41627950195131,0.0175648229929478,B01
4,B02,0.227246774009364,0.00891886453797722,A02,0.41627950195131,0.0175648229929478,B01
4,B03,0.219253168893457,0.00197790431377056,A02,0.41627950195131,0.0175648229929478,B01
4,B04,0.210117620189563,0.00302129874507776,A02,0.41627950195131,0.0175648229929478,B01
4,B05,0.192988466369761,0.00604259749015551,H03,0.397695595614198,0.032473127478365,B01
4,B06,0.182710974077881,0.00497761669925851,H03,0.397695595614198,0.032473127478365,B01
4,B07,0.197556240721708,0.0127161456271098,H03,0.397695595614198,0.032473127478365,B01
4,B08,0.206691789425602,0.0179470522387824,H03,0.397695595614198,0.032473127478365,B01
4,B09,0.213543450953523,0.00694617166872014,C11,0.386545251811931,0.0170324314995571,B01
4,B10,0.22496288683339,0.00411733616017357,C11,0.386545251811931,0.0170324314995571,B01
4,B11,0.213543450953523,0.00114194358798676,C11,0.386545251811931,0.0170324314995571,B01
4,B12,0.236382322713258,0.00342583076396025,C11,0.386545251811931,0.0170324314995571,B01
4,C01,0.252369532945073,0.0140324377383174,B03,0.41627950195131,0.0227099086660762,B01
4,C02,0.223820943245404,0.012085194980311,B03,0.41627950195131,0.0227099086660762,B01
4,C03,0.229530661185337,0.00713143542126117,B03,0.41627950195131,0.0227099086660762,B01
4,C04,0.213543450953523,0.00604259749015552,B03,0.41627950195131,0.0227099086660762,B01
4,C05,0.192988466369761,0.018377842799396,D04,0.395217741435916,0.0193526597928679,B01
4,C06,0.191846522781775,0.022025010302599,D04,0.395217741435916,0.0193526597928679,B01
4,C07,0.21468539454151,0.018377842799396,D04,0.395217741435916,0.0193526597928679,B01
4,C08,0.22153705606943,0.0164693446406943,D04,0.395217741435916,0.0193526597928679,B01
4,C09,0.21468539454151,0.00694617166872014,D01,0.386545251811931,0.0175648229929478,B01
4,C10,0.237524266301245,0.00823467232034713,D01,0.386545251811931,0.0175648229929478,B01
4,C11,0.213543450953523,0.00114194358798676,D01,0.386545251811931,0.0175648229929478,B01
4,C12,0.216969281717483,0.00799360511590728,D01,0.386545251811931,0.0175648229929478,B01
4,D05,0.215827338129496,0.0154479265256009,B01,0.393978814346776,0.0261058136724345,B01
4,D06,0.248943702181112,0.0229243575424058,B01,0.393978814346776,0.0261058136724345,B01
4,D07,0.238666209889232,0.016821879482307,B01,0.393978814346776,0.0261058136724345,B01
4,D08,0.258079250885006,0.0198119807843982,B01,0.393978814346776,0.0261058136724345,B01
4,D09,0.276350348292794,0.0231789232958598,C01,0.38530632472279,0.0182505356658071,B01
4,D10,0.316318373872331,0.0200084680460606,C01,0.38530632472279,0.0182505356658071,B01
4,D11,0.231814548361311,0.00456777435194702,C01,0.38530632472279,0.0182505356658071,B01
