Transfer,Experiment,Media,Function,MeasurementReplicate
1,ctrl,C03,0.0509058242251834,1
1,ctrl,C03,0.0688725857164246,2
1,ctrl,C03,0.044916903728103,3
1,ctrl,C05,0.0389279832310226,1
1,ctrl,C05,0.0329390627339423,2
1,ctrl,C05,0.0389279832310226,3
1,ctrl,C07,0.0568947447222638,1
1,ctrl,C07,0.0329390627339423,2
1,ctrl,C07,0.044916903728103,3
1,ctrl,C09,0.0269501422368618,1
1,ctrl,C09,0.044916903728103,2
1,ctrl,C09,0.0509058242251834,3
1,ctrl,C11,0.0329390627339423,1
1,ctrl,C11,0.044916903728103,2
1,ctrl,C11,0.0389279832310226,3
1,ctrl,H04,0.0389279832310226,1
1,ctrl,H04,0.0389279832310226,2
1,ctrl,H04,0.0509058242251834,3
1,ctrl,C02,0.128761790687229,1
1,ctrl,C02,0.044916903728103,2
1,ctrl,C02,0.044916903728103,3
1,ctrl,C04,0.044916903728103,1
1,ctrl,C04,0.0389279832310226,2
1,ctrl,C04,0.0389279832310226,3
1,ctrl,C06,0.044916903728103,1
1,ctrl,C06,0.164695313669711,2
1,ctrl,C06,0.0509058242251834,3
1,ctrl,C08,0.0568947447222638,1
1,ctrl,C08,0.104806108698907,2
1,ctrl,C08,0.0628836652193442,3
1,ctrl,C10,0.014972301242701,1
1,ctrl,C10,0.0329390627339423,2
1,ctrl,C10,0.044916903728103,3
1,ctrl,C12,0.0389279832310226,1
1,ctrl,C12,0.044916903728103,2
1,ctrl,C12,0.044916903728103,3
1,ctrl,A05,0.0509058242251834,1
1,ctrl,A05,0.044916903728103,2
1,ctrl,A05,0.0808504267105854,3
1,ctrl,D01,0.0209612217397814,1
1,ctrl,D01,0.134750711184309,2
1,ctrl,D01,0.0329390627339423,3
1,ctrl,D03,0.0389279832310226,1
1,ctrl,D03,0.0389279832310226,2
1,ctrl,D03,0.0389279832310226,3
1,ctrl,D07,0.0389279832310226,1
1,ctrl,D07,0.0568947447222638,2
1,ctrl,D07,0.0329390627339423,3
1,ctrl,D09,0.014972301242701,1
1,ctrl,D09,0.0389279832310226,2
1,ctrl,D09,0.0329390627339423,3
1,ctrl,D11,0.0329390627339423,1
1,ctrl,D11,0.0329390627339423,2
1,ctrl,D11,0.0389279832310226,3
1,ctrl,H06,0.044916903728103,1
1,ctrl,H06,0.044916903728103,2
1,ctrl,H06,0.044916903728103,3
1,ctrl,D02,0.182662075160952,1
1,ctrl,D02,0.0568947447222638,2
1,ctrl,D02,0.0389279832310226,3
1,ctrl,D04,0.0389279832310226,1
1,ctrl,D04,0.0389279832310226,2
1,ctrl,D04,0.0928282677047462,3
1,ctrl,D06,0.0509058242251834,1
1,ctrl,D06,0.044916903728103,2
1,ctrl,D06,0.0568947447222638,3
1,ctrl,D08,0.044916903728103,1
1,ctrl,D08,0.0628836652193442,2
1,ctrl,D08,0.044916903728103,3
1,ctrl,D10,0.0568947447222638,1
1,ctrl,D10,0.0509058242251834,2
1,ctrl,D10,0.0688725857164246,3
1,ctrl,D12,0.044916903728103,1
1,ctrl,D12,0.044916903728103,2
1,ctrl,D12,0.044916903728103,3
1,ctrl,A07,0.0389279832310226,1
1,ctrl,A07,0.044916903728103,2
1,ctrl,A07,0.0389279832310226,3
1,ctrl,E01,0.0509058242251834,1
1,ctrl,E01,0.458152418026651,2
1,ctrl,E01,0.386285372061686,3
1,ctrl,E03,0.044916903728103,1
1,ctrl,E03,0.0389279832310226,2
1,ctrl,E03,0.0389279832310226,3
1,ctrl,E05,0.0389279832310226,1
1,ctrl,E05,0.0389279832310226,2
1,ctrl,E05,0.0389279832310226,3
1,ctrl,E07,0.0329390627339423,1
1,ctrl,E07,0.0509058242251834,2
1,ctrl,E07,0.0568947447222638,3
1,ctrl,E09,0.0509058242251834,1
1,ctrl,E09,0.0389279832310226,2
1,ctrl,E09,0.0389279832310226,3
1,ctrl,E11,0.0389279832310226,1
1,ctrl,E11,0.044916903728103,2
1,ctrl,E11,0.0389279832310226,3
1,ctrl,H08,0.0509058242251834,1
1,ctrl,H08,0.0509058242251834,2
1,ctrl,H08,0.0509058242251834,3
1,ctrl,E02,0.182662075160952,1
1,ctrl,E02,0.0688725857164246,2
1,ctrl,E02,0.0509058242251834,3
1,ctrl,E04,0.044916903728103,1
1,ctrl,E04,0.0568947447222638,2
1,ctrl,E04,0.044916903728103,3
1,ctrl,E06,0.044916903728103,1
1,ctrl,E06,0.0509058242251834,2
1,ctrl,E06,0.0509058242251834,3
1,ctrl,E08,0.0688725857164246,1
1,ctrl,E08,0.0688725857164246,2
1,ctrl,E08,0.0628836652193442,3
1,ctrl,E10,0.0389279832310226,1
1,ctrl,E10,0.0329390627339423,2
1,ctrl,E10,0.0389279832310226,3
1,ctrl,E12,0.0389279832310226,1
1,ctrl,E12,0.074861506213505,2
1,ctrl,E12,0.044916903728103,3
1,ctrl,A09,0.044916903728103,1
1,ctrl,A09,0.044916903728103,2
1,ctrl,A09,0.0509058242251834,3
1,ctrl,F01,0.0509058242251834,1
1,ctrl,F01,0.140739631681389,2
1,ctrl,F01,0.0568947447222638,3
1,ctrl,F03,0.044916903728103,1
1,ctrl,F03,0.044916903728103,2
1,ctrl,F03,0.044916903728103,3
1,ctrl,F05,0.0389279832310226,1
1,ctrl,F05,0.0389279832310226,2
1,ctrl,F05,0.0389279832310226,3
1,ctrl,F07,0.0389279832310226,1
1,ctrl,F07,0.0389279832310226,2
1,ctrl,F07,0.044916903728103,3
1,ctrl,F11,0.0329390627339423,1
1,ctrl,F11,0.0389279832310226,2
1,ctrl,F11,0.044916903728103,3
1,ctrl,F02,0.164695313669711,1
1,ctrl,F02,0.0568947447222638,2
1,ctrl,F02,0.0509058242251834,3
1,ctrl,F04,0.0509058242251834,1
1,ctrl,F04,0.0568947447222638,2
1,ctrl,F04,0.044916903728103,3
1,ctrl,F06,0.044916903728103,1
1,ctrl,F06,0.044916903728103,2
1,ctrl,F06,0.0568947447222638,3
1,ctrl,F08,0.0329390627339423,1
1,ctrl,F08,0.0389279832310226,2
1,ctrl,F08,0.0329390627339423,3
1,ctrl,F10,0.14672855217847,1
1,ctrl,F10,0.0628836652193442,2
1,ctrl,F10,0.116783949693068,3
1,ctrl,F12,0.0868393472076658,1
1,ctrl,F12,0.044916903728103,2
1,ctrl,F12,0.044916903728103,3
1,ctrl,A11,0.0389279832310226,1
1,ctrl,A11,0.044916903728103,2
1,ctrl,A11,0.0509058242251834,3
1,ctrl,G01,0.0509058242251834,1
1,ctrl,G01,0.0988171882018266,2
1,ctrl,G01,0.0568947447222638,3
1,ctrl,G03,0.044916903728103,1
1,ctrl,G03,0.0568947447222638,2
1,ctrl,G03,0.044916903728103,3
1,ctrl,G05,0.044916903728103,1
1,ctrl,G05,0.0329390627339423,2
1,ctrl,G05,0.0568947447222638,3
1,ctrl,G07,0.0389279832310226,1
1,ctrl,G07,0.044916903728103,2
1,ctrl,G07,0.0329390627339423,3
1,ctrl,G09,0.0329390627339423,1
1,ctrl,G09,0.0329390627339423,2
1,ctrl,G09,0.0389279832310226,3
1,ctrl,G11,0.0389279832310226,1
1,ctrl,G11,0.044916903728103,2
1,ctrl,G11,0.044916903728103,3
1,ctrl,G02,0.0628836652193442,1
1,ctrl,G02,0.044916903728103,2
1,ctrl,G02,0.0568947447222638,3
1,ctrl,G04,0.0389279832310226,1
1,ctrl,G04,0.0389279832310226,2
1,ctrl,G04,0.044916903728103,3
1,ctrl,G06,0.044916903728103,1
1,ctrl,G06,0.044916903728103,2
1,ctrl,G06,0.044916903728103,3
1,ctrl,G08,0.0389279832310226,1
1,ctrl,G08,0.0868393472076658,2
1,ctrl,G08,0.0329390627339423,3
1,ctrl,G10,0.0209612217397814,1
1,ctrl,G10,0.0509058242251834,2
1,ctrl,G10,0.0389279832310226,3
1,ctrl,G12,0.044916903728103,1
1,ctrl,G12,0.0568947447222638,2
1,ctrl,G12,0.0928282677047462,3
1,ctrl,H01,0.0988171882018266,1
1,ctrl,H01,0.014972301242701,2
1,ctrl,H01,0.0509058242251834,3
1,ctrl,H03,0.0389279832310226,1
1,ctrl,H03,0.0389279832310226,2
1,ctrl,H03,0.0389279832310226,3
1,ctrl,H05,0.0389279832310226,1
1,ctrl,H05,0.15271747267555,2
1,ctrl,H05,0.044916903728103,3
1,ctrl,H07,0.0389279832310226,1
1,ctrl,H07,0.0329390627339423,2
1,ctrl,H07,0.0329390627339423,3
1,expt,A02,0.0364583333333333,1
1,expt,A02,0.0364583333333333,2
1,expt,A02,0.0416666666666667,3
1,expt,A04,0.0364583333333333,1
1,expt,A04,0.0312500000000001,2
1,expt,A04,0.0364583333333333,3
1,expt,A06,0.0364583333333333,1
1,expt,A06,0.0364583333333333,2
1,expt,A06,0.0364583333333333,3
1,expt,A08,0.0416666666666667,1
1,expt,A08,0.0572916666666667,2
1,expt,A08,0.0416666666666667,3
1,expt,A10,0.0416666666666667,1
1,expt,A10,0.0312500000000001,2
1,expt,A10,0.0364583333333333,3
1,expt,A12,0.0416666666666667,1
1,expt,A12,0.0416666666666667,2
1,expt,A12,0.046875,3
1,expt,A01,0.046875,1
1,expt,A01,0.046875,2
1,expt,A01,0.046875,3
1,expt,B01,0.3125,1
1,expt,B01,0.328125,2
1,expt,B01,0.354166666666667,3
1,expt,B03,0.0364583333333333,1
1,expt,B03,0.0312500000000001,2
1,expt,B03,0.0364583333333333,3
1,expt,B07,0.0416666666666667,1
1,expt,B07,0.0833333333333333,2
1,expt,B07,0.0312500000000001,3
1,expt,B09,0.0312500000000001,1
1,expt,B09,0.0312500000000001,2
1,expt,B09,0.0364583333333333,3
1,expt,B11,0.0364583333333333,1
1,expt,B11,0.0416666666666667,2
1,expt,B11,0.0416666666666667,3
1,expt,H02,0.0364583333333333,1
1,expt,H02,0.0364583333333333,2
1,expt,H02,0.0364583333333333,3
1,expt,B02,0.0364583333333333,1
1,expt,B02,0.0625,2
1,expt,B02,0.0364583333333333,3
1,expt,B04,0.0364583333333333,1
1,expt,B04,0.0364583333333333,2
1,expt,B04,0.0364583333333333,3
1,expt,B06,0.0312500000000001,1
1,expt,B06,0.0416666666666667,2
1,expt,B06,0.0364583333333333,3
1,expt,B08,0.0416666666666667,1
1,expt,B08,0.0729166666666667,2
1,expt,B08,0.046875,3
1,expt,B10,0.0260416666666667,1
1,expt,B10,0.0312500000000001,2
1,expt,B10,0.0364583333333333,3
1,expt,B12,0.0416666666666667,1
1,expt,B12,0.0416666666666667,2
1,expt,B12,0.0572916666666667,3
1,expt,A03,0.0416666666666667,1
1,expt,A03,0.0416666666666667,2
1,expt,A03,0.145833333333333,3
1,expt,C01,0.0416666666666667,1
1,expt,C01,0.0416666666666667,2
1,expt,C01,0.0416666666666667,3
1,expt,C03,0.0364583333333333,1
1,expt,C03,0.0312500000000001,2
1,expt,C03,0.0364583333333333,3
1,expt,C07,0.0312500000000001,1
1,expt,C07,0.0520833333333333,2
1,expt,C07,0.0312500000000001,3
1,expt,C09,0.0312500000000001,1
1,expt,C09,0.0312500000000001,2
1,expt,C09,0.0364583333333333,3
1,expt,C11,0.0364583333333333,1
1,expt,C11,0.0364583333333333,2
1,expt,C11,0.0364583333333333,3
1,expt,H04,0.0364583333333333,1
1,expt,H04,0.0364583333333333,2
1,expt,H04,0.0416666666666667,3
1,expt,C02,0.0364583333333333,1
1,expt,C02,0.0364583333333333,2
1,expt,C02,0.0312500000000001,3
1,expt,C04,0.0312500000000001,1
1,expt,C04,0.0312500000000001,2
1,expt,C04,0.0312500000000001,3
1,expt,C06,0.0364583333333333,1
1,expt,C06,0.0312500000000001,2
1,expt,C06,0.0364583333333333,3
1,expt,C10,0.0312500000000001,1
1,expt,C10,0.0364583333333333,2
1,expt,C10,0.0572916666666667,3
1,expt,C12,0.0416666666666667,1
1,expt,C12,0.0572916666666667,2
1,expt,C12,0.0729166666666667,3
1,expt,A05,0.0625,1
1,expt,A05,0.0729166666666667,2
1,expt,A05,0.119791666666667,3
1,expt,D01,0.348958333333333,1
1,expt,D01,0.338541666666667,2
1,expt,D01,0.348958333333333,3
1,expt,D03,0.0416666666666667,1
1,expt,D03,0.0364583333333333,2
1,expt,D03,0.0364583333333333,3
1,expt,D05,0.0260416666666667,1
1,expt,D05,0.0260416666666667,2
1,expt,D05,0.0312500000000001,3
1,expt,D07,0.0260416666666667,1
1,expt,D07,0.0625,2
1,expt,D07,0.0312500000000001,3
1,expt,D09,0.0364583333333333,1
1,expt,D09,0.0260416666666667,2
1,expt,D09,0.0416666666666667,3
1,expt,D11,0.0364583333333333,1
1,expt,D11,0.0364583333333333,2
1,expt,D11,0.0416666666666667,3
1,expt,H06,0.046875,1
1,expt,H06,0.0520833333333333,2
1,expt,H06,0.0520833333333333,3
1,expt,D02,0.0364583333333333,1
1,expt,D02,0.0364583333333333,2
1,expt,D02,0.0364583333333333,3
1,expt,D04,0.0416666666666667,1
1,expt,D04,0.0677083333333333,2
1,expt,D04,0.0364583333333333,3
1,expt,D06,0.0364583333333333,1
1,expt,D06,0.104166666666667,2
1,expt,D06,0.046875,3
1,expt,D08,0.046875,1
1,expt,D08,0.0885416666666667,2
1,expt,D08,0.046875,3
1,expt,D10,0.0364583333333333,1
1,expt,D10,0.0677083333333333,2
1,expt,D10,0.0572916666666667,3
1,expt,D12,0.046875,1
1,expt,D12,0.0729166666666667,2
1,expt,D12,0.109375,3
1,expt,A07,0.0677083333333333,1
1,expt,A07,0.0729166666666667,2
1,expt,A07,0.130208333333333,3
1,expt,E01,0.0416666666666667,1
1,expt,E01,0.0416666666666667,2
1,expt,E01,0.0364583333333333,3
1,expt,E03,0.0364583333333333,1
1,expt,E03,0.0364583333333333,2
1,expt,E03,0.0416666666666667,3
1,expt,E05,0.0312500000000001,1
1,expt,E05,0.0364583333333333,2
1,expt,E05,0.0364583333333333,3
1,expt,E07,0.0312500000000001,1
1,expt,E07,0.0572916666666667,2
1,expt,E07,0.0364583333333333,3
1,expt,E09,0.0312500000000001,1
1,expt,E09,0.0364583333333333,2
1,expt,E09,0.0520833333333333,3
1,expt,H08,0.046875,1
1,expt,H08,0.046875,2
1,expt,H08,0.0520833333333333,3
1,expt,E02,0.0364583333333333,1
1,expt,E02,0.0364583333333333,2
1,expt,E02,0.0364583333333333,3
1,expt,E04,0.0416666666666667,1
1,expt,E04,0.0416666666666667,2
1,expt,E04,0.0416666666666667,3
1,expt,E06,0.046875,1
1,expt,E06,0.0416666666666667,2
1,expt,E06,0.046875,3
1,expt,E08,0.0520833333333333,1
1,expt,E08,0.09375,2
1,expt,E08,0.0520833333333333,3
1,expt,E10,0.270833333333333,1
1,expt,E10,0.09375,2
1,expt,E10,0.0833333333333333,3
1,expt,E12,0.078125,1
1,expt,E12,0.114583333333333,2
1,expt,E12,0.15625,3
1,expt,A09,0.119791666666667,1
1,expt,A09,0.130208333333333,2
1,expt,A09,0.208333333333333,3
1,expt,F01,0.0416666666666667,1
1,expt,F01,0.0416666666666667,2
1,expt,F01,0.0416666666666667,3
1,expt,F03,0.0364583333333333,1
1,expt,F03,0.0364583333333333,2
1,expt,F03,0.0364583333333333,3
1,expt,F05,0.0312500000000001,1
1,expt,F05,0.0312500000000001,2
1,expt,F05,0.0416666666666667,3
1,expt,F07,0.0416666666666667,1
1,expt,F07,0.0520833333333333,2
1,expt,F07,0.0520833333333333,3
1,expt,F09,0.0572916666666667,1
1,expt,F09,0.0625,2
1,expt,F09,0.0833333333333333,3
1,expt,F11,0.0364583333333333,1
1,expt,F11,0.0416666666666667,2
1,expt,F11,0.0416666666666667,3
1,expt,F02,0.0416666666666667,1
1,expt,F02,0.0416666666666667,2
1,expt,F02,0.0416666666666667,3
1,expt,F04,0.0416666666666667,1
1,expt,F04,0.0364583333333333,2
1,expt,F04,0.0416666666666667,3
1,expt,F06,0.0416666666666667,1
1,expt,F06,0.046875,2
1,expt,F06,0.0572916666666667,3
1,expt,F10,0.0885416666666667,1
1,expt,F10,0.140625,2
1,expt,F10,0.130208333333333,3
1,expt,F12,0.130208333333333,1
1,expt,F12,0.192708333333333,2
1,expt,F12,0.197916666666667,3
1,expt,A11,0.0989583333333333,1
1,expt,A11,0.104166666666667,2
1,expt,A11,0.21875,3
1,expt,G01,0.046875,1
1,expt,G01,0.0416666666666667,2
1,expt,G01,0.046875,3
1,expt,G03,0.0416666666666667,1
1,expt,G03,0.0364583333333333,2
1,expt,G03,0.0416666666666667,3
1,expt,G05,0.0416666666666667,1
1,expt,G05,0.046875,2
1,expt,G05,0.0625,3
1,expt,G11,0.0416666666666667,1
1,expt,G11,0.0364583333333333,2
1,expt,G11,0.0416666666666667,3
1,expt,G02,0.046875,1
1,expt,G02,0.0416666666666667,2
1,expt,G02,0.0416666666666667,3
1,expt,G04,0.0416666666666667,1
1,expt,G04,0.0416666666666667,2
1,expt,G04,0.0416666666666667,3
1,expt,G06,0.0729166666666667,1
1,expt,G06,0.0729166666666667,2
1,expt,G06,0.0729166666666667,3
1,expt,G08,0.0625,1
1,expt,G08,0.0989583333333333,2
1,expt,G08,0.0520833333333333,3
1,expt,G10,0.166666666666667,1
1,expt,G10,0.244791666666667,2
1,expt,G10,0.229166666666667,3
1,expt,G12,0.213541666666667,1
1,expt,G12,0.276041666666667,2
1,expt,G12,0.291666666666667,3
1,expt,H01,0.166666666666667,1
1,expt,H01,0.0572916666666667,2
1,expt,H01,0.0625,3
1,expt,H03,0.0364583333333333,1
1,expt,H03,0.0312500000000001,2
1,expt,H03,0.0364583333333333,3
1,expt,H05,0.0677083333333333,1
1,expt,H05,0.0833333333333333,2
1,expt,H05,0.104166666666667,3
1,expt,H07,0.0989583333333333,1
1,expt,H07,0.109375,2
1,expt,H07,0.140625,3
2,ctrl,A02,0.028957528957529,1
2,ctrl,A12,0.0193050193050193,1
2,ctrl,A10,0.0193050193050193,1
2,ctrl,A02,0.0337837837837838,2
2,ctrl,A08,0.0386100386100386,1
2,ctrl,A08,0.0241312741312741,2
2,ctrl,A12,0.0241312741312741,2
2,ctrl,A10,0.0193050193050193,2
2,ctrl,A01,0.028957528957529,1
2,ctrl,A08,0.0579150579150579,3
2,ctrl,A04,0.028957528957529,1
2,ctrl,A02,0.028957528957529,3
2,ctrl,A06,0.0193050193050193,1
2,ctrl,A10,0.0144787644787645,3
2,ctrl,A01,0.0241312741312741,2
2,ctrl,A12,0.0193050193050193,3
2,ctrl,A01,0.0241312741312741,3
2,ctrl,A04,0.0193050193050193,2
2,ctrl,A04,0.0193050193050193,3
2,ctrl,A06,0.0193050193050193,2
2,ctrl,A06,0.0193050193050193,3
2,ctrl,B01,0.0675675675675676,1
2,ctrl,B11,0.028957528957529,1
2,ctrl,B09,0.0337837837837838,1
2,ctrl,B01,0.028957528957529,2
2,ctrl,B07,0.028957528957529,1
2,ctrl,B07,0.0241312741312741,2
2,ctrl,B11,0.028957528957529,2
2,ctrl,B09,0.028957528957529,2
2,ctrl,H02,0.0241312741312741,1
2,ctrl,B07,0.0241312741312741,3
2,ctrl,B03,0.0193050193050193,1
2,ctrl,B01,0.0241312741312741,3
2,ctrl,B05,0.0193050193050193,1
2,ctrl,B09,0.0241312741312741,3
2,ctrl,H02,0.0193050193050193,2
2,ctrl,B11,0.0193050193050193,3
2,ctrl,H02,0.0144787644787645,3
2,ctrl,B03,0.0144787644787645,2
2,ctrl,B03,0.0144787644787645,3
2,ctrl,B05,0.0193050193050193,2
2,ctrl,B05,0.0193050193050193,3
2,ctrl,B02,0.0241312741312741,1
2,ctrl,B12,0.0337837837837838,1
2,ctrl,B10,0.028957528957529,1
2,ctrl,B02,0.028957528957529,2
2,ctrl,B08,0.0241312741312741,1
2,ctrl,B08,0.0241312741312741,2
2,ctrl,B12,0.0337837837837838,2
2,ctrl,B10,0.0241312741312741,2
2,ctrl,A03,0.028957528957529,1
2,ctrl,B08,0.0193050193050193,3
2,ctrl,B04,0.0193050193050193,1
2,ctrl,B02,0.0193050193050193,3
2,ctrl,B06,0.0144787644787645,1
2,ctrl,B10,0.0241312741312741,3
2,ctrl,A03,0.0241312741312741,2
2,ctrl,B12,0.0193050193050193,3
2,ctrl,A03,0.0241312741312741,3
2,ctrl,B04,0.0193050193050193,2
2,ctrl,B04,0.0144787644787645,3
2,ctrl,B06,0.0193050193050193,2
2,ctrl,B06,0.0241312741312741,3
2,ctrl,C01,0.028957528957529,1
2,ctrl,C11,0.0627413127413127,1
2,ctrl,C09,0.0193050193050193,1
2,ctrl,C01,0.0386100386100386,2
2,ctrl,C07,0.028957528957529,1
2,ctrl,C07,0.028957528957529,2
2,ctrl,C11,0.101351351351351,2
2,ctrl,C09,0.0241312741312741,2
2,ctrl,H04,0.0241312741312741,1
2,ctrl,C07,0.0241312741312741,3
2,ctrl,C03,0.028957528957529,1
2,ctrl,C01,0.0337837837837838,3
2,ctrl,C05,0.0241312741312741,1
2,ctrl,C09,0.0193050193050193,3
2,ctrl,H04,0.0193050193050193,2
2,ctrl,C11,0.0675675675675676,3
2,ctrl,H04,0.0144787644787645,3
2,ctrl,C03,0.0193050193050193,2
2,ctrl,C03,0.0193050193050193,3
2,ctrl,C05,0.0241312741312741,2
2,ctrl,C05,0.0241312741312741,3
2,ctrl,C02,0.0241312741312741,1
2,ctrl,C12,0.0193050193050193,1
2,ctrl,C10,0.0193050193050193,1
2,ctrl,C02,0.028957528957529,2
2,ctrl,C08,0.0241312741312741,1
2,ctrl,C08,0.0241312741312741,2
2,ctrl,C12,0.0193050193050193,2
2,ctrl,C10,0.0193050193050193,2
2,ctrl,A05,0.0193050193050193,1
2,ctrl,C08,0.0241312741312741,3
2,ctrl,C04,0.0193050193050193,1
2,ctrl,C02,0.0193050193050193,3
2,ctrl,C06,0.0144787644787645,1
2,ctrl,C10,0.0144787644787645,3
2,ctrl,A05,0.0193050193050193,2
2,ctrl,C12,0.0144787644787645,3
2,ctrl,A05,0.0144787644787645,3
2,ctrl,C04,0.0193050193050193,2
2,ctrl,C04,0.0193050193050193,3
2,ctrl,C06,0.0193050193050193,2
2,ctrl,C06,0.0193050193050193,3
2,ctrl,D01,0.0241312741312741,1
2,ctrl,D11,0.0241312741312741,1
2,ctrl,D09,0.0241312741312741,1
2,ctrl,D01,0.0241312741312741,2
2,ctrl,D07,0.028957528957529,1
2,ctrl,D07,0.028957528957529,2
2,ctrl,D11,0.0482625482625483,2
2,ctrl,D09,0.0193050193050193,2
2,ctrl,H06,0.0241312741312741,1
2,ctrl,D07,0.028957528957529,3
2,ctrl,D03,0.0241312741312741,1
2,ctrl,D01,0.0193050193050193,3
2,ctrl,D05,0.0144787644787645,1
2,ctrl,D09,0.0144787644787645,3
2,ctrl,H06,0.0193050193050193,2
2,ctrl,D11,0.0144787644787645,3
2,ctrl,H06,0.0193050193050193,3
2,ctrl,D03,0.00965250965250965,2
2,ctrl,D03,0.0144787644787645,3
2,ctrl,D05,0.0193050193050193,2
2,ctrl,D05,0.0193050193050193,3
2,ctrl,D02,0.0241312741312741,1
2,ctrl,D12,0.0193050193050193,1
2,ctrl,D10,0.0241312741312741,1
2,ctrl,D02,0.0241312741312741,2
2,ctrl,D08,0.0241312741312741,1
2,ctrl,D08,0.028957528957529,2
2,ctrl,D12,0.028957528957529,2
2,ctrl,D10,0.0193050193050193,2
2,ctrl,A07,0.0241312741312741,1
2,ctrl,D08,0.028957528957529,3
2,ctrl,D04,0.0193050193050193,1
2,ctrl,D02,0.0144787644787645,3
2,ctrl,D06,0.0144787644787645,1
2,ctrl,D10,0.0144787644787645,3
2,ctrl,A07,0.0144787644787645,2
2,ctrl,D12,0.0144787644787645,3
2,ctrl,A07,0.0144787644787645,3
2,ctrl,D04,0.0144787644787645,2
2,ctrl,D04,0.0144787644787645,3
2,ctrl,D06,0.0193050193050193,2
2,ctrl,D06,0.0193050193050193,3
2,ctrl,E01,0.028957528957529,1
2,ctrl,E11,0.0482625482625483,1
2,ctrl,E09,0.0386100386100386,1
2,ctrl,E01,0.0241312741312741,2
2,ctrl,E07,0.028957528957529,1
2,ctrl,E07,0.028957528957529,2
2,ctrl,E11,0.0337837837837838,2
2,ctrl,E09,0.028957528957529,2
2,ctrl,H08,0.0193050193050193,1
2,ctrl,E07,0.028957528957529,3
2,ctrl,E03,0.0241312741312741,1
2,ctrl,E01,0.0193050193050193,3
2,ctrl,E05,0.0193050193050193,1
2,ctrl,E09,0.0193050193050193,3
2,ctrl,H08,0.0193050193050193,2
2,ctrl,E11,0.0193050193050193,3
2,ctrl,H08,0.0144787644787645,3
2,ctrl,E03,0.0144787644787645,2
2,ctrl,E03,0.0144787644787645,3
2,ctrl,E05,0.0627413127413127,2
2,ctrl,E05,0.0193050193050193,3
2,ctrl,E02,0.0241312741312741,1
2,ctrl,E12,0.0241312741312741,1
2,ctrl,E10,0.0241312741312741,1
2,ctrl,E02,0.0241312741312741,2
2,ctrl,E08,0.028957528957529,1
2,ctrl,E08,0.028957528957529,2
2,ctrl,E12,0.0337837837837838,2
2,ctrl,E10,0.028957528957529,2
2,ctrl,A09,0.0241312741312741,1
2,ctrl,E08,0.0241312741312741,3
2,ctrl,E04,0.0144787644787645,1
2,ctrl,E02,0.0144787644787645,3
