Transfer,Experiment,Media,Function,MeasurementReplicate
2,ctrl,E06,0.0144787644787645,1
2,ctrl,E10,0.0144787644787645,3
2,ctrl,A09,0.0144787644787645,2
2,ctrl,E12,0.0144787644787645,3
2,ctrl,A09,0.0193050193050193,3
2,ctrl,E04,0.0144787644787645,2
2,ctrl,E04,0.0144787644787645,3
2,ctrl,E06,0.0193050193050193,2
2,ctrl,E06,0.0193050193050193,3
2,ctrl,F01,0.0241312741312741,1
2,ctrl,F11,0.0241312741312741,1
2,ctrl,F09,0.0241312741312741,1
2,ctrl,F01,0.0241312741312741,2
2,ctrl,F07,0.0386100386100386,1
2,ctrl,F07,0.0241312741312741,2
2,ctrl,F11,0.028957528957529,2
2,ctrl,F09,0.028957528957529,2
2,ctrl,F07,0.0241312741312741,3
2,ctrl,F03,0.0193050193050193,1
2,ctrl,F01,0.0193050193050193,3
2,ctrl,F05,0.0144787644787645,1
2,ctrl,F09,0.0386100386100386,3
2,ctrl,F11,0.0193050193050193,3
2,ctrl,F03,0.0193050193050193,2
2,ctrl,F03,0.0144787644787645,3
2,ctrl,F05,0.0193050193050193,2
2,ctrl,F05,0.0193050193050193,3
2,ctrl,F02,0.0241312741312741,1
2,ctrl,F12,0.0241312741312741,1
2,ctrl,F10,0.0241312741312741,1
2,ctrl,F02,0.0193050193050193,2
2,ctrl,F08,0.0241312741312741,1
2,ctrl,F08,0.0241312741312741,2
2,ctrl,F12,0.0241312741312741,2
2,ctrl,F10,0.0241312741312741,2
2,ctrl,A11,0.0193050193050193,1
2,ctrl,F08,0.0241312741312741,3
2,ctrl,F04,0.0193050193050193,1
2,ctrl,F02,0.0193050193050193,3
2,ctrl,F06,0.0144787644787645,1
2,ctrl,F10,0.0193050193050193,3
2,ctrl,A11,0.0193050193050193,2
2,ctrl,F12,0.0193050193050193,3
2,ctrl,A11,0.0193050193050193,3
2,ctrl,F04,0.0144787644787645,2
2,ctrl,F04,0.0144787644787645,3
2,ctrl,F06,0.0193050193050193,2
2,ctrl,F06,0.0193050193050193,3
2,ctrl,G01,0.0241312741312741,1
2,ctrl,G11,0.0193050193050193,1
2,ctrl,G09,0.0193050193050193,1
2,ctrl,G01,0.0241312741312741,2
2,ctrl,G07,0.0241312741312741,1
2,ctrl,G07,0.028957528957529,2
2,ctrl,G11,0.028957528957529,2
2,ctrl,G09,0.028957528957529,2
2,ctrl,G07,0.0241312741312741,3
2,ctrl,G03,0.0193050193050193,1
2,ctrl,G01,0.0193050193050193,3
2,ctrl,G05,0.0193050193050193,1
2,ctrl,G09,0.0193050193050193,3
2,ctrl,G11,0.0193050193050193,3
2,ctrl,G03,0.0193050193050193,2
2,ctrl,G03,0.0193050193050193,3
2,ctrl,G05,0.0193050193050193,2
2,ctrl,G05,0.0241312741312741,3
2,ctrl,G02,0.0241312741312741,1
2,ctrl,G12,0.0675675675675676,1
2,ctrl,G10,0.0241312741312741,1
2,ctrl,G02,0.0193050193050193,2
2,ctrl,G08,0.028957528957529,1
2,ctrl,G08,0.0241312741312741,2
2,ctrl,G12,0.0241312741312741,2
2,ctrl,G10,0.0241312741312741,2
2,ctrl,G08,0.0482625482625483,3
2,ctrl,G04,0.0193050193050193,1
2,ctrl,G02,0.0193050193050193,3
2,ctrl,G06,0.0144787644787645,1
2,ctrl,G10,0.0241312741312741,3
2,ctrl,G12,0.0241312741312741,3
2,ctrl,G04,0.0193050193050193,2
2,ctrl,G04,0.0193050193050193,3
2,ctrl,G06,0.0193050193050193,2
2,ctrl,G06,0.0193050193050193,3
2,ctrl,H01,0.0241312741312741,1
2,ctrl,H01,0.0241312741312741,2
2,ctrl,H07,0.028957528957529,1
2,ctrl,H07,0.028957528957529,2
2,ctrl,H07,0.0241312741312741,3
2,ctrl,H03,0.0241312741312741,1
2,ctrl,H01,0.0193050193050193,3
2,ctrl,H05,0.0144787644787645,1
2,ctrl,H03,0.0193050193050193,2
2,ctrl,H03,0.028957528957529,3
2,ctrl,H05,0.0193050193050193,2
2,ctrl,H05,0.0193050193050193,3
2,expt,A02,0.0221877080097626,1
2,expt,A12,0.0177501664078101,1
2,expt,A10,0.0177501664078101,1
2,expt,A02,0.0221877080097626,2
2,expt,A08,0.0221877080097626,1
2,expt,A08,0.0221877080097626,2
2,expt,A12,0.0221877080097626,2
2,expt,A10,0.0177501664078101,2
2,expt,A01,0.0221877080097626,1
2,expt,A08,0.0221877080097626,3
2,expt,A04,0.0177501664078101,1
2,expt,A02,0.0177501664078101,3
2,expt,A06,0.0177501664078101,1
2,expt,A10,0.0488129576214777,3
2,expt,A01,0.0355003328156202,2
2,expt,A12,0.0177501664078101,3
2,expt,A01,0.0177501664078101,3
2,expt,A04,0.0221877080097626,2
2,expt,A04,0.0177501664078101,3
2,expt,A06,0.0221877080097626,2
2,expt,A06,0.0221877080097626,3
2,expt,B01,0.0221877080097626,1
2,expt,B11,0.0221877080097626,1
2,expt,B09,0.0221877080097626,1
2,expt,B01,0.0221877080097626,2
2,expt,B07,0.0221877080097626,1
2,expt,B07,0.0221877080097626,2
2,expt,B11,0.0310627912136676,2
2,expt,B09,0.0221877080097626,2
2,expt,H02,0.0443754160195252,1
2,expt,B07,0.0221877080097626,3
2,expt,B03,0.0177501664078101,1
2,expt,B01,0.0177501664078101,3
2,expt,B05,0.0221877080097626,1
2,expt,B09,0.0177501664078101,3
2,expt,H02,0.0488129576214777,2
2,expt,B11,0.0221877080097626,3
2,expt,H02,0.0488129576214777,3
2,expt,B03,0.0177501664078101,2
2,expt,B03,0.0177501664078101,3
2,expt,B05,0.0221877080097626,2
2,expt,B05,0.0310627912136676,3
2,expt,B02,0.0221877080097626,1
2,expt,B12,0.0221877080097626,1
2,expt,B10,0.0221877080097626,1
2,expt,B02,0.0221877080097626,2
2,expt,B08,0.0221877080097626,1
2,expt,B08,0.0221877080097626,2
2,expt,B12,0.0221877080097626,2
2,expt,B10,0.0177501664078101,2
2,expt,A03,0.0177501664078101,1
2,expt,B08,0.0177501664078101,3
2,expt,B04,0.0177501664078101,1
2,expt,B02,0.0133126248058576,3
2,expt,B06,0.0177501664078101,1
2,expt,B10,0.0887508320390504,3
2,expt,A03,0.0177501664078101,2
2,expt,B12,0.0221877080097626,3
2,expt,A03,0.0177501664078101,3
2,expt,B04,0.0177501664078101,2
2,expt,B04,0.0177501664078101,3
2,expt,B06,0.0177501664078101,2
2,expt,B06,0.0221877080097626,3
2,expt,C01,0.0221877080097626,1
2,expt,C11,0.0310627912136676,1
2,expt,C09,0.0310627912136676,1
2,expt,C01,0.0221877080097626,2
2,expt,C07,0.0177501664078101,1
2,expt,C07,0.0177501664078101,2
2,expt,C11,0.0310627912136676,2
2,expt,C09,0.0310627912136676,2
2,expt,H04,0.0488129576214777,1
2,expt,C07,0.0133126248058576,3
2,expt,C03,0.0177501664078101,1
2,expt,C01,0.0133126248058576,3
2,expt,C05,0.0133126248058576,1
2,expt,C09,0.0355003328156202,3
2,expt,H04,0.0576880408253827,2
2,expt,C11,0.0355003328156202,3
2,expt,H04,0.0532504992234302,3
2,expt,C03,0.0221877080097626,2
2,expt,C03,0.0221877080097626,3
2,expt,C05,0.0133126248058576,2
2,expt,C05,0.0133126248058576,3
2,expt,C02,0.0221877080097626,1
2,expt,C12,0.0355003328156202,1
2,expt,C10,0.0310627912136676,1
2,expt,C02,0.0221877080097626,2
2,expt,C08,0.0133126248058576,1
2,expt,C08,0.0133126248058576,2
2,expt,C12,0.0310627912136676,2
2,expt,C10,0.0310627912136676,2
2,expt,A05,0.0177501664078101,1
2,expt,C08,0.0133126248058576,3
2,expt,C04,0.0221877080097626,1
2,expt,C02,0.0177501664078101,3
2,expt,C06,0.00887508320390504,1
2,expt,C10,0.0310627912136676,3
2,expt,A05,0.0177501664078101,2
2,expt,C12,0.0310627912136676,3
2,expt,A05,0.0177501664078101,3
2,expt,C04,0.0221877080097626,2
2,expt,C04,0.0221877080097626,3
2,expt,C06,0.0133126248058576,2
2,expt,C06,0.0133126248058576,3
2,expt,D01,0.372753494564012,1
2,expt,D11,0.0221877080097626,1
2,expt,D09,0.0221877080097626,1
2,expt,D01,0.399378744175727,2
2,expt,D07,0.0177501664078101,1
2,expt,D07,0.0221877080097626,2
2,expt,D11,0.0221877080097626,2
2,expt,D09,0.0221877080097626,2
2,expt,H06,0.0177501664078101,1
2,expt,D07,0.0221877080097626,3
2,expt,D03,0.457066785001109,1
2,expt,D01,0.439316618593299,3
2,expt,D05,0.0177501664078101,1
2,expt,D09,0.0221877080097626,3
2,expt,H06,0.0133126248058576,2
2,expt,D11,0.0221877080097626,3
2,expt,H06,0.0177501664078101,3
2,expt,D03,0.479254493010872,2
2,expt,D03,0.483692034612825,3
2,expt,D05,0.0177501664078101,2
2,expt,D05,0.0221877080097626,3
2,expt,D02,0.306190370534724,1
2,expt,D12,0.0221877080097626,1
2,expt,D10,0.0221877080097626,1
2,expt,D02,0.337253161748391,2
2,expt,D08,0.0177501664078101,1
2,expt,D08,0.0177501664078101,2
2,expt,D12,0.0221877080097626,2
2,expt,D10,0.0177501664078101,2
2,expt,A07,0.0177501664078101,1
2,expt,D08,0.0221877080097626,3
2,expt,D04,0.0931883736410029,1
2,expt,D02,0.439316618593299,3
2,expt,D06,0.0355003328156202,1
2,expt,D10,0.0221877080097626,3
2,expt,A07,0.0177501664078101,2
2,expt,D12,0.0221877080097626,3
2,expt,A07,0.0177501664078101,3
2,expt,D04,0.204126913689816,2
2,expt,D04,0.257377412913246,3
2,expt,D06,0.0221877080097626,2
2,expt,D06,0.0221877080097626,3
2,expt,E01,0.417128910583537,1
2,expt,E11,0.0221877080097626,1
2,expt,E09,0.0221877080097626,1
2,expt,E01,0.403816285777679,2
2,expt,E07,0.0177501664078101,1
2,expt,E07,0.0177501664078101,2
2,expt,E11,0.0177501664078101,2
2,expt,E09,0.0177501664078101,2
2,expt,H08,0.0177501664078101,1
2,expt,E07,0.0221877080097626,3
2,expt,E03,0.474816951408919,1
2,expt,E01,0.461504326603062,3
2,expt,E05,0.0177501664078101,1
2,expt,E09,0.0177501664078101,3
2,expt,H08,0.0177501664078101,2
2,expt,E11,0.0177501664078101,3
2,expt,H08,0.0177501664078101,3
2,expt,E03,0.501442201020635,2
2,expt,E03,0.497004659418682,3
2,expt,E05,0.0221877080097626,2
2,expt,E05,0.0221877080097626,3
2,expt,E02,0.417128910583537,1
2,expt,E12,0.0221877080097626,1
2,expt,E10,0.0221877080097626,1
2,expt,E02,0.439316618593299,2
2,expt,E08,0.0177501664078101,1
2,expt,E08,0.0177501664078101,2
2,expt,E12,0.0177501664078101,2
2,expt,E10,0.0177501664078101,2
2,expt,A09,0.0177501664078101,1
2,expt,E08,0.0177501664078101,3
2,expt,E04,0.536942533836255,1
2,expt,E02,0.488129576214777,3
2,expt,E06,0.0177501664078101,1
2,expt,E10,0.0177501664078101,3
2,expt,A09,0.0177501664078101,2
2,expt,E12,0.0177501664078101,3
2,expt,A09,0.0177501664078101,3
2,expt,E04,0.519192367428445,2
2,expt,E04,0.54581761704016,3
2,expt,E06,0.0177501664078101,2
2,expt,E06,0.0221877080097626,3
2,expt,F01,0.0221877080097626,1
2,expt,F11,0.0177501664078101,1
2,expt,F09,0.0221877080097626,1
2,expt,F01,0.0221877080097626,2
2,expt,F07,0.0221877080097626,1
2,expt,F07,0.0133126248058576,2
2,expt,F11,0.0177501664078101,2
2,expt,F09,0.0177501664078101,2
2,expt,F07,0.0177501664078101,3
2,expt,F03,0.0133126248058576,1
2,expt,F01,0.0221877080097626,3
2,expt,F05,0.0133126248058576,1
2,expt,F09,0.0221877080097626,3
2,expt,F11,0.0177501664078101,3
2,expt,F03,0.0133126248058576,2
2,expt,F03,0.0133126248058576,3
2,expt,F05,0.0177501664078101,2
2,expt,F05,0.0133126248058576,3
2,expt,F02,0.0843132904370978,1
2,expt,F12,0.0221877080097626,1
2,expt,F10,0.0177501664078101,1
2,expt,F02,0.0221877080097626,2
2,expt,F08,0.0133126248058576,1
2,expt,F08,0.0133126248058576,2
2,expt,F12,0.0177501664078101,2
2,expt,F10,0.0133126248058576,2
2,expt,A11,0.0177501664078101,1
2,expt,F08,0.0133126248058576,3
2,expt,F04,0.0177501664078101,1
2,expt,F02,0.0177501664078101,3
2,expt,F06,0.00887508320390504,1
2,expt,F10,0.0221877080097626,3
2,expt,A11,0.0177501664078101,2
2,expt,F12,0.0221877080097626,3
2,expt,A11,0.0221877080097626,3
2,expt,F04,0.0221877080097626,2
2,expt,F04,0.0221877080097626,3
2,expt,F06,0.0133126248058576,2
2,expt,F06,0.0177501664078101,3
2,expt,G01,0.0266252496117151,1
2,expt,G11,0.0221877080097626,1
2,expt,G09,0.0221877080097626,1
2,expt,G01,0.0266252496117151,2
2,expt,G07,0.0177501664078101,1
2,expt,G07,0.0177501664078101,2
2,expt,G11,0.0177501664078101,2
2,expt,G09,0.0177501664078101,2
2,expt,G07,0.0133126248058576,3
2,expt,G03,0.0266252496117151,1
2,expt,G01,0.0221877080097626,3
2,expt,G05,0.0177501664078101,1
2,expt,G09,0.0221877080097626,3
2,expt,G11,0.0221877080097626,3
2,expt,G03,0.0266252496117151,2
2,expt,G03,0.0266252496117151,3
2,expt,G05,0.0443754160195252,2
2,expt,G05,0.0399378744175727,3
2,expt,G02,0.0266252496117151,1
2,expt,G12,0.0221877080097626,1
2,expt,G10,0.0221877080097626,1
2,expt,G02,0.0221877080097626,2
2,expt,G08,0.0221877080097626,1
2,expt,G08,0.0221877080097626,2
2,expt,G12,0.0221877080097626,2
2,expt,G10,0.0177501664078101,2
2,expt,G08,0.0177501664078101,3
2,expt,G04,0.0133126248058576,1
2,expt,G02,0.0221877080097626,3
2,expt,G06,0.0177501664078101,1
2,expt,G10,0.0221877080097626,3
2,expt,G12,0.0221877080097626,3
2,expt,G04,0.0177501664078101,2
2,expt,G04,0.0221877080097626,3
2,expt,G06,0.0221877080097626,2
2,expt,G06,0.0266252496117151,3
2,expt,H01,0.0621255824273353,1
2,expt,H01,0.0798757488351453,2
2,expt,H07,0.0177501664078101,1
2,expt,H07,0.0177501664078101,2
2,expt,H07,0.0221877080097626,3
2,expt,H03,0.0576880408253827,1
2,expt,H01,0.0621255824273353,3
2,expt,H05,0.0221877080097626,1
2,expt,H03,0.0976259152429554,2
2,expt,H03,0.0621255824273353,3
2,expt,H05,0.0665631240292878,2
2,expt,H05,0.0621255824273353,3
3,ctrl,A06,0.0200954534036674,1
3,ctrl,A01,0.0301431801055011,1
3,ctrl,A10,0.0251193167545843,1
3,ctrl,A10,0.0200954534036674,2
3,ctrl,A01,0.0251193167545843,2
3,ctrl,A12,0.0200954534036674,1
3,ctrl,A04,0.0251193167545843,1
3,ctrl,A04,0.0251193167545843,2
3,ctrl,A01,0.0251193167545843,3
3,ctrl,A06,0.0200954534036674,2
3,ctrl,A02,0.0301431801055011,1
3,ctrl,A04,0.0251193167545843,3
3,ctrl,A12,0.0200954534036674,2
3,ctrl,A08,0.0200954534036674,1
3,ctrl,A02,0.0301431801055011,2
3,ctrl,A06,0.0251193167545843,3
3,ctrl,A08,0.0552624968600854,2
3,ctrl,A02,0.0452147701582517,3
3,ctrl,A10,0.0251193167545843,3
3,ctrl,A12,0.0301431801055011,3
3,ctrl,A08,0.0301431801055011,3
3,ctrl,B05,0.0251193167545843,1
3,ctrl,H02,0.0251193167545843,1
3,ctrl,B09,0.0200954534036674,1
3,ctrl,B09,0.0251193167545843,2
3,ctrl,H02,0.0200954534036674,2
3,ctrl,B11,0.0200954534036674,1
3,ctrl,B03,0.0200954534036674,1
3,ctrl,B03,0.0200954534036674,2
3,ctrl,H02,0.0251193167545843,3
3,ctrl,B05,0.0200954534036674,2
3,ctrl,B01,0.0200954534036674,1
3,ctrl,B03,0.0200954534036674,3
3,ctrl,B11,0.0200954534036674,2
3,ctrl,B07,0.0200954534036674,1
3,ctrl,B01,0.0200954534036674,2
3,ctrl,B05,0.0251193167545843,3
3,ctrl,B07,0.0200954534036674,2
3,ctrl,B01,0.0251193167545843,3
3,ctrl,B09,0.0251193167545843,3
3,ctrl,B11,0.035167043456418,3
3,ctrl,B07,0.0301431801055011,3
3,ctrl,B06,0.0200954534036674,1
3,ctrl,A03,0.0200954534036674,1
3,ctrl,B10,0.0200954534036674,1
3,ctrl,B10,0.0200954534036674,2
3,ctrl,A03,0.0200954534036674,2
3,ctrl,B12,0.0200954534036674,1
3,ctrl,B04,0.0200954534036674,1
3,ctrl,B04,0.0200954534036674,2
3,ctrl,A03,0.0200954534036674,3
3,ctrl,B06,0.0200954534036674,2
3,ctrl,B02,0.0251193167545843,1
3,ctrl,B04,0.035167043456418,3
3,ctrl,B12,0.0200954534036674,2
3,ctrl,B08,0.0200954534036674,1
3,ctrl,B02,0.0251193167545843,2
3,ctrl,B06,0.0251193167545843,3
3,ctrl,B08,0.0251193167545843,2
3,ctrl,B02,0.0251193167545843,3
3,ctrl,B10,0.0200954534036674,3
3,ctrl,B12,0.0301431801055011,3
3,ctrl,B08,0.0301431801055011,3
3,ctrl,C05,0.0251193167545843,1
3,ctrl,H04,0.0200954534036674,1
3,ctrl,C09,0.0251193167545843,1
3,ctrl,C09,0.0200954534036674,2
3,ctrl,H04,0.0200954534036674,2
3,ctrl,C11,0.035167043456418,1
3,ctrl,C03,0.035167043456418,1
3,ctrl,C03,0.0200954534036674,2
3,ctrl,H04,0.0200954534036674,3
3,ctrl,C05,0.0200954534036674,2
3,ctrl,C01,0.0251193167545843,1
3,ctrl,C03,0.0200954534036674,3
3,ctrl,C11,0.035167043456418,2
3,ctrl,C07,0.0251193167545843,1
3,ctrl,C01,0.0251193167545843,2
3,ctrl,C05,0.0251193167545843,3
3,ctrl,C07,0.0200954534036674,2
3,ctrl,C01,0.0251193167545843,3
3,ctrl,C09,0.0200954534036674,3
3,ctrl,C11,0.165787490580256,3
3,ctrl,C07,0.0251193167545843,3
3,ctrl,C06,0.0200954534036674,1
3,ctrl,A05,0.0251193167545843,1
3,ctrl,C10,0.0502386335091686,1
3,ctrl,C10,0.0452147701582517,2
3,ctrl,A05,0.0251193167545843,2
3,ctrl,C12,0.0200954534036674,1
3,ctrl,C04,0.0251193167545843,1
3,ctrl,C04,0.0200954534036674,2
3,ctrl,A05,0.0200954534036674,3
3,ctrl,C06,0.0200954534036674,2
3,ctrl,C02,0.0251193167545843,1
3,ctrl,C04,0.0251193167545843,3
3,ctrl,C12,0.0200954534036674,2
3,ctrl,C08,0.0200954534036674,1
3,ctrl,C02,0.0251193167545843,2
3,ctrl,C06,0.0200954534036674,3
3,ctrl,C08,0.0200954534036674,2
3,ctrl,C02,0.0200954534036674,3
3,ctrl,C10,0.0452147701582517,3
3,ctrl,C12,0.27128862094951,3
3,ctrl,C08,0.0200954534036674,3
3,ctrl,D05,0.0251193167545843,1
3,ctrl,H06,0.0251193167545843,1
3,ctrl,D09,0.0200954534036674,1
3,ctrl,D09,0.0753579502637528,2
3,ctrl,H06,0.0251193167545843,2
3,ctrl,D11,0.0200954534036674,1
3,ctrl,D03,0.0251193167545843,1
3,ctrl,D03,0.0200954534036674,2
3,ctrl,H06,0.0301431801055011,3
3,ctrl,D05,0.0251193167545843,2
3,ctrl,D01,0.0251193167545843,1
3,ctrl,D03,0.0251193167545843,3
3,ctrl,D11,0.0301431801055011,2
3,ctrl,D07,0.0200954534036674,1
3,ctrl,D01,0.0301431801055011,2
3,ctrl,D05,0.0200954534036674,3
3,ctrl,D07,0.0251193167545843,2
3,ctrl,D01,0.0251193167545843,3
3,ctrl,D09,0.0200954534036674,3
3,ctrl,D11,0.145692037176589,3
3,ctrl,D07,0.0200954534036674,3
3,ctrl,D06,0.0301431801055011,1
3,ctrl,A07,0.0251193167545843,1
3,ctrl,D10,0.0301431801055011,1
3,ctrl,D10,0.0200954534036674,2
3,ctrl,A07,0.0251193167545843,2
3,ctrl,D12,0.0200954534036674,1
3,ctrl,D04,0.0200954534036674,1
3,ctrl,D04,0.0150715900527506,2
3,ctrl,A07,0.0150715900527506,3
3,ctrl,D06,0.0200954534036674,2
3,ctrl,D02,0.0200954534036674,1
3,ctrl,D04,0.0200954534036674,3
3,ctrl,D12,0.0150715900527506,2
3,ctrl,D08,0.0200954534036674,1
3,ctrl,D02,0.0251193167545843,2
3,ctrl,D06,0.0251193167545843,3
3,ctrl,D08,0.0200954534036674,2
3,ctrl,D02,0.0251193167545843,3
3,ctrl,D10,0.0200954534036674,3
3,ctrl,D12,0.0200954534036674,3
3,ctrl,D08,0.0401909068073348,3
3,ctrl,E05,0.0251193167545843,1
3,ctrl,H08,0.0251193167545843,1
3,ctrl,E09,0.0251193167545843,1
3,ctrl,E09,0.0251193167545843,2
3,ctrl,H08,0.0200954534036674,2
3,ctrl,E11,0.0251193167545843,1
3,ctrl,E03,0.140668173825672,1
3,ctrl,E03,0.0452147701582517,2
3,ctrl,H08,0.0200954534036674,3
3,ctrl,E05,0.0251193167545843,2
3,ctrl,E01,0.0602863602110023,1
3,ctrl,E03,0.0502386335091686,3
3,ctrl,E11,0.0251193167545843,2
3,ctrl,E07,0.0251193167545843,1
3,ctrl,E01,0.0552624968600854,2
3,ctrl,E05,0.0251193167545843,3
3,ctrl,E07,0.0251193167545843,2
3,ctrl,E01,0.0602863602110023,3
3,ctrl,E09,0.0200954534036674,3
3,ctrl,E11,0.0251193167545843,3
3,ctrl,E07,0.0401909068073348,3
3,ctrl,E06,0.0251193167545843,1
3,ctrl,A09,0.0200954534036674,1
3,ctrl,E10,0.0251193167545843,1
3,ctrl,E10,0.0251193167545843,2
3,ctrl,A09,0.0200954534036674,2
3,ctrl,E12,0.0200954534036674,1
3,ctrl,E04,0.0452147701582517,1
3,ctrl,E04,0.0452147701582517,2
3,ctrl,A09,0.0200954534036674,3
3,ctrl,E06,0.0200954534036674,2
3,ctrl,E02,0.0502386335091686,1
3,ctrl,E04,0.0552624968600854,3
3,ctrl,E12,0.0200954534036674,2
3,ctrl,E08,0.0301431801055011,1
3,ctrl,E02,0.0502386335091686,2
3,ctrl,E06,0.0200954534036674,3
3,ctrl,E08,0.0251193167545843,2
3,ctrl,E02,0.0502386335091686,3
3,ctrl,E10,0.0200954534036674,3
3,ctrl,E12,0.0251193167545843,3
3,ctrl,E08,0.0251193167545843,3
3,ctrl,F05,0.0200954534036674,1
3,ctrl,F09,0.0401909068073348,1
3,ctrl,F09,0.0251193167545843,2
3,ctrl,F11,0.0251193167545843,1
3,ctrl,F03,0.0301431801055011,1
3,ctrl,F03,0.0401909068073348,2
3,ctrl,F05,0.0200954534036674,2
3,ctrl,F01,0.0452147701582517,1
3,ctrl,F03,0.0401909068073348,3
3,ctrl,F11,0.0602863602110023,2
3,ctrl,F07,0.0200954534036674,1
3,ctrl,F01,0.0452147701582517,2
3,ctrl,F05,0.035167043456418,3
3,ctrl,F07,0.0251193167545843,2
3,ctrl,F01,0.0452147701582517,3
3,ctrl,F09,0.0301431801055011,3
3,ctrl,F11,0.0401909068073348,3
3,ctrl,F07,0.0251193167545843,3
3,ctrl,F06,0.0200954534036674,1
3,ctrl,A11,0.0251193167545843,1
3,ctrl,F10,0.0251193167545843,1
3,ctrl,F10,0.035167043456418,2
3,ctrl,A11,0.0552624968600854,2
3,ctrl,F12,0.0251193167545843,1
3,ctrl,F04,0.0301431801055011,1
3,ctrl,F04,0.0251193167545843,2
3,ctrl,A11,0.0251193167545843,3
3,ctrl,F06,0.0552624968600854,2
3,ctrl,F02,0.035167043456418,1
3,ctrl,F04,0.0502386335091686,3
3,ctrl,F12,0.0200954534036674,2
3,ctrl,F08,0.0200954534036674,1
3,ctrl,F02,0.035167043456418,2
3,ctrl,F06,0.0200954534036674,3
3,ctrl,F08,0.0200954534036674,2
3,ctrl,F02,0.0401909068073348,3
3,ctrl,F10,0.0200954534036674,3
3,ctrl,F12,0.0251193167545843,3
3,ctrl,F08,0.0251193167545843,3
3,ctrl,G05,0.0251193167545843,1
3,ctrl,G09,0.0301431801055011,1
3,ctrl,G09,0.035167043456418,2
3,ctrl,G11,0.035167043456418,1
3,ctrl,G03,0.0251193167545843,1
3,ctrl,G03,0.0200954534036674,2
3,ctrl,G05,0.0150715900527506,2
3,ctrl,G01,0.0200954534036674,1
3,ctrl,G03,0.0251193167545843,3
3,ctrl,G11,0.0251193167545843,2
3,ctrl,G07,0.0401909068073348,1
3,ctrl,G01,0.0251193167545843,2
3,ctrl,G05,0.0200954534036674,3
3,ctrl,G07,0.0301431801055011,2
3,ctrl,G01,0.0251193167545843,3
3,ctrl,G09,0.035167043456418,3
3,ctrl,G11,0.035167043456418,3
3,ctrl,G07,0.0251193167545843,3
3,ctrl,G06,0.0200954534036674,1
3,ctrl,G10,0.0301431801055011,1
3,ctrl,G10,0.035167043456418,2
3,ctrl,G12,0.035167043456418,1
3,ctrl,G04,0.0251193167545843,1
3,ctrl,G04,0.0200954534036674,2
3,ctrl,G06,0.0150715900527506,2
3,ctrl,G02,0.0200954534036674,1
3,ctrl,G04,0.0200954534036674,3
3,ctrl,G12,0.0301431801055011,2
3,ctrl,G08,0.0200954534036674,1
3,ctrl,G02,0.070334086912836,2
3,ctrl,G06,0.0200954534036674,3
3,ctrl,G08,0.0200954534036674,2
3,ctrl,G02,0.0251193167545843,3
3,ctrl,G10,0.035167043456418,3
3,ctrl,G12,0.0401909068073348,3
3,ctrl,G08,0.0251193167545843,3
3,ctrl,H05,0.0251193167545843,1
3,ctrl,H03,0.0301431801055011,1
3,ctrl,H03,0.0251193167545843,2
3,ctrl,H05,0.0200954534036674,2
3,ctrl,H01,0.0200954534036674,1
3,ctrl,H03,0.0401909068073348,3
3,ctrl,H07,0.0200954534036674,1
3,ctrl,H01,0.0251193167545843,2
3,ctrl,H05,0.0200954534036674,3
3,ctrl,H07,0.0200954534036674,2
3,ctrl,H01,0.0200954534036674,3
3,ctrl,H07,0.0251193167545843,3
3,expt,A06,0.0384338217631516,1
3,expt,A01,0.485226999759789,1
3,expt,A10,0.0192169108815758,1
3,expt,A10,0.0288253663223637,2
3,expt,A01,0.475618544319001,2
3,expt,A12,0.0192169108815758,1
3,expt,A04,0.480422772039395,1
3,expt,A04,0.475618544319001,2
3,expt,A01,0.490031227480183,3
3,expt,A06,0.0480422772039395,2
3,expt,A02,0.504443910641364,1
3,expt,A04,0.504443910641364,3
3,expt,A12,0.0144126831611818,2
3,expt,A08,0.0384338217631516,1
3,expt,A02,0.528465049243334,2
3,expt,A06,0.0480422772039395,3
3,expt,A08,0.0432380494835455,2
3,expt,A02,0.614941148210425,3
3,expt,A10,0.0192169108815758,3
3,expt,A12,0.0192169108815758,3
3,expt,A08,0.0384338217631516,3
3,expt,B05,0.0384338217631516,1
3,expt,H02,0.432380494835455,1
3,expt,B09,0.0192169108815758,1
3,expt,B09,0.0240211386019697,2
3,expt,H02,0.432380494835455,2
3,expt,B11,0.0192169108815758,1
3,expt,B03,0.485226999759789,1
3,expt,B03,0.485226999759789,2
3,expt,H02,0.446793177996637,3
3,expt,B05,0.0480422772039395,2
3,expt,B01,0.490031227480183,1
3,expt,B03,0.494835455200577,3
3,expt,B11,0.0192169108815758,2
3,expt,B07,0.0336295940427576,1
3,expt,B01,0.514052366082152,2
3,expt,B05,0.0384338217631516,3
3,expt,B07,0.0384338217631516,2
3,expt,B01,0.566898871006486,3
3,expt,B09,0.0192169108815758,3
3,expt,B11,0.0240211386019697,3
3,expt,B07,0.0432380494835455,3
3,expt,B06,0.0336295940427576,1
3,expt,A03,0.485226999759789,1
3,expt,B10,0.0288253663223637,1
3,expt,B10,0.0192169108815758,2
3,expt,A03,0.451597405717031,2
3,expt,B12,0.0144126831611818,1
3,expt,B04,0.0192169108815758,1
3,expt,B04,0.0144126831611818,2
3,expt,A03,0.451597405717031,3
3,expt,B06,0.0336295940427576,2
