Transfer,Offspring,OffspringFunction,MeasurementReplicate,Parent,ParentFunction,Origin
1,B09,0.0177501664078101,3,H07,0.140625,
1,B10,0.0221877080097626,1,H07,0.0989583333333333,
1,B10,0.0177501664078101,2,H07,0.109375,
1,B10,0.0887508320390504,3,H07,0.140625,
1,B11,0.0221877080097626,1,H07,0.0989583333333333,
1,B11,0.0310627912136676,2,H07,0.109375,
1,B11,0.0221877080097626,3,H07,0.140625,
1,B12,0.0221877080097626,1,H07,0.0989583333333333,
1,B12,0.0221877080097626,2,H07,0.109375,
1,B12,0.0221877080097626,3,H07,0.140625,
2,F09,0.0288253663223637,1,A10,0.0177501664078101,
2,F09,0.0240211386019697,2,A10,0.0177501664078101,
2,F09,0.0192169108815758,3,A10,0.0488129576214777,
2,F10,0.0288253663223637,1,A10,0.0177501664078101,
2,F10,0.0288253663223637,2,A10,0.0177501664078101,
2,F10,0.0192169108815758,3,A10,0.0488129576214777,
2,F11,0.0192169108815758,1,A10,0.0177501664078101,
2,F11,0.0240211386019697,2,A10,0.0177501664078101,
2,F11,0.0240211386019697,3,A10,0.0488129576214777,
2,F12,0.0192169108815758,1,A10,0.0177501664078101,
2,F12,0.0192169108815758,2,A10,0.0177501664078101,
2,F12,0.0192169108815758,3,A10,0.0488129576214777,
2,F05,0.0240211386019697,1,B10,0.0221877080097626,
2,F05,0.0192169108815758,2,B10,0.0177501664078101,
2,F05,0.0240211386019697,3,B10,0.0887508320390504,
2,F06,0.0240211386019697,1,B10,0.0221877080097626,
2,F06,0.0192169108815758,2,B10,0.0177501664078101,
2,F06,0.0192169108815758,3,B10,0.0887508320390504,
2,F07,0.0288253663223637,1,B10,0.0221877080097626,
2,F07,0.0240211386019697,2,B10,0.0177501664078101,
2,F07,0.0192169108815758,3,B10,0.0887508320390504,
2,F08,0.0192169108815758,1,B10,0.0221877080097626,
2,F08,0.0192169108815758,2,B10,0.0177501664078101,
2,F08,0.0336295940427576,3,B10,0.0887508320390504,
2,B09,0.0192169108815758,1,C09,0.0310627912136676,
2,B09,0.0240211386019697,2,C09,0.0310627912136676,
2,B09,0.0192169108815758,3,C09,0.0355003328156202,
2,B10,0.0288253663223637,1,C09,0.0310627912136676,
2,B10,0.0192169108815758,2,C09,0.0310627912136676,
2,B10,0.0192169108815758,3,C09,0.0355003328156202,
2,B11,0.0192169108815758,1,C09,0.0310627912136676,
2,B11,0.0192169108815758,2,C09,0.0310627912136676,
2,B11,0.0240211386019697,3,C09,0.0355003328156202,
2,B12,0.0144126831611818,1,C09,0.0310627912136676,
2,B12,0.0144126831611818,2,C09,0.0310627912136676,
2,B12,0.0240211386019697,3,C09,0.0355003328156202,
2,E09,0.0288253663223637,1,C10,0.0310627912136676,
2,E09,0.0240211386019697,2,C10,0.0310627912136676,
2,E09,0.0240211386019697,3,C10,0.0310627912136676,
2,E10,0.0288253663223637,1,C10,0.0310627912136676,
2,E10,0.0240211386019697,2,C10,0.0310627912136676,
2,E10,0.0192169108815758,3,C10,0.0310627912136676,
2,E11,0.0240211386019697,1,C10,0.0310627912136676,
2,E11,0.0192169108815758,2,C10,0.0310627912136676,
2,E11,0.0240211386019697,3,C10,0.0310627912136676,
2,E12,0.0240211386019697,1,C10,0.0310627912136676,
2,E12,0.0240211386019697,2,C10,0.0310627912136676,
2,E12,0.0288253663223637,3,C10,0.0310627912136676,
2,A09,0.0288253663223637,1,C11,0.0310627912136676,
2,A09,0.0288253663223637,2,C11,0.0310627912136676,
2,A09,0.0480422772039395,3,C11,0.0355003328156202,
2,A10,0.0192169108815758,1,C11,0.0310627912136676,
2,A10,0.0288253663223637,2,C11,0.0310627912136676,
2,A10,0.0192169108815758,3,C11,0.0355003328156202,
2,A11,0.0288253663223637,1,C11,0.0310627912136676,
2,A11,0.0192169108815758,2,C11,0.0310627912136676,
2,A11,0.0144126831611818,3,C11,0.0355003328156202,
2,A12,0.0192169108815758,1,C11,0.0310627912136676,
2,A12,0.0144126831611818,2,C11,0.0310627912136676,
2,A12,0.0192169108815758,3,C11,0.0355003328156202,
2,C09,0.0240211386019697,1,C12,0.0355003328156202,
2,C09,0.0240211386019697,2,C12,0.0310627912136676,
2,C09,0.0192169108815758,3,C12,0.0310627912136676,
2,C10,0.0192169108815758,1,C12,0.0355003328156202,
2,C10,0.0192169108815758,2,C12,0.0310627912136676,
2,C10,0.0192169108815758,3,C12,0.0310627912136676,
2,C11,0.0192169108815758,1,C12,0.0355003328156202,
2,C11,0.0192169108815758,2,C12,0.0310627912136676,
2,C11,0.0240211386019697,3,C12,0.0310627912136676,
2,C12,0.0192169108815758,1,C12,0.0355003328156202,
2,C12,0.0192169108815758,2,C12,0.0310627912136676,
2,C12,0.0192169108815758,3,C12,0.0310627912136676,
2,F01,0.441988950276243,1,D01,0.372753494564012,D01
2,F01,0.441988950276243,2,D01,0.399378744175727,D01
2,F01,0.456401633437425,3,D01,0.439316618593299,D01
2,F02,0.470814316598607,1,D01,0.372753494564012,D01
2,F02,0.470814316598607,2,D01,0.399378744175727,D01
2,F02,0.466010088878213,3,D01,0.439316618593299,D01
2,F03,0.408359356233485,1,D01,0.372753494564012,D01
2,F03,0.432380494835455,2,D01,0.399378744175727,D01
2,F03,0.461205861157819,3,D01,0.439316618593299,D01
2,F04,0.417967811674273,1,D01,0.372753494564012,D01
2,F04,0.408359356233485,2,D01,0.399378744175727,D01
2,F04,0.413163583953879,3,D01,0.439316618593299,D01
2,G01,0.413163583953879,1,D02,0.306190370534724,D01
2,G01,0.441988950276243,2,D02,0.337253161748391,D01
2,G01,0.470814316598607,3,D02,0.439316618593299,D01
2,G02,0.393946673072304,1,D02,0.306190370534724,D01
2,G02,0.427576267115061,2,D02,0.337253161748391,D01
2,G02,0.475618544319001,3,D02,0.439316618593299,D01
2,G03,0.384338217631516,1,D02,0.306190370534724,D01
2,G03,0.417967811674273,2,D02,0.337253161748391,D01
2,G03,0.451597405717031,3,D02,0.439316618593299,D01
2,G04,0.360317079029546,1,D02,0.306190370534724,D01
2,G04,0.36512130674994,2,D02,0.337253161748391,D01
2,G04,0.408359356233485,3,D02,0.439316618593299,D01
2,C01,0.437184722555849,1,D03,0.457066785001109,D01
2,C01,0.466010088878213,2,D03,0.479254493010872,D01
2,C01,0.504443910641364,3,D03,0.483692034612825,D01
2,C02,0.441988950276243,1,D03,0.457066785001109,D01
2,C02,0.451597405717031,2,D03,0.479254493010872,D01
2,C02,0.518856593802546,3,D03,0.483692034612825,D01
2,C03,0.441988950276243,1,D03,0.457066785001109,D01
2,C03,0.427576267115061,2,D03,0.479254493010872,D01
2,C03,0.398750900792698,3,D03,0.483692034612825,D01
2,C04,0.427576267115061,1,D03,0.457066785001109,D01
2,C04,0.470814316598607,2,D03,0.479254493010872,D01
2,C04,0.451597405717031,3,D03,0.483692034612825,D01
2,H01,0.427576267115061,1,D04,0.0931883736410029,D01
2,H01,0.456401633437425,2,D04,0.204126913689816,D01
2,H01,0.456401633437425,3,D04,0.257377412913246,D01
2,H02,0.432380494835455,1,D04,0.0931883736410029,D01
2,H02,0.432380494835455,2,D04,0.204126913689816,D01
2,H02,0.446793177996637,3,D04,0.257377412913246,D01
2,H03,0.393946673072304,1,D04,0.0931883736410029,D01
2,H03,0.374729762190728,2,D04,0.204126913689816,D01
2,H03,0.427576267115061,3,D04,0.257377412913246,D01
2,H04,0.446793177996637,1,D04,0.0931883736410029,D01
2,H04,0.441988950276243,2,D04,0.204126913689816,D01
2,H04,0.422772039394667,3,D04,0.257377412913246,D01
2,G09,0.0240211386019697,1,D06,0.0355003328156202,
2,G09,0.0240211386019697,2,D06,0.0221877080097626,
2,G09,0.0192169108815758,3,D06,0.0221877080097626,
2,G10,0.0240211386019697,1,D06,0.0355003328156202,
2,G10,0.0240211386019697,2,D06,0.0221877080097626,
2,G10,0.0192169108815758,3,D06,0.0221877080097626,
2,G11,0.0192169108815758,1,D06,0.0355003328156202,
2,G11,0.0192169108815758,2,D06,0.0221877080097626,
2,G11,0.0192169108815758,3,D06,0.0221877080097626,
2,G12,0.0240211386019697,1,D06,0.0355003328156202,
2,G12,0.0144126831611818,2,D06,0.0221877080097626,
2,G12,0.0240211386019697,3,D06,0.0221877080097626,
2,E01,0.470814316598607,1,E01,0.417128910583537,B01
2,E01,0.485226999759789,2,E01,0.403816285777679,B01
2,E01,0.533269276963728,3,E01,0.461504326603062,B01
2,E02,0.461205861157819,1,E01,0.417128910583537,B01
2,E02,0.475618544319001,2,E01,0.403816285777679,B01
2,E02,0.514052366082152,3,E01,0.461504326603062,B01
2,E03,0.466010088878213,1,E01,0.417128910583537,B01
2,E03,0.441988950276243,2,E01,0.403816285777679,B01
2,E03,0.494835455200577,3,E01,0.461504326603062,B01
2,E04,0.485226999759789,1,E01,0.417128910583537,B01
2,E04,0.466010088878213,2,E01,0.403816285777679,B01
2,E04,0.49963968292097,3,E01,0.461504326603062,B01
2,D01,0.437184722555849,1,E02,0.417128910583537,B01
2,D01,0.432380494835455,2,E02,0.439316618593299,B01
2,D01,0.475618544319001,3,E02,0.488129576214777,B01
2,D02,0.437184722555849,1,E02,0.417128910583537,B01
2,D02,0.427576267115061,2,E02,0.439316618593299,B01
2,D02,0.470814316598607,3,E02,0.488129576214777,B01
2,D03,0.432380494835455,1,E02,0.417128910583537,B01
2,D03,0.437184722555849,2,E02,0.439316618593299,B01
2,D03,0.441988950276243,3,E02,0.488129576214777,B01
2,D04,0.417967811674273,1,E02,0.417128910583537,B01
2,D04,0.413163583953879,2,E02,0.439316618593299,B01
2,D04,0.427576267115061,3,E02,0.488129576214777,B01
2,B01,0.490031227480183,1,E03,0.474816951408919,B01
2,B01,0.514052366082152,2,E03,0.501442201020635,B01
2,B01,0.566898871006486,3,E03,0.497004659418682,B01
2,B02,0.475618544319001,1,E03,0.474816951408919,B01
2,B02,0.49963968292097,2,E03,0.501442201020635,B01
2,B02,0.557290415565698,3,E03,0.497004659418682,B01
2,B03,0.485226999759789,1,E03,0.474816951408919,B01
2,B03,0.485226999759789,2,E03,0.501442201020635,B01
2,B03,0.494835455200577,3,E03,0.497004659418682,B01
2,B04,0.0192169108815758,1,E03,0.474816951408919,B01
2,B04,0.0144126831611818,2,E03,0.501442201020635,B01
2,B04,0.0144126831611818,3,E03,0.497004659418682,B01
2,A01,0.485226999759789,1,E04,0.536942533836255,B01
2,A01,0.475618544319001,2,E04,0.519192367428445,B01
2,A01,0.490031227480183,3,E04,0.54581761704016,B01
2,A02,0.504443910641364,1,E04,0.536942533836255,B01
2,A02,0.528465049243334,2,E04,0.519192367428445,B01
2,A02,0.614941148210425,3,E04,0.54581761704016,B01
2,A03,0.485226999759789,1,E04,0.536942533836255,B01
2,A03,0.451597405717031,2,E04,0.519192367428445,B01
2,A03,0.451597405717031,3,E04,0.54581761704016,B01
2,A04,0.480422772039395,1,E04,0.536942533836255,B01
2,A04,0.475618544319001,2,E04,0.519192367428445,B01
2,A04,0.504443910641364,3,E04,0.54581761704016,B01
2,G05,0.0240211386019697,1,F02,0.0843132904370978,
2,G05,0.0192169108815758,2,F02,0.0221877080097626,
2,G05,0.0288253663223637,3,F02,0.0177501664078101,
2,G06,0.0192169108815758,1,F02,0.0843132904370978,
2,G06,0.0144126831611818,2,F02,0.0221877080097626,
2,G06,0.0240211386019697,3,F02,0.0177501664078101,
2,G07,0.0192169108815758,1,F02,0.0843132904370978,
2,G07,0.0192169108815758,2,F02,0.0221877080097626,
2,G07,0.0240211386019697,3,F02,0.0177501664078101,
2,G08,0.0144126831611818,1,F02,0.0843132904370978,
2,G08,0.0288253663223637,2,F02,0.0221877080097626,
2,G08,0.0192169108815758,3,F02,0.0177501664078101,
2,H05,0.0192169108815758,1,G05,0.0177501664078101,
2,H05,0.0192169108815758,2,G05,0.0443754160195252,
2,H05,0.0240211386019697,3,G05,0.0399378744175727,
2,H06,0.0336295940427576,1,G05,0.0177501664078101,
2,H06,0.0192169108815758,2,G05,0.0443754160195252,
2,H06,0.0144126831611818,3,G05,0.0399378744175727,
2,H07,0.0192169108815758,1,G05,0.0177501664078101,
2,H07,0.0192169108815758,2,G05,0.0443754160195252,
2,H07,0.0432380494835455,3,G05,0.0399378744175727,
2,H08,0.0192169108815758,1,G05,0.0177501664078101,
2,H08,0.0240211386019697,2,G05,0.0443754160195252,
2,H08,0.0144126831611818,3,G05,0.0399378744175727,
2,B05,0.0384338217631516,1,H01,0.0621255824273353,
2,B05,0.0480422772039395,2,H01,0.0798757488351453,
2,B05,0.0384338217631516,3,H01,0.0621255824273353,
2,B06,0.0336295940427576,1,H01,0.0621255824273353,
2,B06,0.0336295940427576,2,H01,0.0798757488351453,
2,B06,0.0384338217631516,3,H01,0.0621255824273353,
2,B07,0.0336295940427576,1,H01,0.0621255824273353,
2,B07,0.0384338217631516,2,H01,0.0798757488351453,
2,B07,0.0432380494835455,3,H01,0.0621255824273353,
2,B08,0.0384338217631516,1,H01,0.0621255824273353,
2,B08,0.0384338217631516,2,H01,0.0798757488351453,
2,B08,0.0432380494835455,3,H01,0.0621255824273353,
2,E05,0.139322603891424,1,H02,0.0443754160195252,
2,E05,0.0432380494835455,2,H02,0.0488129576214777,
2,E05,0.0480422772039395,3,H02,0.0488129576214777,
2,E06,0.0384338217631516,1,H02,0.0443754160195252,
2,E06,0.0432380494835455,2,H02,0.0488129576214777,
2,E06,0.0480422772039395,3,H02,0.0488129576214777,
2,E07,0.0144126831611818,1,H02,0.0443754160195252,
2,E07,0.0144126831611818,2,H02,0.0488129576214777,
2,E07,0.0240211386019697,3,H02,0.0488129576214777,
2,E08,0.0432380494835455,1,H02,0.0443754160195252,
2,E08,0.0432380494835455,2,H02,0.0488129576214777,
2,E08,0.0480422772039395,3,H02,0.0488129576214777,
2,A05,0.0432380494835455,1,H03,0.0576880408253827,
2,A05,0.0384338217631516,2,H03,0.0976259152429554,
2,A05,0.0336295940427576,3,H03,0.0621255824273353,
2,A06,0.0384338217631516,1,H03,0.0576880408253827,
2,A06,0.0480422772039395,2,H03,0.0976259152429554,
2,A06,0.0480422772039395,3,H03,0.0621255824273353,
2,A07,0.0432380494835455,1,H03,0.0576880408253827,
2,A07,0.0384338217631516,2,H03,0.0976259152429554,
2,A07,0.0288253663223637,3,H03,0.0621255824273353,
2,A08,0.0384338217631516,1,H03,0.0576880408253827,
2,A08,0.0432380494835455,2,H03,0.0976259152429554,
2,A08,0.0384338217631516,3,H03,0.0621255824273353,
2,C05,0.0384338217631516,1,H04,0.0488129576214777,
