Transfer,Offspring,OffspringFunction,MeasurementReplicate,Parent,ParentFunction,Origin
2,C05,0.0432380494835455,2,H04,0.0576880408253827,
2,C05,0.0432380494835455,3,H04,0.0532504992234302,
2,C06,0.0384338217631516,1,H04,0.0488129576214777,
2,C06,0.0432380494835455,2,H04,0.0576880408253827,
2,C06,0.0432380494835455,3,H04,0.0532504992234302,
2,C07,0.0432380494835455,1,H04,0.0488129576214777,
2,C07,0.0432380494835455,2,H04,0.0576880408253827,
2,C07,0.0480422772039395,3,H04,0.0532504992234302,
2,C08,0.0384338217631516,1,H04,0.0488129576214777,
2,C08,0.0432380494835455,2,H04,0.0576880408253827,
2,C08,0.0480422772039395,3,H04,0.0532504992234302,
2,D05,0.0192169108815758,1,H05,0.0221877080097626,
2,D05,0.0192169108815758,2,H05,0.0665631240292878,
2,D05,0.0240211386019697,3,H05,0.0621255824273353,
2,D06,0.0144126831611818,1,H05,0.0221877080097626,
2,D06,0.0240211386019697,2,H05,0.0665631240292878,
2,D06,0.0144126831611818,3,H05,0.0621255824273353,
2,D07,0.0144126831611818,1,H05,0.0221877080097626,
2,D07,0.0192169108815758,2,H05,0.0665631240292878,
2,D07,0.0192169108815758,3,H05,0.0621255824273353,
2,D08,0.0144126831611818,1,H05,0.0221877080097626,
2,D08,0.0192169108815758,2,H05,0.0665631240292878,
2,D08,0.0192169108815758,3,H05,0.0621255824273353,
3,G01,0.371678126742241,1,A01,0.485226999759789,B01
3,G01,0.32335997026575,2,A01,0.475618544319001,B01
3,G01,0.375394908009664,3,A01,0.490031227480183,B01
3,G02,0.360527782939974,1,A01,0.485226999759789,B01
3,G02,0.315926407730905,2,A01,0.475618544319001,B01
3,G02,0.364244564207396,3,A01,0.490031227480183,B01
3,G03,0.434863408288422,1,A01,0.485226999759789,B01
3,G03,0.360527782939974,2,A01,0.475618544319001,B01
3,G03,0.330793532800595,3,A01,0.490031227480183,B01
3,G04,0.423713064486155,1,A01,0.485226999759789,B01
3,G04,0.338227095335439,2,A01,0.475618544319001,B01
3,G04,0.315926407730905,3,A01,0.490031227480183,B01
3,A01,0.375394908009664,1,A02,0.504443910641364,B01
3,A01,0.345660657870284,2,A02,0.528465049243334,B01
3,A01,0.360527782939974,3,A02,0.614941148210425,B01
3,A02,0.442296970823267,1,A02,0.504443910641364,B01
3,A02,0.382828470544508,2,A02,0.528465049243334,B01
3,A02,0.423713064486155,3,A02,0.614941148210425,B01
3,A03,0.341943876602862,1,A02,0.504443910641364,B01
3,A03,0.364244564207396,2,A02,0.528465049243334,B01
3,A03,0.341943876602862,3,A02,0.614941148210425,B01
3,A04,0.419996283218733,1,A02,0.504443910641364,B01
3,A04,0.397695595614198,2,A02,0.528465049243334,B01
3,A04,0.356811001672552,3,A02,0.614941148210425,B01
3,F05,0.367961345474819,1,A03,0.485226999759789,B01
3,F05,0.345660657870284,2,A03,0.451597405717031,B01
3,F05,0.341943876602862,3,A03,0.451597405717031,B01
3,F06,0.341943876602862,1,A03,0.485226999759789,B01
3,F06,0.32335997026575,2,A03,0.451597405717031,B01
3,F06,0.330793532800595,3,A03,0.451597405717031,B01
3,F07,0.382828470544508,1,A03,0.485226999759789,B01
3,F07,0.356811001672552,2,A03,0.451597405717031,B01
3,F07,0.360527782939974,3,A03,0.451597405717031,B01
3,F08,0.353094220405129,1,A03,0.485226999759789,B01
3,F08,0.327076751533172,2,A03,0.451597405717031,B01
3,F08,0.330793532800595,3,A03,0.451597405717031,B01
3,F01,0.353094220405129,1,A04,0.480422772039395,B01
3,F01,0.327076751533172,2,A04,0.475618544319001,B01
3,F01,0.379111689277086,3,A04,0.504443910641364,B01
3,F02,0.353094220405129,1,A04,0.480422772039395,B01
3,F02,0.32335997026575,2,A04,0.475618544319001,B01
3,F02,0.364244564207396,3,A04,0.504443910641364,B01
3,F03,0.397695595614198,1,A04,0.480422772039395,B01
3,F03,0.349377439137707,2,A04,0.475618544319001,B01
3,F03,0.341943876602862,3,A04,0.504443910641364,B01
3,F04,0.393978814346776,1,A04,0.480422772039395,B01
3,F04,0.345660657870284,2,A04,0.475618544319001,B01
3,F04,0.32335997026575,3,A04,0.504443910641364,B01
3,B01,0.446013752090689,1,B01,0.490031227480183,B01
3,B01,0.364244564207396,2,B01,0.514052366082152,B01
3,B01,0.371678126742241,3,B01,0.566898871006486,B01
3,B02,0.367961345474819,1,B01,0.490031227480183,B01
3,B02,0.379111689277086,2,B01,0.514052366082152,B01
3,B02,0.367961345474819,3,B01,0.566898871006486,B01
3,B03,0.446013752090689,1,B01,0.490031227480183,B01
3,B03,0.431146627021,2,B01,0.514052366082152,B01
3,B03,0.371678126742241,3,B01,0.566898871006486,B01
3,B04,0.0148671250696896,1,B01,0.490031227480183,B01
3,B04,0.0185839063371121,2,B01,0.514052366082152,B01
3,B04,0.0111503438022672,3,B01,0.566898871006486,B01
3,C01,0.386545251811931,1,B02,0.475618544319001,B01
3,C01,0.353094220405129,2,B02,0.49963968292097,B01
3,C01,0.41627950195131,3,B02,0.557290415565698,B01
3,C02,0.375394908009664,1,B02,0.475618544319001,B01
3,C02,0.341943876602862,2,B02,0.49963968292097,B01
3,C02,0.390262033079353,3,B02,0.557290415565698,B01
3,C03,0.397695595614198,1,B02,0.475618544319001,B01
3,C03,0.356811001672552,2,B02,0.49963968292097,B01
3,C03,0.349377439137707,3,B02,0.557290415565698,B01
3,C04,0.371678126742241,1,B02,0.475618544319001,B01
3,C04,0.375394908009664,2,B02,0.49963968292097,B01
3,C04,0.353094220405129,3,B02,0.557290415565698,B01
3,E01,0.427429845753577,1,B03,0.485226999759789,B01
3,E01,0.349377439137707,2,B03,0.485226999759789,B01
3,E01,0.375394908009664,3,B03,0.494835455200577,B01
3,E02,0.371678126742241,1,B03,0.485226999759789,B01
3,E02,0.353094220405129,2,B03,0.485226999759789,B01
3,E02,0.379111689277086,3,B03,0.494835455200577,B01
3,E03,0.379111689277086,1,B03,0.485226999759789,B01
3,E03,0.364244564207396,2,B03,0.485226999759789,B01
3,E03,0.356811001672552,3,B03,0.494835455200577,B01
3,E04,0.390262033079353,1,B03,0.485226999759789,B01
3,E04,0.364244564207396,2,B03,0.485226999759789,B01
3,E04,0.360527782939974,3,B03,0.494835455200577,B01
3,D05,0.286192157591526,1,C01,0.437184722555849,D01
3,D05,0.312209626463483,2,C01,0.466010088878213,D01
3,D05,0.32335997026575,3,C01,0.504443910641364,D01
3,D06,0.20070618844081,1,C01,0.437184722555849,D01
3,D06,0.319643188998327,2,C01,0.466010088878213,D01
3,D06,0.286192157591526,3,C01,0.504443910641364,D01
3,D07,0.156104813231741,1,C01,0.437184722555849,D01
3,D07,0.178405500836276,2,C01,0.466010088878213,D01
3,D07,0.241590782382457,3,C01,0.504443910641364,D01
3,D08,0.063185281546181,1,C01,0.437184722555849,D01
3,D08,0.0743356253484483,2,C01,0.466010088878213,D01
3,D08,0.10778665675525,3,C01,0.504443910641364,D01
3,B05,0.393978814346776,1,C02,0.441988950276243,D01
3,B05,0.353094220405129,2,C02,0.451597405717031,D01
3,B05,0.345660657870284,3,C02,0.518856593802546,D01
3,B06,0.367961345474819,1,C02,0.441988950276243,D01
3,B06,0.345660657870284,2,C02,0.451597405717031,D01
3,B06,0.327076751533172,3,C02,0.518856593802546,D01
3,B07,0.301059282661215,1,C02,0.441988950276243,D01
3,B07,0.297342501393793,2,C02,0.451597405717031,D01
3,B07,0.289908938858948,3,C02,0.518856593802546,D01
3,B08,0.338227095335439,1,C02,0.441988950276243,D01
3,B08,0.32335997026575,2,C02,0.451597405717031,D01
3,B08,0.32335997026575,3,C02,0.518856593802546,D01
3,G05,0.297342501393793,1,C04,0.427576267115061,D01
3,G05,0.304776063928638,2,C04,0.470814316598607,D01
3,G05,0.297342501393793,3,C04,0.451597405717031,D01
3,G06,0.282475376324103,1,C04,0.427576267115061,D01
3,G06,0.289908938858948,2,C04,0.470814316598607,D01
3,G06,0.282475376324103,3,C04,0.451597405717031,D01
3,G07,0.341943876602862,1,C04,0.427576267115061,D01
3,G07,0.304776063928638,2,C04,0.470814316598607,D01
3,G07,0.312209626463483,3,C04,0.451597405717031,D01
3,G08,0.286192157591526,1,C04,0.427576267115061,D01
3,G08,0.297342501393793,2,C04,0.470814316598607,D01
3,G08,0.301059282661215,3,C04,0.451597405717031,D01
3,H05,0.382828470544508,1,D01,0.437184722555849,B01
3,H05,0.353094220405129,2,D01,0.432380494835455,B01
3,H05,0.341943876602862,3,D01,0.475618544319001,B01
3,H06,0.364244564207396,1,D01,0.437184722555849,B01
3,H06,0.375394908009664,2,D01,0.432380494835455,B01
3,H06,0.345660657870284,3,D01,0.475618544319001,B01
3,H07,0.367961345474819,1,D01,0.437184722555849,B01
3,H07,0.338227095335439,2,D01,0.432380494835455,B01
3,H07,0.341943876602862,3,D01,0.475618544319001,B01
3,H08,0.375394908009664,1,D01,0.437184722555849,B01
3,H08,0.360527782939974,2,D01,0.432380494835455,B01
3,H08,0.353094220405129,3,D01,0.475618544319001,B01
3,C09,0.438580189555845,1,D02,0.437184722555849,B01
3,C09,0.375394908009664,2,D02,0.427576267115061,B01
3,C09,0.397695595614198,3,D02,0.470814316598607,B01
3,C10,0.386545251811931,1,D02,0.437184722555849,B01
3,C10,0.390262033079353,2,D02,0.427576267115061,B01
3,C10,0.393978814346776,3,D02,0.470814316598607,B01
3,C11,0.364244564207396,1,D02,0.437184722555849,B01
3,C11,0.375394908009664,2,D02,0.427576267115061,B01
3,C11,0.419996283218733,3,D02,0.470814316598607,B01
3,C12,0.390262033079353,1,D02,0.437184722555849,B01
3,C12,0.367961345474819,2,D02,0.427576267115061,B01
3,C12,0.382828470544508,3,D02,0.470814316598607,B01
3,G09,0.397695595614198,1,D03,0.432380494835455,B01
3,G09,0.371678126742241,2,D03,0.437184722555849,B01
3,G09,0.375394908009664,3,D03,0.441988950276243,B01
3,G10,0.41627950195131,1,D03,0.432380494835455,B01
3,G10,0.345660657870284,2,D03,0.437184722555849,B01
3,G10,0.341943876602862,3,D03,0.441988950276243,B01
3,G11,0.382828470544508,1,D03,0.432380494835455,B01
3,G11,0.349377439137707,2,D03,0.437184722555849,B01
3,G11,0.356811001672552,3,D03,0.441988950276243,B01
3,G12,0.379111689277086,1,D03,0.432380494835455,B01
3,G12,0.341943876602862,2,D03,0.437184722555849,B01
3,G12,0.356811001672552,3,D03,0.441988950276243,B01
3,D01,0.379111689277086,1,E01,0.470814316598607,B01
3,D01,0.360527782939974,2,E01,0.485226999759789,B01
3,D01,0.419996283218733,3,E01,0.533269276963728,B01
3,D02,0.367961345474819,1,E01,0.470814316598607,B01
3,D02,0.364244564207396,2,E01,0.485226999759789,B01
3,D02,0.379111689277086,3,E01,0.533269276963728,B01
3,D03,0.442296970823267,1,E01,0.470814316598607,B01
3,D03,0.401412376881621,2,E01,0.485226999759789,B01
3,D03,0.375394908009664,3,E01,0.533269276963728,B01
3,D04,0.427429845753577,1,E01,0.470814316598607,B01
3,D04,0.397695595614198,2,E01,0.485226999759789,B01
3,D04,0.360527782939974,3,E01,0.533269276963728,B01
3,A05,0.390262033079353,1,E02,0.461205861157819,B01
3,A05,0.367961345474819,2,E02,0.475618544319001,B01
3,A05,0.345660657870284,3,E02,0.514052366082152,B01
3,A06,0.446013752090689,1,E02,0.461205861157819,B01
3,A06,0.412562720683888,2,E02,0.475618544319001,B01
3,A06,0.393978814346776,3,E02,0.514052366082152,B01
3,A07,0.371678126742241,1,E02,0.461205861157819,B01
3,A07,0.360527782939974,2,E02,0.475618544319001,B01
3,A07,0.364244564207396,3,E02,0.514052366082152,B01
3,A08,0.401412376881621,1,E02,0.461205861157819,B01
3,A08,0.379111689277086,2,E02,0.475618544319001,B01
3,A08,0.379111689277086,3,E02,0.514052366082152,B01
3,E05,0.390262033079353,1,E03,0.466010088878213,B01
3,E05,0.397695595614198,2,E03,0.441988950276243,B01
3,E05,0.386545251811931,3,E03,0.494835455200577,B01
3,E06,0.353094220405129,1,E03,0.466010088878213,B01
3,E06,0.367961345474819,2,E03,0.441988950276243,B01
3,E06,0.356811001672552,3,E03,0.494835455200577,B01
3,E07,0.408845939416465,1,E03,0.466010088878213,B01
3,E07,0.393978814346776,2,E03,0.441988950276243,B01
3,E07,0.393978814346776,3,E03,0.494835455200577,B01
3,E08,0.382828470544508,1,E03,0.466010088878213,B01
3,E08,0.371678126742241,2,E03,0.441988950276243,B01
3,E08,0.367961345474819,3,E03,0.494835455200577,B01
3,H01,0.379111689277086,1,E04,0.485226999759789,B01
3,H01,0.338227095335439,2,E04,0.466010088878213,B01
3,H01,0.386545251811931,3,E04,0.49963968292097,B01
3,H02,0.412562720683888,1,E04,0.485226999759789,B01
3,H02,0.379111689277086,2,E04,0.466010088878213,B01
3,H02,0.367961345474819,3,E04,0.49963968292097,B01
3,H03,0.460880877160379,1,E04,0.485226999759789,B01
3,H03,0.379111689277086,2,E04,0.466010088878213,B01
3,H03,0.353094220405129,3,E04,0.49963968292097,B01
3,H04,0.371678126742241,1,E04,0.485226999759789,B01
3,H04,0.356811001672552,2,E04,0.466010088878213,B01
3,H04,0.341943876602862,3,E04,0.49963968292097,B01
3,A09,0.319643188998327,1,F01,0.441988950276243,D01
3,A09,0.312209626463483,2,F01,0.441988950276243,D01
3,A09,0.32335997026575,3,F01,0.456401633437425,D01
3,A10,0.412562720683888,1,F01,0.441988950276243,D01
3,A10,0.419996283218733,2,F01,0.441988950276243,D01
3,A10,0.397695595614198,3,F01,0.456401633437425,D01
3,A11,0.327076751533172,1,F01,0.441988950276243,D01
3,A11,0.330793532800595,2,F01,0.441988950276243,D01
3,A11,0.278758595056681,3,F01,0.456401633437425,D01
3,A12,0.423713064486155,1,F01,0.441988950276243,D01
3,A12,0.397695595614198,2,F01,0.441988950276243,D01
3,A12,0.382828470544508,3,F01,0.456401633437425,D01
3,C05,0.130087344359784,1,F02,0.470814316598607,D01
3,C05,0.345660657870284,2,F02,0.470814316598607,D01
3,C05,0.275041813789258,3,F02,0.466010088878213,D01
3,C06,0.0817691878832931,1,F02,0.470814316598607,D01
3,C06,0.319643188998327,2,F02,0.470814316598607,D01
3,C06,0.167255157034009,3,F02,0.466010088878213,D01
3,C07,0.23044043858019,1,F02,0.470814316598607,D01
3,C07,0.182122282103698,2,F02,0.470814316598607,D01
3,C07,0.304776063928638,3,F02,0.466010088878213,D01
3,C08,0.159821594499164,1,F02,0.470814316598607,D01
3,C08,0.100353094220405,2,F02,0.470814316598607,D01
3,C08,0.182122282103698,3,F02,0.466010088878213,D01
3,D09,0.0669020628136034,1,G01,0.413163583953879,D01
3,D09,0.137520906894629,2,G01,0.441988950276243,D01
3,D09,0.152388031964319,3,G01,0.470814316598607,D01
3,D10,0.234157219847612,1,G01,0.413163583953879,D01
3,D10,0.282475376324103,2,G01,0.441988950276243,D01
3,D10,0.312209626463483,3,G01,0.470814316598607,D01
3,D11,0.0854859691507155,1,G01,0.413163583953879,D01
3,D11,0.338227095335439,2,G01,0.441988950276243,D01
3,D11,0.167255157034009,3,G01,0.470814316598607,D01
3,D12,0.282475376324103,1,G01,0.413163583953879,D01
3,D12,0.341943876602862,2,G01,0.441988950276243,D01
3,D12,0.312209626463483,3,G01,0.470814316598607,D01
3,B09,0.2155733135105,1,H01,0.427576267115061,D01
3,B09,0.301059282661215,2,H01,0.456401633437425,D01
3,B09,0.312209626463483,3,H01,0.456401633437425,D01
3,B10,0.297342501393793,1,H01,0.427576267115061,D01
3,B10,0.312209626463483,2,H01,0.456401633437425,D01
3,B10,0.338227095335439,3,H01,0.456401633437425,D01
3,B11,0.0966363129529827,1,H01,0.427576267115061,D01
3,B11,0.286192157591526,2,H01,0.456401633437425,D01
3,B11,0.278758595056681,3,H01,0.456401633437425,D01
3,B12,0.327076751533172,1,H01,0.427576267115061,D01
3,B12,0.360527782939974,2,H01,0.456401633437425,D01
3,B12,0.330793532800595,3,H01,0.456401633437425,D01
3,E09,0.0669020628136034,1,H02,0.432380494835455,D01
3,E09,0.10778665675525,2,H02,0.432380494835455,D01
3,E09,0.118937000557517,3,H02,0.446793177996637,D01
3,E10,0.182122282103698,1,H02,0.432380494835455,D01
3,E10,0.208139750975655,2,H02,0.432380494835455,D01
3,E10,0.304776063928638,3,H02,0.446793177996637,D01
3,E11,0.0594685002787586,1,H02,0.432380494835455,D01
3,E11,0.193272625905965,2,H02,0.432380494835455,D01
3,E11,0.182122282103698,3,H02,0.446793177996637,D01
3,E12,0.312209626463483,1,H02,0.432380494835455,D01
3,E12,0.319643188998327,2,H02,0.432380494835455,D01
3,E12,0.330793532800595,3,H02,0.446793177996637,D01
3,F09,0.234157219847612,1,H04,0.446793177996637,D01
3,F09,0.226723657312767,2,H04,0.441988950276243,D01
3,F09,0.297342501393793,3,H04,0.422772039394667,D01
3,F10,0.263891469986991,1,H04,0.446793177996637,D01
3,F10,0.252741126184724,2,H04,0.441988950276243,D01
3,F10,0.297342501393793,3,H04,0.422772039394667,D01
3,F11,0.12265378182494,1,H04,0.446793177996637,D01
3,F11,0.327076751533172,2,H04,0.441988950276243,D01
3,F11,0.304776063928638,3,H04,0.422772039394667,D01
3,F12,0.304776063928638,1,H04,0.446793177996637,D01
3,F12,0.319643188998327,2,H04,0.441988950276243,D01
3,F12,0.32335997026575,3,H04,0.422772039394667,D01
4,B01,0.250085645769099,1,A02,0.442296970823267,B01
4,B01,0.298047276464543,2,A02,0.382828470544508,B01
4,B01,0.246659815005139,3,A02,0.423713064486155,B01
4,B02,0.226104830421377,1,A02,0.442296970823267,B01
4,B02,0.212401507365536,2,A02,0.382828470544508,B01
4,B02,0.243233984241178,3,A02,0.423713064486155,B01
4,B03,0.219253168893457,1,A02,0.442296970823267,B01
4,B03,0.215827338129496,2,A02,0.382828470544508,B01
4,B03,0.222678999657417,3,A02,0.423713064486155,B01
4,B04,0.205549845837616,1,A02,0.442296970823267,B01
4,B04,0.215827338129496,2,A02,0.382828470544508,B01
4,B04,0.208975676601576,3,A02,0.423713064486155,B01
4,E05,0.246659815005139,1,A04,0.419996283218733,B01
4,E05,0.215827338129496,2,A04,0.397695595614198,B01
4,E05,0.229530661185337,3,A04,0.356811001672552,B01
4,E06,0.243233984241178,1,A04,0.419996283218733,B01
4,E06,0.215827338129496,2,A04,0.397695595614198,B01
4,E06,0.222678999657417,3,A04,0.356811001672552,B01
4,E07,0.280918122644741,1,A04,0.419996283218733,B01
4,E07,0.222678999657417,2,A04,0.397695595614198,B01
4,E07,0.246659815005139,3,A04,0.356811001672552,B01
4,E08,0.277492291880781,1,A04,0.419996283218733,B01
4,E08,0.232956491949298,2,A04,0.397695595614198,B01
4,E08,0.26036313806098,3,A04,0.356811001672552,B01
4,A01,0.205549845837616,1,A06,0.446013752090689,B01
4,A01,0.191846522781775,2,A06,0.412562720683888,B01
4,A01,0.219253168893457,3,A06,0.393978814346776,B01
4,A02,0.205549845837616,1,A06,0.446013752090689,B01
4,A02,0.191846522781775,2,A06,0.412562720683888,B01
4,A02,0.198698184309695,3,A06,0.393978814346776,B01
4,A03,0.178143199725934,1,A06,0.446013752090689,B01
4,A03,0.174717368961973,2,A06,0.412562720683888,B01
4,A03,0.219253168893457,3,A06,0.393978814346776,B01
4,A04,0.167865707434053,1,A06,0.446013752090689,B01
4,A04,0.157588215142172,2,A06,0.412562720683888,B01
4,A04,0.171291538198013,3,A06,0.393978814346776,B01
4,H05,0.25693730729702,1,A08,0.401412376881621,B01
4,H05,0.291195614936622,2,A08,0.379111689277086,B01
4,H05,0.301473107228503,3,A08,0.379111689277086,B01
4,H06,0.219253168893457,1,A08,0.401412376881621,B01
4,H06,0.205549845837616,2,A08,0.379111689277086,B01
4,H06,0.253511476533059,3,A08,0.379111689277086,B01
4,H07,0.304898937992463,1,A08,0.401412376881621,B01
4,H07,0.291195614936622,2,A08,0.379111689277086,B01
4,H07,0.318602261048304,3,A08,0.379111689277086,B01
4,H08,0.226104830421377,1,A08,0.401412376881621,B01
4,H08,0.208975676601576,2,A08,0.379111689277086,B01
4,H08,0.26378896882494,3,A08,0.379111689277086,B01
4,E01,0.171291538198013,1,A10,0.412562720683888,D01
4,E01,0.167865707434053,2,A10,0.419996283218733,D01
4,E01,0.184994861253854,3,A10,0.397695595614198,D01
4,E02,0.161014045906132,1,A10,0.412562720683888,D01
4,E02,0.157588215142172,2,A10,0.419996283218733,D01
4,E02,0.178143199725934,3,A10,0.397695595614198,D01
4,E03,0.164439876670093,1,A10,0.412562720683888,D01
4,E03,0.147310722850291,2,A10,0.419996283218733,D01
4,E03,0.164439876670093,3,A10,0.397695595614198,D01
4,E04,0.157588215142172,1,A10,0.412562720683888,D01
4,E04,0.140459061322371,2,A10,0.419996283218733,D01
4,E04,0.164439876670093,3,A10,0.397695595614198,D01
4,H01,0.215827338129496,1,A12,0.423713064486155,D01
4,H01,0.26036313806098,2,A12,0.397695595614198,D01
4,H01,0.26378896882494,3,A12,0.382828470544508,D01
4,H02,0.12675573826653,1,A12,0.423713064486155,D01
4,H02,0.116478245974649,2,A12,0.397695595614198,D01
4,H02,0.12675573826653,3,A12,0.382828470544508,D01
4,H03,0.171291538198013,1,A12,0.423713064486155,D01
4,H03,0.191846522781775,2,A12,0.397695595614198,D01
4,H03,0.239808153477218,3,A12,0.382828470544508,D01
4,H04,0.119904076738609,1,A12,0.423713064486155,D01
4,H04,0.109626584446728,2,A12,0.397695595614198,D01
4,H04,0.12675573826653,3,A12,0.382828470544508,D01
4,D05,0.229530661185337,1,B01,0.446013752090689,B01
4,D05,0.184994861253854,2,B01,0.364244564207396,B01
4,D05,0.232956491949298,3,B01,0.371678126742241,B01
4,D06,0.243233984241178,1,B01,0.446013752090689,B01
4,D06,0.212401507365536,2,B01,0.364244564207396,B01
4,D06,0.291195614936622,3,B01,0.371678126742241,B01
4,D07,0.2672147995889,1,B01,0.446013752090689,B01
4,D07,0.208975676601576,2,B01,0.364244564207396,B01
4,D07,0.239808153477218,3,B01,0.371678126742241,B01
4,D08,0.291195614936622,1,B01,0.446013752090689,B01
4,D08,0.222678999657417,2,B01,0.364244564207396,B01
4,D08,0.26036313806098,3,B01,0.371678126742241,B01
4,C01,0.25693730729702,1,B03,0.446013752090689,B01
4,C01,0.226104830421377,2,B03,0.431146627021,B01
4,C01,0.274066461116821,3,B03,0.371678126742241,B01
4,C02,0.246659815005139,1,B03,0.446013752090689,B01
4,C02,0.205549845837616,2,B03,0.431146627021,B01
4,C02,0.219253168893457,3,B03,0.371678126742241,B01
4,C03,0.239808153477218,1,B03,0.446013752090689,B01
4,C03,0.215827338129496,2,B03,0.431146627021,B01
4,C03,0.232956491949298,3,B03,0.371678126742241,B01
4,C04,0.222678999657417,1,B03,0.446013752090689,B01
4,C04,0.202124015073655,2,B03,0.431146627021,B01
4,C04,0.215827338129496,3,B03,0.371678126742241,B01
4,D09,0.26036313806098,1,C01,0.386545251811931,B01
4,D09,0.246659815005139,2,C01,0.353094220405129,B01
4,D09,0.322028091812265,3,C01,0.41627950195131,B01
4,D10,0.294621445700582,1,C01,0.386545251811931,B01
4,D10,0.356286399451867,2,C01,0.353094220405129,B01
4,D10,0.298047276464543,3,C01,0.41627950195131,B01
4,D11,0.222678999657417,1,C01,0.386545251811931,B01
4,D11,0.236382322713258,2,C01,0.353094220405129,B01
4,D11,0.236382322713258,3,C01,0.41627950195131,B01
4,D12,0.270640630352861,1,C01,0.386545251811931,B01
4,D12,0.291195614936622,2,C01,0.353094220405129,B01
4,D12,0.284343953408702,3,C01,0.41627950195131,B01
4,G01,0.270640630352861,1,C09,0.438580189555845,B01
4,G01,0.308324768756423,2,C09,0.375394908009664,B01
4,G01,0.318602261048304,3,C09,0.397695595614198,B01
4,G02,0.287769784172662,1,C09,0.438580189555845,B01
4,G02,0.308324768756423,2,C09,0.375394908009664,B01
4,G02,0.322028091812265,3,C09,0.397695595614198,B01
4,G03,0.250085645769099,1,C09,0.438580189555845,B01
4,G03,0.26036313806098,2,C09,0.375394908009664,B01
4,G03,0.294621445700582,3,C09,0.397695595614198,B01
4,G04,0.25693730729702,1,C09,0.438580189555845,B01
4,G04,0.284343953408702,2,C09,0.375394908009664,B01
4,G04,0.315176430284344,3,C09,0.397695595614198,B01
4,G05,0.250085645769099,1,C10,0.386545251811931,B01
4,G05,0.239808153477218,2,C10,0.390262033079353,B01
4,G05,0.229530661185337,3,C10,0.393978814346776,B01
4,G06,0.2672147995889,1,C10,0.386545251811931,B01
4,G06,0.291195614936622,2,C10,0.390262033079353,B01
4,G06,0.284343953408702,3,C10,0.393978814346776,B01
4,G07,0.287769784172662,1,C10,0.386545251811931,B01
4,G07,0.462487153134635,2,C10,0.390262033079353,B01
4,G07,0.349434737923947,3,C10,0.393978814346776,B01
4,G08,0.294621445700582,1,C10,0.386545251811931,B01
4,G08,0.294621445700582,2,C10,0.390262033079353,B01
4,G08,0.342583076396026,3,C10,0.393978814346776,B01
4,B09,0.212401507365536,1,C11,0.364244564207396,B01
4,B09,0.202124015073655,2,C11,0.375394908009664,B01
4,B09,0.226104830421377,3,C11,0.419996283218733,B01
4,B10,0.222678999657417,1,C11,0.364244564207396,B01
4,B10,0.219253168893457,2,C11,0.375394908009664,B01
4,B10,0.232956491949298,3,C11,0.419996283218733,B01
4,B11,0.212401507365536,1,C11,0.364244564207396,B01
4,B11,0.215827338129496,2,C11,0.375394908009664,B01
4,B11,0.212401507365536,3,C11,0.419996283218733,B01
4,B12,0.232956491949298,1,C11,0.364244564207396,B01
4,B12,0.243233984241178,2,C11,0.375394908009664,B01
4,B12,0.232956491949298,3,C11,0.419996283218733,B01
4,G09,0.274066461116821,1,C12,0.390262033079353,B01
4,G09,0.304898937992463,2,C12,0.367961345474819,B01
4,G09,0.339157245632066,3,C12,0.382828470544508,B01
4,G10,0.277492291880781,1,C12,0.390262033079353,B01
4,G10,0.322028091812265,2,C12,0.367961345474819,B01
4,G10,0.339157245632066,3,C12,0.382828470544508,B01
4,G11,0.243233984241178,1,C12,0.390262033079353,B01
4,G11,0.311750599520384,2,C12,0.367961345474819,B01
4,G11,0.325453922576225,3,C12,0.382828470544508,B01
4,G12,0.25693730729702,1,C12,0.390262033079353,B01
4,G12,0.315176430284344,2,C12,0.367961345474819,B01
4,G12,0.325453922576225,3,C12,0.382828470544508,B01
4,C09,0.215827338129496,1,D01,0.379111689277086,B01
4,C09,0.202124015073655,2,D01,0.360527782939974,B01
4,C09,0.226104830421377,3,D01,0.419996283218733,B01
4,C10,0.226104830421377,1,D01,0.379111689277086,B01
4,C10,0.232956491949298,2,D01,0.360527782939974,B01
4,C10,0.253511476533059,3,D01,0.419996283218733,B01
4,C11,0.212401507365536,1,D01,0.379111689277086,B01
4,C11,0.215827338129496,2,D01,0.360527782939974,B01
4,C11,0.212401507365536,3,D01,0.419996283218733,B01
4,C12,0.219253168893457,1,D01,0.379111689277086,B01
4,C12,0.202124015073655,2,D01,0.360527782939974,B01
4,C12,0.229530661185337,3,D01,0.419996283218733,B01
4,F01,0.274066461116821,1,D03,0.442296970823267,B01
4,F01,0.26036313806098,2,D03,0.401412376881621,B01
4,F01,0.291195614936622,3,D03,0.375394908009664,B01
4,F02,0.26036313806098,1,D03,0.442296970823267,B01
4,F02,0.26036313806098,2,D03,0.401412376881621,B01
4,F02,0.26378896882494,3,D03,0.375394908009664,B01
4,F03,0.236382322713258,1,D03,0.442296970823267,B01
4,F03,0.208975676601576,2,D03,0.401412376881621,B01
4,F03,0.239808153477218,3,D03,0.375394908009664,B01
4,F04,0.239808153477218,1,D03,0.442296970823267,B01
4,F04,0.222678999657417,2,D03,0.401412376881621,B01
4,F04,0.277492291880781,3,D03,0.375394908009664,B01
4,C05,0.229530661185337,1,D04,0.427429845753577,B01
4,C05,0.171291538198013,2,D04,0.397695595614198,B01
