Transfer,Experiment,Media,MeanFunction,SdFunction,SeFunction
1,ctrl,H07,0.0349353695663024,0.0034577048611446,0.00199630683236011
1,ctrl,H08,0.0509058242251834,0,0
1,expt,A01,0.046875,0,0
1,expt,A02,0.0381944444444444,0.0030070326520293,0.00173611111111111
1,expt,A03,0.0763888888888889,0.060140653040586,0.0347222222222222
1,expt,A04,0.0347222222222222,0.00300703265202927,0.0017361111111111
1,expt,A05,0.0850694444444445,0.0305180483181371,0.0176196034116184
1,expt,A06,0.0364583333333333,0,0
1,expt,A07,0.0902777777777778,0.0346787922837468,0.0200218100601924
1,expt,A08,0.046875,0.0090210979560879,0.00520833333333333
1,expt,A09,0.152777777777778,0.0483936106415499,0.0279400641309567
1,expt,A10,0.0364583333333334,0.00520833333333331,0.00300703265202929
1,expt,A11,0.140625,0.0677083333333333,0.0390914244763809
1,expt,A12,0.0434027777777778,0.0030070326520293,0.00173611111111111
1,expt,B01,0.331597222222222,0.0210492285642051,0.0121527777777778
1,expt,B02,0.0451388888888889,0.0150351632601465,0.00868055555555556
1,expt,B03,0.0347222222222222,0.00300703265202927,0.0017361111111111
1,expt,B04,0.0364583333333333,0,0
1,expt,B05,0.0312500000000001,0,0
1,expt,B06,0.0364583333333334,0.00520833333333331,0.00300703265202929
1,expt,B07,0.0520833333333334,0.0275599094902561,0.0159117211630411
1,expt,B08,0.0538194444444444,0.016742449237835,0.00966625757435768
1,expt,B09,0.0329861111111111,0.00300703265202927,0.0017361111111111
1,expt,B10,0.03125,0.00520833333333333,0.0030070326520293
1,expt,B11,0.0399305555555556,0.0030070326520293,0.00173611111111111
1,expt,B12,0.046875,0.0090210979560879,0.00520833333333333
1,expt,C01,0.0416666666666667,0,0
1,expt,C02,0.0347222222222222,0.00300703265202927,0.0017361111111111
1,expt,C03,0.0347222222222222,0.00300703265202927,0.0017361111111111
1,expt,C04,0.0312500000000001,0,0
1,expt,C05,0.0286458333333334,0.00368284781867997,0.00260416666666669
1,expt,C06,0.0347222222222222,0.00300703265202927,0.0017361111111111
1,expt,C07,0.0381944444444445,0.0120281306081172,0.00694444444444443
1,expt,C08,0.0677083333333333,0.0294627825494395,0.0208333333333333
1,expt,C09,0.0329861111111111,0.00300703265202927,0.0017361111111111
1,expt,C10,0.0416666666666667,0.0137799547451281,0.00795586058152054
1,expt,C11,0.0364583333333333,0,0
1,expt,C12,0.0572916666666667,0.015625,0.0090210979560879
1,expt,D01,0.345486111111111,0.00601406530405861,0.00347222222222223
1,expt,D02,0.0364583333333333,0,0
1,expt,D03,0.0381944444444444,0.0030070326520293,0.00173611111111111
1,expt,D04,0.0486111111111111,0.016742449237835,0.00966625757435768
1,expt,D05,0.0277777777777778,0.00300703265202933,0.00173611111111113
1,expt,D06,0.0625,0.0364583333333333,0.0210492285642051
1,expt,D07,0.0399305555555556,0.0197184317562509,0.0113844418824687
1,expt,D08,0.0607638888888889,0.0240562612162344,0.0138888888888889
1,expt,D09,0.0347222222222222,0.00795586058152055,0.00459331824837603
1,expt,D10,0.0538194444444444,0.0159117211630411,0.00918663649675205
1,expt,D11,0.0381944444444444,0.0030070326520293,0.00173611111111111
1,expt,D12,0.0763888888888889,0.0313943425694881,0.0181255321335253
1,expt,E01,0.0399305555555556,0.0030070326520293,0.00173611111111111
1,expt,E02,0.0364583333333333,0,0
1,expt,E03,0.0381944444444444,0.0030070326520293,0.00173611111111111
1,expt,E04,0.0416666666666667,0,0
1,expt,E05,0.0347222222222222,0.00300703265202927,0.0017361111111111
1,expt,E06,0.0451388888888889,0.0030070326520293,0.00173611111111111
1,expt,E07,0.0416666666666667,0.0137799547451281,0.00795586058152055
1,expt,E08,0.0659722222222222,0.0240562612162344,0.0138888888888889
1,expt,E09,0.0399305555555556,0.0108420104138861,0.00625963763101386
1,expt,E10,0.149305555555556,0.105374936843705,0.0608382481525529
1,expt,E11,0.0390625,0.00368284781867993,0.00260416666666666
1,expt,E12,0.116319444444444,0.0390914244763809,0.0225694444444444
1,expt,F01,0.0416666666666667,0,0
1,expt,F02,0.0416666666666667,0,0
1,expt,F03,0.0364583333333333,0,0
1,expt,F04,0.0399305555555556,0.0030070326520293,0.00173611111111111
1,expt,F05,0.0347222222222223,0.00601406530405857,0.00347222222222221
1,expt,F06,0.0486111111111111,0.00795586058152056,0.00459331824837603
1,expt,F07,0.0486111111111111,0.00601406530405861,0.00347222222222222
1,expt,F08,0.046875,0,0
1,expt,F09,0.0677083333333333,0.0137799547451281,0.00795586058152055
1,expt,F10,0.119791666666667,0.0275599094902561,0.0159117211630411
1,expt,F11,0.0399305555555556,0.0030070326520293,0.00173611111111111
1,expt,F12,0.173611111111111,0.0376780111357825,0.0217534098717737
1,expt,G01,0.0451388888888889,0.0030070326520293,0.00173611111111111
1,expt,G02,0.0434027777777778,0.0030070326520293,0.00173611111111111
1,expt,G03,0.0399305555555556,0.0030070326520293,0.00173611111111111
1,expt,G04,0.0416666666666667,0,0
1,expt,G05,0.0503472222222222,0.0108420104138861,0.00625963763101387
1,expt,G06,0.0729166666666667,0,0
1,expt,G07,0.0807291666666667,0.0110485434560398,0.0078125
1,expt,G08,0.0711805555555556,0.024613623053399,0.0142106818956119
1,expt,G09,0.0885416666666667,0.0220970869120796,0.015625
1,expt,G10,0.213541666666667,0.0413398642353842,0.0238675817445617
1,expt,G11,0.0399305555555556,0.0030070326520293,0.00173611111111111
1,expt,G12,0.260416666666667,0.0413398642353842,0.0238675817445617
1,expt,H01,0.0954861111111111,0.061699151541378,0.0356220217511861
1,expt,H02,0.0364583333333333,0,0
1,expt,H03,0.0347222222222222,0.00300703265202927,0.0017361111111111
1,expt,H04,0.0381944444444444,0.0030070326520293,0.00173611111111111
1,expt,H05,0.0850694444444445,0.0182910655431471,0.0105603516151011
1,expt,H06,0.0503472222222222,0.00300703265202931,0.00173611111111111
1,expt,H07,0.116319444444444,0.0216840208277722,0.0125192752620277
1,expt,H08,0.0486111111111111,0.00300703265202931,0.00173611111111111
2,ctrl,A01,0.0257400257400257,0.00278643952311596,0.00160875160875161
2,ctrl,A02,0.0305662805662806,0.00278643952311596,0.00160875160875161
2,ctrl,A03,0.0257400257400257,0.00278643952311596,0.00160875160875161
2,ctrl,A04,0.0225225225225225,0.00557287904623191,0.00321750321750322
2,ctrl,A05,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,A06,0.0193050193050193,0,0
2,ctrl,A07,0.0176962676962677,0.00557287904623191,0.00321750321750322
2,ctrl,A08,0.0402187902187902,0.0169492499241518,0.00978565400627127
2,ctrl,A09,0.0193050193050193,0.00482625482625483,0.00278643952311595
2,ctrl,A10,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,A11,0.0193050193050193,0,0
2,ctrl,A12,0.0209137709137709,0.00278643952311596,0.00160875160875161
2,ctrl,B01,0.0402187902187902,0.0238073497216035,0.0137451797704594
2,ctrl,B02,0.0241312741312741,0.00482625482625483,0.00278643952311596
2,ctrl,B03,0.0160875160875161,0.00278643952311595,0.00160875160875161
2,ctrl,B04,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,B05,0.0193050193050193,0,0
2,ctrl,B06,0.0193050193050193,0.00482625482625483,0.00278643952311595
2,ctrl,B07,0.0257400257400257,0.00278643952311596,0.00160875160875161
2,ctrl,B08,0.0225225225225225,0.00278643952311596,0.00160875160875161
2,ctrl,B09,0.028957528957529,0.00482625482625483,0.00278643952311596
2,ctrl,B10,0.0257400257400257,0.00278643952311596,0.00160875160875161
2,ctrl,B11,0.0257400257400257,0.00557287904623191,0.00321750321750322
2,ctrl,B12,0.028957528957529,0.00835931856934787,0.00482625482625483
2,ctrl,C01,0.0337837837837838,0.00482625482625483,0.00278643952311595
2,ctrl,C02,0.0241312741312741,0.00482625482625483,0.00278643952311596
2,ctrl,C03,0.0225225225225225,0.00557287904623191,0.00321750321750322
2,ctrl,C04,0.0193050193050193,0,0
2,ctrl,C05,0.0241312741312741,0,0
2,ctrl,C06,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,C07,0.0273487773487773,0.00278643952311596,0.00160875160875161
2,ctrl,C08,0.0241312741312741,0,0
2,ctrl,C09,0.0209137709137709,0.00278643952311596,0.00160875160875161
2,ctrl,C10,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,C11,0.0772200772200772,0.0210371570634202,0.0121458082935501
2,ctrl,C12,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,D01,0.0225225225225225,0.00278643952311596,0.00160875160875161
2,ctrl,D02,0.0209137709137709,0.00557287904623191,0.00321750321750322
2,ctrl,D03,0.0160875160875161,0.00737222602148623,0.00425635667803184
2,ctrl,D04,0.0160875160875161,0.00278643952311595,0.00160875160875161
2,ctrl,D05,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,D06,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,D07,0.028957528957529,0,0
2,ctrl,D08,0.0273487773487773,0.00278643952311596,0.00160875160875161
2,ctrl,D09,0.0193050193050193,0.00482625482625483,0.00278643952311595
2,ctrl,D10,0.0193050193050193,0.00482625482625483,0.00278643952311595
2,ctrl,D11,0.028957528957529,0.0174013092445173,0.010046650576574
2,ctrl,D12,0.0209137709137709,0.00737222602148623,0.00425635667803184
2,ctrl,E01,0.0241312741312741,0.00482625482625483,0.00278643952311596
2,ctrl,E02,0.0209137709137709,0.00557287904623191,0.00321750321750322
2,ctrl,E03,0.0176962676962677,0.00557287904623191,0.00321750321750322
2,ctrl,E04,0.0144787644787645,0,0
2,ctrl,E05,0.0337837837837838,0.0250779557080436,0.0144787644787645
2,ctrl,E06,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,E07,0.028957528957529,0,0
2,ctrl,E08,0.0273487773487773,0.00278643952311596,0.00160875160875161
2,ctrl,E09,0.028957528957529,0.00965250965250965,0.00557287904623191
2,ctrl,E10,0.0225225225225225,0.00737222602148623,0.00425635667803184
2,ctrl,E11,0.0337837837837838,0.0144787644787645,0.00835931856934787
2,ctrl,E12,0.0241312741312741,0.00965250965250965,0.00557287904623191
2,ctrl,F01,0.0225225225225225,0.00278643952311596,0.00160875160875161
2,ctrl,F02,0.0209137709137709,0.00278643952311596,0.00160875160875161
2,ctrl,F03,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,F04,0.0160875160875161,0.00278643952311595,0.00160875160875161
2,ctrl,F05,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,F06,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,F07,0.028957528957529,0.00835931856934786,0.00482625482625483
2,ctrl,F08,0.0241312741312741,0,0
2,ctrl,F09,0.0305662805662806,0.00737222602148623,0.00425635667803184
2,ctrl,F10,0.0225225225225225,0.00278643952311596,0.00160875160875161
2,ctrl,F11,0.0241312741312741,0.00482625482625483,0.00278643952311596
2,ctrl,F12,0.0225225225225225,0.00278643952311596,0.00160875160875161
2,ctrl,G01,0.0225225225225225,0.00278643952311596,0.00160875160875161
2,ctrl,G02,0.0209137709137709,0.00278643952311596,0.00160875160875161
2,ctrl,G03,0.0193050193050193,0,0
2,ctrl,G04,0.0193050193050193,0,0
2,ctrl,G05,0.0209137709137709,0.00278643952311596,0.00160875160875161
2,ctrl,G06,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,G07,0.0257400257400257,0.00278643952311596,0.00160875160875161
2,ctrl,G08,0.0337837837837838,0.0127690700340955,0.00737222602148623
2,ctrl,G09,0.0225225225225225,0.00557287904623191,0.00321750321750322
2,ctrl,G10,0.0241312741312741,0,0
2,ctrl,G11,0.0225225225225225,0.00557287904623191,0.00321750321750322
2,ctrl,G12,0.0386100386100386,0.0250779557080436,0.0144787644787645
2,ctrl,H01,0.0225225225225225,0.00278643952311596,0.00160875160875161
2,ctrl,H02,0.0193050193050193,0.00482625482625483,0.00278643952311595
2,ctrl,H03,0.0241312741312741,0.00482625482625483,0.00278643952311596
2,ctrl,H04,0.0193050193050193,0.00482625482625483,0.00278643952311595
2,ctrl,H05,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,ctrl,H06,0.0209137709137709,0.00278643952311596,0.00160875160875161
2,ctrl,H07,0.0273487773487773,0.00278643952311596,0.00160875160875161
2,ctrl,H08,0.0176962676962677,0.00278643952311595,0.00160875160875161
2,expt,A01,0.0251460690777309,0.00923747947400103,0.00533326126094814
2,expt,A02,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,A03,0.0177501664078101,0,0
2,expt,A04,0.0192293469417942,0.00256201583842745,0.00147918053398417
2,expt,A05,0.0177501664078101,0,0
2,expt,A06,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,A07,0.0177501664078101,0,0
2,expt,A08,0.0221877080097626,0,0
2,expt,A09,0.0177501664078101,0,0
2,expt,A10,0.0281044301456993,0.0179341108689921,0.0103542637378892
2,expt,A11,0.0192293469417942,0.00256201583842745,0.00147918053398417
2,expt,A12,0.0192293469417942,0.00256201583842745,0.00147918053398417
2,expt,B01,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,B02,0.0192293469417942,0.0051240316768549,0.00295836106796835
2,expt,B03,0.0177501664078101,0,0
2,expt,B04,0.0177501664078101,0,0
2,expt,B05,0.0251460690777309,0.0051240316768549,0.00295836106796835
2,expt,B06,0.0192293469417942,0.00256201583842745,0.00147918053398417
2,expt,B07,0.0221877080097626,0,0
2,expt,B08,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,B09,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,B10,0.042896235485541,0.0397731814503328,0.0229630570168775
2,expt,B11,0.0251460690777309,0.0051240316768549,0.00295836106796835
2,expt,B12,0.0221877080097626,0,0
2,expt,C01,0.0192293469417942,0.0051240316768549,0.00295836106796835
2,expt,C02,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,C03,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,C04,0.0221877080097626,0,0
2,expt,C05,0.0133126248058576,0,0
2,expt,C06,0.0118334442718734,0.00256201583842745,0.00147918053398417
2,expt,C07,0.0162709858738259,0.00256201583842745,0.00147918053398417
2,expt,C08,0.0133126248058576,0,0
2,expt,C09,0.0325419717476518,0.00256201583842745,0.00147918053398417
2,expt,C10,0.0310627912136676,0,0
2,expt,C11,0.0325419717476518,0.00256201583842745,0.00147918053398417
2,expt,C12,0.0325419717476518,0.00256201583842745,0.00147918053398417
2,expt,D01,0.403816285777679,0.0335027043943676,0.0193427954006686
2,expt,D02,0.360920050292138,0.0696472590310986,0.0402108637499244
2,expt,D03,0.473337770874935,0.0142647004822024,0.00823572866330897
2,expt,D04,0.184897566748022,0.0837665565255101,0.0483626439590912
2,expt,D05,0.0192293469417942,0.00256201583842745,0.00147918053398417
2,expt,D06,0.0266252496117151,0.00768604751528235,0.00443754160195252
2,expt,D07,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,D08,0.0192293469417942,0.00256201583842745,0.00147918053398417
2,expt,D09,0.0221877080097626,0,0
2,expt,D10,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,D11,0.0221877080097626,0,0
2,expt,D12,0.0221877080097626,0,0
2,expt,E01,0.427483174321426,0.0302057212582829,0.0174392812995364
2,expt,E02,0.448191701797204,0.0363228434518414,0.0209710034446532
2,expt,E03,0.491087937282745,0.0142647004822025,0.00823572866330898
2,expt,E04,0.533984172768286,0.0135569135269753,0.00782708767417968
2,expt,E05,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,E06,0.0192293469417942,0.00256201583842745,0.00147918053398417
2,expt,E07,0.0192293469417942,0.00256201583842745,0.00147918053398417
2,expt,E08,0.0177501664078101,0,0
2,expt,E09,0.0192293469417942,0.00256201583842745,0.00147918053398417
2,expt,E10,0.0192293469417942,0.00256201583842745,0.00147918053398417
2,expt,E11,0.0192293469417942,0.00256201583842745,0.00147918053398417
2,expt,E12,0.0192293469417942,0.00256201583842745,0.00147918053398417
2,expt,F01,0.0221877080097626,0,0
2,expt,F02,0.0414170549515568,0.0372154297031555,0.0214863383571244
2,expt,F03,0.0133126248058576,0,0
2,expt,F04,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,F05,0.0147918053398417,0.00256201583842745,0.00147918053398417
2,expt,F06,0.0133126248058576,0.00443754160195252,0.00256201583842745
2,expt,F07,0.0177501664078101,0.00443754160195252,0.00256201583842745
2,expt,F08,0.0133126248058576,0,0
2,expt,F09,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,F10,0.0177501664078101,0.00443754160195252,0.00256201583842745
2,expt,F11,0.0177501664078101,0,0
2,expt,F12,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,G01,0.0251460690777309,0.00256201583842745,0.00147918053398417
2,expt,G02,0.0236668885437468,0.00256201583842745,0.00147918053398417
2,expt,G03,0.0266252496117151,0,0
2,expt,G04,0.0177501664078101,0.00443754160195252,0.00256201583842745
2,expt,G05,0.034021152281636,0.0142647004822024,0.00823572866330896
2,expt,G06,0.0221877080097626,0.00443754160195252,0.00256201583842745
2,expt,G07,0.0162709858738259,0.00256201583842745,0.00147918053398417
2,expt,G08,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,G09,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,G10,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,G11,0.0207085274757784,0.00256201583842745,0.00147918053398417
2,expt,G12,0.0221877080097626,0,0
2,expt,H01,0.0680423045632719,0.0102480633537098,0.00591672213593669
2,expt,H02,0.0473337770874935,0.00256201583842745,0.00147918053398417
2,expt,H03,0.0724798461652245,0.021889872919087,0.0126381240223616
2,expt,H04,0.0532504992234302,0.00443754160195252,0.00256201583842745
2,expt,H05,0.0502921381554619,0.0244400734292705,0.0141104829734035
2,expt,H06,0.0162709858738259,0.00256201583842745,0.00147918053398417
2,expt,H07,0.0192293469417942,0.00256201583842745,0.00147918053398417
2,expt,H08,0.0177501664078101,0,0
3,ctrl,A01,0.0267939378715566,0.00290052885802374,0.00167462111697229
3,ctrl,A02,0.035167043456418,0.00870158657407122,0.00502386335091685
3,ctrl,A03,0.0200954534036674,0,0
3,ctrl,A04,0.0251193167545843,0,0
3,ctrl,A05,0.023444695637612,0.00290052885802374,0.00167462111697229
3,ctrl,A06,0.0217700745206397,0.00290052885802374,0.00167462111697229
3,ctrl,A07,0.0217700745206397,0.00580105771604748,0.00334924223394457
3,ctrl,A08,0.035167043456418,0.0181137969126551,0.0104580055235676
3,ctrl,A09,0.0200954534036674,0,0
3,ctrl,A10,0.023444695637612,0.00290052885802374,0.00167462111697229
3,ctrl,A11,0.035167043456418,0.0174031731481424,0.0100477267018337
3,ctrl,A12,0.023444695637612,0.00580105771604748,0.00334924223394457
3,ctrl,B01,0.0217700745206397,0.00290052885802374,0.00167462111697229
3,ctrl,B02,0.0251193167545843,0,0
3,ctrl,B03,0.0200954534036674,0,0
3,ctrl,B04,0.0251193167545843,0.00870158657407123,0.00502386335091686
3,ctrl,B05,0.023444695637612,0.00290052885802374,0.00167462111697229
3,ctrl,B06,0.0217700745206397,0.00290052885802374,0.00167462111697229
3,ctrl,B07,0.023444695637612,0.00580105771604748,0.00334924223394457
3,ctrl,B08,0.0251193167545843,0.00502386335091685,0.00290052885802374
3,ctrl,B09,0.023444695637612,0.00290052885802374,0.00167462111697229
3,ctrl,B10,0.0200954534036674,0,0
3,ctrl,B11,0.0251193167545843,0.00870158657407123,0.00502386335091686
3,ctrl,B12,0.023444695637612,0.00580105771604748,0.00334924223394457
3,ctrl,C01,0.0251193167545843,0,0
3,ctrl,C02,0.023444695637612,0.00290052885802374,0.00167462111697229
3,ctrl,C03,0.0251193167545843,0.00870158657407123,0.00502386335091686
3,ctrl,C04,0.023444695637612,0.00290052885802374,0.00167462111697229
3,ctrl,C05,0.023444695637612,0.00290052885802374,0.00167462111697229
3,ctrl,C06,0.0200954534036674,0,0
3,ctrl,C07,0.023444695637612,0.00290052885802374,0.00167462111697229
3,ctrl,C08,0.0200954534036674,0,0
3,ctrl,C09,0.0217700745206397,0.00290052885802374,0.00167462111697229
3,ctrl,C10,0.046889391275224,0.00290052885802375,0.00167462111697229
3,ctrl,C11,0.0787071924976974,0.0754137503086173,0.0435401490412794
3,ctrl,C12,0.103826509252282,0.145026442901187,0.0837310558486142
3,ctrl,D01,0.0267939378715566,0.00290052885802374,0.00167462111697229
3,ctrl,D02,0.023444695637612,0.00290052885802374,0.00167462111697229
3,ctrl,D03,0.023444695637612,0.00290052885802374,0.00167462111697229
3,ctrl,D04,0.0184208322866951,0.00290052885802374,0.00167462111697229
3,ctrl,D05,0.023444695637612,0.00290052885802374,0.00167462111697229
3,ctrl,D06,0.0251193167545843,0.00502386335091685,0.00290052885802374
3,ctrl,D07,0.0217700745206397,0.00290052885802374,0.00167462111697229
3,ctrl,D08,0.0267939378715566,0.011602115432095,0.00669848446788914
3,ctrl,D09,0.0385162856903626,0.0319058174382612,0.0184208322866951
3,ctrl,D10,0.023444695637612,0.00580105771604748,0.00334924223394457
3,ctrl,D11,0.0653102235619191,0.069793740213262,0.0402954346998776
3,ctrl,D12,0.0184208322866951,0.00290052885802374,0.00167462111697229
3,ctrl,E01,0.05861173909403,0.00290052885802375,0.00167462111697229
